@English@|@Portuguese@
@organic@|@orgânico@
@organism@|@organismo@
@organization@|@organização@
@organize@|@organizar (v.)@
@orient@|@oriente@
@origin@|@origem@
@originally@|@originalmente@
@originate@|@originar (v.), origine@
@oscillate@|@oscilar (v.), oscile@
@oscillation@|@oscilação@
@oscillator@|@oscilador@
@oscilloscope@|@osciloscópio@
@ostrich@|@avestruz@
@other@|@outro@
@ounce@|@onça@
@our@|@nosso@
@ours@|@nossos@
@out@|@para fora de@
@out of@|@por@
@outbreak@|@arremesso@
@outer@|@exterior@
@outfit@|@equipamento, fato, terno@
@outing@|@excursão@
@outline@|@esboço@
@output@|@saída@
@outside@|@fora@
@outstanding@|@proeminente@
@outward@|@para fora@
@oven@|@forno@
@over@|@mais, sobre@
@over-@|@sobre@
@overall@|@total@
@overalls@|@macacões@
@overcoat@|@sobretudo@
@overdrive@|@ultrapassagem@
@overflow@|@cobrir (v.), transbordar (v.)@
@overhaul@|@revisão (f.)@
@overhead@|@acima, aéreo@
@overhear (conversation)@|@surpreender (v. t.)@
@overlap@|@sobrepor (v. t.)@
@overlay@|@folha de prova@
@overload@|@sobrecarregar (v.)@
@overlook@|@negligencie@
@override@|@ultrapassagem@
@oversee@|@fiscalizar (v. t.)@
@overshadow@|@obscurecer (v.)@
@overtake@|@alcance, supreender (v.)@
@overture@|@insinuação@
@overwhelm@|@acabrunhar (v. t. r.), aniquilar (v.), oprima, subjugar (v.)@
@owe@|@deva, dever (v. t. i.)@
@owl@|@coruja, mocho@
@own@|@para possuir, possuir (v.), próprio@
@owner@|@dono, proprietário@
@ownership@|@posse@
@ox@|@boi@
@oxidize@|@oxidar (v. t. r.)@
@oxygen@|@oxigênio@
@oyster@|@ostra@
@ozone@|@ozônio@
@pace@|@ritmo@
@Pacific@|@Pacífico@
@pack@|@bloco, embalar (v.)@
@package@|@pacote@
@packet@|@pacote@
@pad@|@almofada@
@paddle@|@pá@
@page@|@página@
@pail@|@balde@
@pain@|@acabrunhar (v. t. r.), dor, mal@
@painful@|@doloroso@
@paint@|@pintar (v.), pintura@
@paintbrush@|@pincel@
@painter@|@pintor@
@painting@|@pintura@
@pair@|@par (v.)@
@pair of pincers@|@tenazes@
@pair up@|@emparelhar (v.)@
@Pakistan@|@Paquistão@
@palace@|@palácio@
@pale@|@amarelejar (v. t.), pálido@
@Palestine@|@Palestina@
@palm@|@palma@
@pamphlet@|@panfleto@
@Pan@|@Bandeja@
@Panama@|@Panamá@
@pane@|@placa@
@panel@|@painel@
@panic@|@pânico@
@pant@|@impar (v. t.)@
@panther@|@pantera@
@panties@|@ceroulas@
@pantry@|@aparador, despensa@
@pants@|@calças@
@paper@|@papel@
@parachute@|@pára-quedas@
@parade@|@desfilar (v.), parada@
@paradoxical@|@paradoxo@
@paraffin@|@parafina@
@paraffin oil@|@parafina-óleo@
@paragraph@|@parágrafo@
@Paraguay@|@Paraguai@
@parallel@|@paralela@
@paralyse (UK)@|@entorpecer (v. t.), paralisar (v.)@
@paralyze (US)@|@entorpecer (v. t.), paralisar (v.)@
@parameter@|@parâmetro@
@paraphrase@|@parafrasear (v.)@
@parcel@|@pacote@
@parcel out@|@dividir (v.), partir (v. t.)@
@pardon@|@indultar (v.), perdoar (v.)@
@parent@|@pai@
@parenthesis@|@parêntese@
@parents@|@pais@
@parity@|@paridade@
@park@|@estacionar (v.), parque@
@parley@|@parlamentar (v.)@
@parrot@|@papagaio@
@parsley@|@salsa@
@part@|@dividir (v.), parte, partir (v. t.), peça (f.)@
@partial@|@parcial@
@partially@|@parcialmente@
@participate@|@participar (v.), participe@
@particle@|@partícula@
@partition@|@divisória@
@partly@|@em parte@
@partridge@|@perdiz@
@party@|@partido@
@pass@|@passagem, passar (v.)@
@pass (time)@|@volver (v. t. i. r.)@
@pass away@|@ir (v. i.), morrer (v.)@
@pass by@|@transcorrer (v. i.)@
@pass over@|@trespassar (v. t.)@
@pass through@|@trafegar (v.)@
@passage@|@passagem@
@passenger@|@passageiro@
@passenger train@|@mixto@
@passer-by@|@transeunte@
@passion@|@paixão@
@passport@|@passaporte@
@past@|@além, após, passado, pretérito, último@
@past tense@|@pretérito@
@paste@|@colar (v.), pasta@
@pastor@|@cura, sacerdate@
@patch@|@remendar (v.), remendo@
@pate@|@cabeça@
@patent@|@patente@
@path@|@caminho, trajeto@
@patience@|@paciência@
@patient@|@paciente@
@patrol@|@patrulhar (v.), patrulhe@
@pattern@|@padrão (m.)@
@pause@|@espera, pausa, pausar (v.)@
@pave@|@calçar (v.), pavimentar (v.), pavimente@
@pavement@|@calçada, passeio, pavimento@
@paw@|@pé@
@pawn@|@penhor, penhorar (v. t.)@
@pay@|@pagamento, pagar (v.)@
@pay back@|@tornar (v. t. i. r.)@
@pay out@|@gastar (v.)@
@payment@|@pagamento@
@pea@|@ervilha@
@peace@|@paz@
@peaceful@|@calmo, sossegado@
@peach@|@pêssego@
@peak@|@pico@
@peanut@|@amendoim@
@pear@|@pêra@
@pear tree@|@pereira@
@pearl@|@pérola@
@peasant@|@camponês@
@peck@|@bicar (v.)@
@pedestal@|@suporte@
@peel@|@casca@
@peep@|@olhar (m.)@
@peer@|@par (v.)@
@Peking@|@Pequim@
@pelvis@|@bacia, tejela@
@pen@|@caneta, pena@
@pencil@|@lápis@
@pending@|@pendente@
@penetrate@|@penetrar (v.), penetre@
@penholder@|@caneta@
@peninsula@|@península@
@pen-knife@|@canivete@
@penny@|@moeda de um centavo@
@pension@|@pensão@
@people@|@povo, povos@
@pepper@|@pimenta@
@per@|@em, pelo, por@
@perceive@|@conhencer (v.), perceber (v.), ver (v. t. i. r.)@
@percent@|@por cento@
@percentage@|@porcentagem@
@perfect@|@aperfeiçoar (v.), perfeito, são (adj.)@
@perfection@|@perfeição@
@perform@|@actuar (v. i.), aparecer (v.), apresentar (v.), execute, fazer (v.)@
@perfume@|@aromatizar (v.), perfumar (v.)@
@perhaps@|@acaso, talvez@
@peril@|@perigo@
@perimeter@|@perímetro@
@period@|@período@
@periodical@|@revista@
@peripheral@|@periférico@
@periphery@|@periferia@
@perish@|@perecer (v.)@
@perjure@|@perjurar (v.)@
@permanent@|@permanente@
@permission@|@permissão@
@permit@|@licença, licenciar (v.)@
@perpetrate@|@perpetrar (v.)@
@perpetuate@|@perpetuar (v.)@
@Persian@|@Persa@
@persist@|@persista, persistir (v.)@
@persistent@|@persistente@
@person@|@pessoa@
@personal@|@pessoal, próprio@
@personality@|@carácter (m.), personalidade@
@personnel@|@pessoal@
@persons@|@pessoas@
@perspiration@|@perspiração@
@persuade@|@persuada, persuadir (v.)@
@pervert@|@perverter (v.)@
@pestle@|@pilão@
@pet@|@acariciar (v. t.), animal de estimação@
@petal@|@pétala@
@petition@|@petição@
@petrify@|@petrificar (v.)@
@petrol@|@gasolina@
@petroleum@|@petróleo@
@phase@|@fase@
@phenomenon@|@fenômeno@
@Philippines@|@Filipinas@
@philosopher@|@filósofo@
@philosophy@|@filosofia@
@phoenix@|@fénix@
@phonetic@|@fonético@
@phonograph@|@fonógrafo@
@phonograph record@|@disco@
@photograph@|@fotografar (v.), fotografia@
@photographer@|@fotógrafo@
@photography@|@fotografia@
@physical@|@físico@
@physician@|@médico@
@physics@|@física@
@pick@|@colher (v. t.), picareta@
@pick out@|@escolher (v.)@
@pick up@|@captar (v.)@
@pickle (metal)@|@decapar (v. t.)@
@picnic@|@piquenique@
@picture@|@quadro, retrato@
@picturesque@|@pitoresco@
@pie@|@torta@
@piece@|@parte, peça (f.)@
@piece of furniture@|@móvel@
@pier@|@cais@
@pierce@|@furar (v.), trespassar (v. t.)@
@pig@|@porco@
@pigeon@|@pomba (f.), pombo (m.)@
@pike@|@lúcio, pique@
@pile@|@pilha@
@pillage@|@saquear (v.)@
@pillar@|@coluna@
@pillow@|@almofada, descanso@
@pilot@|@pilotar (v.), piloto@
@pin@|@alfinete, pino@
@pincers@|@tenazes@
@pinch@|@beliscar (v.)@
@pine@|@pinheiro, pinho@
@pine tree@|@pinheiro@
@pineapple@|@abacaxi, ananás@
@pink@|@cor-de-rosa@
@pioneer@|@pioneiro@
@pipe@|@cachimbo, tubulação@
@pirate@|@pirata@
@pistol@|@pistola@
@piston@|@pistão@
@pit@|@poço@
@pitcher@|@jarro@
@pity@|@piedade@
@pivot@|@pivô@
@placard@|@cartaz@
@place@|@colocar (v.), local, lugar (m.), meter (v.), pôr, sentar (v. t. r.), sítio@
@plagiarize@|@plagiar (v.)@
@plague@|@praga@
@plain@|@chã (f.), claro, planície, simples@
@plan@|@planejar (v.), planta@
@plane@|@avião, plaina, plano@
@planet@|@planeta@
@planetary@|@planetário@
@plank@|@prancha@
@plant@|@planta, plantar (v. t.)@
@plantation@|@plantação@
@plaster@|@emboçar (v.), emplastro@
@plastic@|@plástico@
@plasticize@|@plastificar (v.)@
@plate@|@laminar (v.), placa@
@plateau@|@platô@
@platform@|@linha, plataforma@
@platter@|@prato@
@play@|@brincar (v.), desempenhar (v.), jogar (v.), jogo, peça (f.)@
@plaza@|@adro, praça@
@plead@|@arguir (v. t. i.), arrazoar (v.)@
@pleasant@|@agradável@
@pleasantly@|@agradavelmente@
@please@|@agradar (v.), por favor, prazer (v. i.), satisfazer (v. t.)@
@pleasure@|@prazer (m.)@
@pledge@|@compromisso, penhorar (v. t.)@
@plot@|@lote, urdir (v. t.)@
@plough@|@arado, arar (v.)@
@pluck@|@arranque, colher (v. t.), desarraigar (v.)@
@plug@|@plugue@
@plum@|@ameixa@
@plunder@|@pilhagem, roubar (v.)@
@plunge@|@abismar-se (v. i. r.), mergulho@
@plus@|@positivo@
@plywood@|@madeira compensada@
@pocket@|@algibeira, bolso, embolsar (v.)@
@poem@|@poema@
@poet@|@poeta@
@poetic@|@poético@
@poetry@|@poesia@
@point@|@apontar (v.), ponto@
@point out@|@mostrar (v.), salientar (v.), situar (v.)@
@poise@|@abalançar (v. t. r.)@
@poison@|@envenenar (v.), veneno@
@poisonous@|@venenoso@
@pole@|@pólo@
@Pole@|@polaco@
@police@|@polícias@
@policeman@|@polícia@
@police-station@|@polícia-estação@
@policy@|@política@
@polish@|@abrilhantar (v. t.), acariciar (v. t.), lapidar (v. t.), lustrador, polir (v.)@
@Polish@|@polaco@
@polish (surface)@|@abrasar (v. t.)@
@polite@|@polido@
@political@|@político@
@politician@|@político@
@politics@|@política@
@pond@|@lago, lagoa@
@ponder@|@ponderar (v.), reflectir (v. t. i.)@
@pony@|@pônei@
@poop@|@popa@
@poop deck@|@popa@
@poor@|@mau, pobre@
@pope@|@papa@
@poplar@|@álamo@
@popularize@|@popularizar (v.)@
@populate@|@povoar (v.)@
@population@|@população@
@pork@|@carne de porco@
@port@|@porto@
@portable@|@portátil@
@portal@|@entrada@
@porter@|@carregador, porteiro@
@porthole@|@vigia@
@portion@|@aquinhoar (v.)@
@Porto@|@Porto (m.)@
@portrait@|@retrato@
@portray@|@retratar (v.)@
@Portugal@|@Portugal@
@Portuguese@|@português@
@position@|@lugar (m.), posição@
@positive@|@certo, positivo@
@positively@|@positivamente@
@possess@|@apossar (v.), possua, possuir (v.), ter (v.)@
@possession@|@possessão@
@possessions@|@possessões@
@possibility@|@possibilidade@
@possible@|@possível@
@possibly@|@acaso, possivelmente, talvez@
@post@|@borne, correio@
@postage@|@porte postal@
@postage stamp@|@selo@
@postman@|@carteiro@
@post-paid@|@borne-pago@
@postpone@|@adiar (v.), pospor (v.)@
@postulate@|@postulado@
@pot@|@penico, potenciômetro@
@potato@|@batata@
@pottery@|@cerâmica@
@poultry@|@aves domésticas@
@pound sterling@|@libra@
@pour@|@derrame@
@poverty@|@pobreza@
@powder@|@pó@
@power@|@poder (m.)@
@powerful@|@poderoso@
@practical@|@prático@
@practice (US)@|@exercício, prática, praticar (v.)@
@practise (UK)@|@prática, praticar (v.)@
@Prague@|@praga@
@prairie@|@pradaria@
@praise@|@elogiar (v.), elogio, louvar (v.), preconizar (v.)@
@prawn@|@camarão grande@
@pray@|@orar (v.), pedir (v. t.), rezar (v.)@
@prayer@|@oração, prece (f.)@
@prearrange@|@predispor (v. t.)@
@precede@|@anteceder (v.), preceda, preceder (v.)@
@precious@|@precioso@
@precipitate@|@precipitar (v.)@
@precise@|@preciso@
@precision@|@precisão@
@preconceive@|@preconceber (v.)@
@predestine@|@predestinar (v.)@
@predetermine@|@predeterminar (v.), prefixar (v.)@
@predict@|@predizer (v.)@
@predispose@|@predispor (v. t.)@
@predominate@|@predominar (v.)@
@preexist@|@preexistir (v.)@
@preface@|@prefácio@
@prefer@|@preferir (v.)@
@preferably@|@mais, preferivelmente@
@prefix@|@prefixo@
@pregnant@|@grávido@
@prejudge@|@prejulgar (v.)@
@prejudice@|@preconceito@
@preliminary@|@preliminar (v.)@
@premium@|@superior@
@premonish@|@premunir (v. t. r.)@
@preparation@|@preparação@
@preparatory@|@preparatório@
@prepare@|@aprontar (v.), confeccionar (v. t.), predispor (v. t.), preparar (v.)@
@prepay@|@pag antecipadamente@
@preposition@|@preposição@
@prescribe@|@prescrever (v.), receitar (v.)@
@prescription@|@prescrição@
@presence@|@presença@
@present@|@apresentar (v.), presente@
@present tense@|@presente do indicativo@
@presentation@|@apresentação@
@preserve@|@preservar (v.)@
@preset@|@recomeçar (v.)@
@preside over@|@presidir (v.)@
@president@|@presidente@
@press@|@apertar (v.), comprimir (v. t.), imprensa (f.), prensar (v.)@
@press together@|@apinhar (v.)@
@pressure@|@pressionar (v. t.)@
@prestigious@|@prestigioso@
@presume@|@presuma, presumir (v.), supor (v. t.)@
@presumption@|@presunção@
@pretend@|@finja@
@pretty@|@consideravelmente, lindo@
@prevail@|@prevalecer (v.)@
@prevent@|@evitar (v.), precaver (v.), prevenir (v.)@
@previous@|@precedente@
@previously@|@antes, diante, previamente@
@price@|@preço, tabelar (v.)@
@prick@|@picar (v.)@
@pride@|@orgulho@
@primary@|@preliminar (v.)@
@primitive@|@primitivo@
@prince@|@príncipe@
@princess@|@princesa@
@principle@|@princípio@
@print@|@cópia, estampar (v.), imprimir (v.)@
@printer@|@impressora@
@prior@|@previamente@
@prior to@|@antes de@
@prism@|@prisma@
@prison@|@cadeia, prisão, prisno@
@prisoner@|@prisioneiro@
@private@|@confidencial@
@privatize@|@privatizar (v.)@
@privilege@|@privilegiar (v.), privilégio@
@privileged@|@privilegiado@
@prize@|@prêmio@
@probable@|@provável@
@probably@|@provavelmente, provávelmente@
@problem@|@problema@
@procedure@|@procedimento@
@proceed@|@proceder (v.), seguir (v.)@
@process@|@processar (v.), processo@
@procession@|@procissão@
@proclaim@|@apregoar (v.), proclamar (v.), proclame@
@procrastinate@|@procrastine@
@produce@|@engendrar (v.), pôr, produto, produzir (v.)@
@product@|@produto@
@production@|@produção@
@products@|@produtos@
@profane@|@profanar (v.)@
@profess@|@professe@
@profession@|@profissão@
@professional@|@profissional@
@professionalize@|@profissionalizar (v.)@
@profile@|@perfil@
@profit@|@lucrar (v.), lucro@
@profound@|@profundo@
@program (US)@|@programa, programar (v.)@
@programme (UK)@|@programa, programar (v.)@
@progress@|@progresso@
@prohibit@|@proíba, proscrever (v.)@
@project@|@projeto@
@projector@|@projetor@
@proletarian@|@proletário@
@proliferate@|@proliferar (v.)@
@prolong@|@alongar (v. t.), prolongar (v.)@
@promise@|@prometer (v.)@
@promote@|@promova, promover (v.)@
@prompt@|@alerta, pronto@
@prompter@|@mais alerta@
@promulgate@|@promulgar (v.)@
@pronounce@|@proferir (v.), pronunciar (v.), pronuncie@
@pronunciation@|@pronunciação@
@proof@|@prova@
@prop@|@escora, suporte@
@propagate@|@propagar (v.)@
@propeller@|@hélice@
@proper@|@apropriado@
@properly@|@corretamente@
@property@|@fazenda, granja, propriedade@
@propitiate@|@propiciar (v.)@
@proportion@|@proporção@
@proportional@|@proporcional@
@proposal@|@proposta@
@prorogue@|@prorrogar (v.)@
@prose@|@prosa@
@prosper@|@prosperar (v.)@
@prosperity@|@prosperidade@
@protect@|@cobrir (v.), proteger (v.), resguardar (v.)@
@protection@|@proteção@
@protein@|@proteína@
@protest@|@protestar (v.), protesto@
@protocol@|@protocolo@
@prototype@|@protótipo@
@proud@|@orgulhoso@
@prove@|@comprovar (v.), demonstrar (v. t.), provar (v.)@
@provide@|@forneça, fornecer (v.), guarnecer (v.), proporcionar (v.), prover (v.), providenciar (v.)@
@provide with canals@|@canalizar (v. t.)@
@provided that@|@se, si@
@province@|@província@
@provision@|@aprovisionar (v.)@
@provoke@|@acorar (v. t.), provoque@
@prow@|@proa@
@proximity@|@proximidade@
@prune@|@ameixa seca@
@Prussia@|@Prússia@
@psychological@|@psicológico@
@psychologist@|@psicólogo@
@pub@|@publicação@
@public@|@público@
@public square@|@adro, praça@
@publication@|@publicação@
@publish@|@publicar (v.), publique@
@publisher@|@editor@
@pudding@|@pudim (m.)@
@puff@|@sopro@
@pull@|@puxar (v.), tração@
@pull down@|@desmoronar (v.)@
@pull out@|@arrancar (v.)@
@pulley@|@polia@
@pulsate@|@pulse@
@pulse@|@pulso@
@pulverize@|@vaporizar (v.)@
@pump@|@bomba, bombear (v.)@
@pumpkin@|@abóbora@
@punch@|@perfurador@
@punctuation@|@pontuação@
@punish@|@acoimar (v. t.), castigar (v.), puna, punir (v.)@
@punishment@|@punição@
@puppet@|@fantoche@
@purchase@|@compra, comprar (v.)@
@pure@|@puro@
@purge@|@limpar (v.), purgar (v.), remoção@
@purify@|@depurar (v.)@
@purple@|@roxo@
@purpose@|@alvo, finalidade@
@purse@|@bolsa@
@pursue@|@acossar (v.), perseguir (v.), seguir (v.)@
@pursuit@|@perseguição@
@push@|@actuar (v. i.), empurrar (v.), impulso@
@push-button@|@de botão de pressão@
@pushing@|@empreendedor@
@pussy@|@bichano@
@put@|@colocar (v. t. r.), meter (v. t. r.), pôr (v. t. r.), posto@
@put afloat@|@desencalhar (v. t.)@
@put down@|@depor (v.), meter (v. t. r.)@
@put in@|@meter (v. t. r.)@
@put in a home@|@asilar (v.)@
@put in an upright position@|@aprumar (v.)@
@put in charge@|@encarregar (v.)@
@put in front@|@antepor (v.)@
@put into action@|@actuar (v. i.)@
@put on@|@pôr (v. t. r.)@
@put on a wrong way@|@descarreirar (v.)@
@put together@|@colocar (v. t. r.)@
@put up with@|@padecer (v.)@
@puzzle@|@enigma@
@pyramid@|@pirâmide@
@Pyrenees@|@Pirinéus@
@quail@|@codornizes@
@qualification@|@qualificação@
@qualify@|@habilitar (v.)@
@quality@|@qualidade@
@quantify@|@quantificar (v.)@
@quantity@|@quantidade@
@quarrel@|@discussão@
@quarter@|@quarto@
@quarters@|@quartos@
@quay@|@plataforma@
@queen@|@rainha@
@quench one's thirst@|@dessedentar (v. t.)@
@question@|@pergunta, questionar (v.)@
@questionable@|@questionável@
@quick@|@pronto, rapidamente, rápido@
@quickly@|@depressa, rapidamente@
@quiet@|@sossegado@
@quietly@|@quietamente, sossegadamente@
@quilt@|@acolchoar (v.)@
@quit@|@parado, quitar (v.)@
@quotation@|@citação@
@quote@|@citações@
@quotes@|@citações@
@rabbit@|@coelho@
@race@|@raça@
@radiate@|@irradiar (v.), radiar (v.)@
@radiator@|@radiador@
@radicalize@|@radicalizar (v.)@
@radically@|@radical@
@radio@|@rádio@
@radish@|@rábano@
@radius@|@raio@
@raft@|@jangada@
@rag@|@pano@
@rage@|@rabiar (v.)@
@ragout@|@guisado@
@rail@|@trilho@
@railroad@|@estrada de ferro, ferrovia@
@railway@|@estrada de ferro, ferrovia@
@railway carriage@|@carruagem, vagão@
@rain@|@chover (v.), chuva@
@rainbow@|@arco-íris@
@raincoat@|@impermeável@
@raise@|@aumento, elevar (v.), erguer (v.), erigir (v. t.), levantar (v. t. i. r.), levantar (v.)@
@rake@|@ancinho@
@ramify@|@ramificar (v.)@
@ranch@|@fazenda, granja, rancho@
@rancher@|@rancheiro@
@random@|@aleatório@
@rank@|@fila@
@ransom@|@remir (v.)@
@rapid@|@rápido@
@rare@|@raro@
@rasp@|@grosa, limar (v.)@
@raspberry@|@framboesa@
@rat@|@rato@
@rate@|@avaliar (v.), orçar (v.), taxa@
@rather@|@antes, bastante, melhor, muito@
@ration@|@racionar (v.)@
@rational@|@racional@
@rationalize@|@racionalizar (v.)@
@rattle@|@chocalho@
@raven@|@corvo@
@ravish@|@electrizar (v. t.)@
@raw@|@cru@
@ray@|@raio@
@raze@|@nivelar (v. t.)@
@razor@|@navalha de barba@
@razor-blade@|@lámina@
@reach@|@alcançar (v.), alcance, atingir (v.), chegar (v.), vir (v.)@
@react@|@reagir (v.), reaja@
@reaction@|@reação@
@read@|@ler (v.), lido@
@reader@|@leitor@
@readily@|@pronto@
@readjust@|@readaptar (v.)@
@readmit@|@readmitir (v.)@
@ready@|@prèparado, pronto@
@reaffirm@|@reafirmar (v.)@
@realise (UK)@|@realize@
@reality@|@realidade@
@realize (US)@|@realize@
@really@|@deveras, realmente, verdadeiramente@
@realm@|@reino@
@reanimate@|@reanimar (v.)@
@reap@|@colher (v. t.)@
@reappear@|@reaparecer (v.)@
@rear@|@acuar (v. i.), parte traseira@
@reason@|@causa, raciocinar (v.), razão@
@reasonable@|@razoável@
@rebel@|@amotinar (v.), rebelar (v.)@
@rebellion@|@rebelião@
@recall@|@recordação, revocar (v. t.)@
@recast@|@relançar (v. t.)@
@recede@|@acuar (v. i.)@
@receipt@|@recibo@
@receive@|@aceitar (v.), acolher (v.), colher (v. t.), receba, receber (v.)@
@recent@|@recente@
@recently@|@recentemente@
@recess@|@rebaixo@
@recipe@|@receita@
@recipient@|@destinatário, receptor@
@reciprocal@|@recíproco@
@recite@|@recitar (v.)@
@reclaim@|@recuperação@
@recline@|@recostar (v.)@
@recognise (UK)@|@reconheça, reconhecer (v.)@
@recognize (US)@|@reconheça, reconhecer (v.)@
@recognize one's guilt@|@acoimar (v. t.)@
@recoil@|@acuar (v. i.)@
@recollect@|@recorde@
@recommend@|@recomendar (v.), recomende@
@recommendation@|@recomendação@
@recompense@|@retribuir (v.)@
@reconcile@|@reconciliar (v.)@
@reconstruct@|@reconstruir (v.)@
@record@|@gravar (v.), registar (v.), registro@
@record (phonograph)@|@disco@
@records@|@registros@
@recoup@|@recuperar (v.)@
@recover@|@convalescer (v.), reaver (v.), reconquistar (v. t.), recupere, remir (v.)@
@recriminate@|@recriminar (v.)@
@recruit@|@recruta@
@rectify@|@rectificar (v.), retificar (v.)@
@red@|@vermelho@
@redeem@|@remir (v.)@
@redouble@|@redobrar (v.)@
@reduce@|@reduza, reduzir (v.)@
@reduce a swelling@|@desinchar (v.)@
@reduce inflammation@|@desinflamar (v.)@
@reduce price@|@abaratar (v.)@
@reed@|@lingueta@
@reedit@|@relançar (v. t.)@
@reef@|@recife@
@reel@|@bobinar (v.), vacilar (v. t. i.)@
@reference@|@referência@
@refine@|@refinar (v.)@
@refinery@|@refinaria@
@reflect@|@refleta, reflexionar (v.), repercutir (v. i. r.), ver (v. t. i. r.)@
@reflect (on/upon)@|@reflectir (v. t. i.)@
@reflection@|@reflexão@
@reform@|@reforma@
@refresh@|@refrescar (v.)@
@refrigerator@|@refrigerador@
@refuge@|@âncora, refúgio@
@refusal@|@recusa@
@refuse@|@recusa, recusar (v.)@
@refute@|@impugnar (v. t.), rebater (v. t.), refutar (v.)@
@regard@|@consideração, olhar (v. t.), respeito, ver (v. t. i. r.)@
@regenerate@|@regenerar (v.)@
@region@|@região@
@register@|@documentar (v.), matricular (v.), registar (v.), registo, registrar (v.)@
@regret@|@pesar (v.), saudades@
@regular@|@regular (adj.)@
@regularize@|@regularizar (v.)@
@regularly@|@regularmente@
@regulate@|@regular (v.)@
@regulation@|@regulamento@
@rehabilitate@|@reabilitar (v.)@
@reign@|@imperar (v.), reinar (v.), reino@
@reimburse@|@reembolsar (v.)@
@reiterate@|@reiterar (v.)@
@reject@|@rechaçar (v.), recusar (v.), rejeição@
@rejection@|@rejeção@
@rejoice@|@jubilar (v.), regozijar (v.)@
@relate@|@referir (v.), relacionar (v.), relacione@
