@English@|@Esperanto@
@look forward@|@antaŭĝoji@
@look forward to@|@antaŭĝoji pri@
@look through@|@trarigardi@
@looking-glass@|@spegulo@
@loom@|@teksilo@
@loop@|@maŝo@
@loose@|@disiĝema, laksa, loza, nefiksita@
@loose cover@|@ŝirmtegaĵo@
@loose(2)@|@malfirma, malkompakta, malstrikta@
@loot@|@predi, predo@
@Looz@|@Borglono@
@lord@|@lordo, senjoro@
@Lord (God)@|@Eternulo@
@lord; Mister@|@sinjoro@
@Lorelei@|@Lorelejo@
@Lorraine@|@Loreno@
@lorry@|@kamiono, ŝarĝaŭto@
@lose@|@malvenki, perdi, venkiĝi@
@lose consciousness@|@senkonsciiĝi@
@lose one's way@|@vojerari@
@lose weight@|@maldikiĝi, malplipeziĝi@
@loser@|@venkito@
@loss@|@malprofito, monperdo, perdo@
@lost@|@perdita, vojerarinta@
@lot@|@parcelo@
@Lothringen@|@Loreno@
@lottery@|@loterio@
@lotus@|@lotuso@
@loud@|@laŭta@
@loud noise@|@bruego@
@loudly@|@laŭte@
@loudspeaker@|@laŭtparolilo@
@lounge@|@salono@
@louse@|@pediko@
@Louvain@|@Loveno@
@love@|@ami, amo, ŝategi@
@love affair@|@amafero@
@love of one's neighbour@|@homamo, karitado, karito@
@love of self@|@memamo@
@love of truth@|@veramo@
@love song@|@amkanto@
@loveable@|@aminda@
@loved@|@amata@
@loved one@|@amatino, amato@
@lovely@|@bela, belega, ĉarma, kara, linda, rava@
@lovely; expensive@|@kara@
@lovemaking@|@amorado@
@lovemaking play@|@amorludo@
@lover@|@amantino, amanto, amatino, amato@
@lovers@|@geamantoj@
@low@|@malalta, malnobla@
@Low German@|@malaltgermana@
@low relief@|@bareliefo, malaltreliefo@
@low tide@|@malfluso, refluo@
@lower@|@malaltigi, malhisi, mallevi, malplialtigi, suba@
@lower case letter@|@minusklo@
@lower middle-class@|@etburĝa@
@lower-arm@|@antaŭbrako@
@loyal@|@lojala@
@LP@|@longeluda disko, mikrokanela disko@
@LPG@|@likva petrolgaso@
@Lucifer@|@Lucifero, Satano@
@luck@|@bonŝanco, ŝanco, sorto@
@lucklessness@|@senŝanca@
@lucky person@|@feliĉulo@
@luggage@|@pakaĵo@
@luggage ticket@|@pakaĵbileto@
@luggage-van@|@pakvagono@
@lukewarm@|@varmeta@
@lull@|@luli@
@lullaby@|@lulkanto@
@lump@|@bulo, fragmento, maso, peco@
@lump of earth@|@terbulo@
@lunar@|@luna@
@lunatic@|@frenezulo@
@lunch@|@lunĉo, meztagmanĝi@
@lung@|@pulmo@
@lungwort@|@pulmonario@
@lure@|@logi@
@lurid@|@sensacia@
@luring@|@logado@
@lust@|@pasio, volupto@
@lusty@|@voluptama@
@lute@|@liuto@
@Luxembourg@|@luksemburgia@
@Luxembourg(city)@|@Luksemburgo@
@Luxembourg(state)@|@Luksemburgio@
@Luxembourger@|@luksemburgano, luksemburgiano@
@Luxemburg@|@luksemburgia@
@Luxemburg(city)@|@Luksemburgo@
@Luxemburg(state)@|@Luksemburgio@
@Luxemburger@|@luksemburgano, luksemburgiano@
@Luxor@|@Luksoro@
@luxurious@|@luksa@
@luxury@|@luksaĵo, lukseco, lukso@
@lyceum@|@liceo@
@Lycia@|@Licio@
@Lycian@|@licia, liciano@
@Lycian woman@|@licianino@
@Lydia@|@Lidio@
@Lydian@|@lidia, lidiano@
@lye@|@lesivo@
@lying@|@kuŝado@
@lying-in room; delivery room@|@akuŝoĉambro@
@lying-in woman@|@akuŝintino@
@Lyra@|@Liero@
@lyre; lira@|@liro@
@lyric@|@teksto@
@macabre@|@harstariga, makabra, tremiga@
@Macao@|@Makaŭo@
@macaroni@|@makaronio@
@Macau@|@Makao@
@Maccabees@|@Makabeoj@
@Macedonia@|@Makedonio@
@Macedonian@|@macedona, makedona, makedono@
@mach@|@maĥo@
@Machiavelli@|@Makiavelo@
@machine@|@maŝino@
@machine gun@|@maŝinpafilo, mitralo@
@machine of government@|@administra aparato@
@machinery@|@maŝinaro@
@machine-tool@|@ilmaŝino@
@mackerel@|@skombro@
@MacMurray@|@Makmuro@
@macro@|@makroo@
@mad@|@freneza, rabia@
@Madagascan@|@madagaskara@
@Madagascar@|@Madagaskaro, Malagasio@
@madden@|@kolerigi@
@Madeira@|@Madejro@
@madness@|@deliraĵo, frenezaĵo@
@Madonna@|@Madono@
@Madrid@|@Madrido@
@magazine@|@gazeto, magazino, revuo@
@Magdalena@|@Magdaleno@
@Magdalenian@|@Magdalenio@
@Maghrebian@|@magrebano@
@magic@|@magio, sorĉado@
@magical@|@magia@
@magician@|@iluziisto, magiisto, sorĉisto@
@magnanimous@|@grandanima@
@magnesium@|@magnezio@
@magnet@|@magneto@
@magnetic@|@magneta@
@magnetise@|@magnetigi@
@magnetism@|@magnetismo@
@magnificent@|@grandioza@
@magnifying glass@|@lupeo@
@magpie@|@pigo@
@Magyar@|@madjaro@
@maid@|@ĉambristino, servistino@
@mail@|@enpoŝtigi, poŝti, poŝto@
@mailbox@|@leterkesto@
@mailman@|@poŝtisto@
@main@|@ĉefa, precipa@
@main character@|@ĉefrolulo@
@main station@|@ĉefstacidomo@
@main title@|@ĉeftitolo@
@main work@|@ĉefverko@
@mainland@|@kontinento@
@maintain@|@argumenti, konservi@
@maintain silence about@|@prisilenti@
@maintenance@|@konservado, konservo@
@maize@|@maizo@
@majestic@|@majesta@
@majesty@|@majesteco, majesto, moŝto@
@major@|@ĉefa, ega, majoro@
@major road@|@ĉefvojo, prioritata vojo@
@Majorca@|@Majorko@
@majority@|@majoritato, plejmulto, plimulto@
@make@|@direkti sin, fari, igi@
@make a bad decision@|@misdecidi@
@make a contract@|@kontrakti@
@make a debut@|@debuti@
@make a draft@|@trati@
@make a fool of@|@azenigi@
@make a list@|@listigi@
@make a mistake@|@erari@
@make a noise@|@brui@
@make a note@|@noti@
@make a project of@|@projekti@
@make a statement@|@elpaŝi@
@make a stroke@|@streki@
@make a uvular R@|@kartavi@
@make a will@|@testamenti@
@make an appeal to@|@apelacii al@
@make an appointment@|@interkonsenti rendevuon@
@make an offer of@|@oferti@
@make available@|@disponigi, havigi@
@make aware@|@konsciigi@
@make certain@|@certigi@
@make clean@|@purigi@
@make conscious@|@konsciigi@
@make crazy@|@frenezigi@
@make dumb@|@stultigi@
@make eyes at@|@okulumi@
@make famous@|@famigi@
@make fat@|@dikigi@
@make for@|@direkti al, direkti sin al@
@make fun of@|@moki@
@make glad@|@ĝojigi@
@make good@|@bonigi@
@make love@|@amori, koiti@
@make money@|@gajni monon, lukri@
@make music@|@muziki@
@make necessary@|@necesigi@
@make pregnant@|@gravedigi@
@make rich@|@riĉigi@
@make s.o. cry@|@plorigi@
@make safe@|@sekurigi@
@make smooth@|@glatigi@
@make succeed@|@sukcesigi@
@make the sign of the cross@|@krucosigni@
@make to appear; publish@|@aperigi@
@make up@|@konsistigi, repaciĝi, ŝminki, ŝminko@
@make up one's mind@|@decidiĝi@
@make use of@|@utiligi, uzi@
@make war@|@militi@
@make war on@|@militi kontraŭ@
@make white@|@blankigi@
@makeshift@|@provizoraĵo@
@make-up@|@ŝminko@
@making@|@fabrikado, farado@
@Malacca@|@Malako@
@malaria@|@malario@
@Malawi@|@Malavio@
@Malawian@|@malavia, malaviano@
@Malay@|@malaja, malajo@
@Malaysia@|@Malajujo, Malajzio@
@Malaysian@|@malajzia, malajziano@
@Maldive Islands@|@Maledivoj@
@Maldives@|@Maledivoj@
@Maldivian@|@malediva, maledivano@
@male@|@maskla, masklo, vira, virseksa, virseksulo@
@male cat@|@virkato@
@male cook@|@kuiristo@
@male dog@|@virhundo@
@malfunction@|@malfunkciiĝi, misfunkcii, panei@
@Mali@|@Malio@
@Malian@|@malia@
@Malian woman@|@malianino@
@malice@|@malico@
@malicious@|@malica@
@malicious act@|@malicaĵo@
@malicious person@|@maliculo@
@malignancy@|@maligneco@
@Malines@|@Meĥlino@
@Mallaig@|@Malajgo@
@mallet@|@maleo@
@Mallorca@|@Majorko@
@Malta@|@Malto@
@Maltese@|@malta, maltano@
@mammal@|@mambesto, mamulo@
@Mammon@|@Mamono@
@mammoth@|@mamuto@
@man@|@homekipi, homo, viro@
@man of genius@|@geniulo@
@man of letters@|@beletristo@
@manage@|@administri, direkti, manaĝi, mastrumi@
@manageability@|@agordiĝemo@
@manageable@|@akordiĝema, regebla@
@management@|@administracio, administrado, administrantaro@
@management(2)@|@administristaro, administro, mastrumado@
@manager@|@administranto, direktanto, direktoro, manaĝisto@
@Manchuria@|@Manĉurio, Manĝurio@
@Manchurian@|@manĉua, manĉuo, manĉura@
@mandate@|@mandato@
@mandrel@|@ĉuko@
@maneuver@|@manovri, manovro@
@manganese@|@mangano@
@manger@|@trogo@
@mangle@|@kalandri@
@mango@|@mango@
@mango tree@|@mangujo@
@mangosteen@|@mangostano@
@mango-tree@|@mangujo@
@mania@|@manio@
@maniac@|@maniulo@
@manicure@|@manikuri@
@manifest@|@manifesti, manifesto@
@manifest itself@|@manifestiĝi@
@Manikuagan@|@Manikuagano@
@Manila@|@Manilo@
@manipulate@|@manipuli@
@mankind@|@homaro@
@mannequin@|@manekeno@
@manner@|@maniero@
@manoeuvre@|@boardi, elturniĝi, manovri, manovro@
@manouvre@|@manovri, manovro@
@manpower@|@laborforto@
@mansion@|@domego@
@mantel@|@kamenbreto@
@mantelpiece@|@kamenbreto@
@mantis@|@manto@
@mantle@|@mantelo@
@manual@|@manlibro@
@manufacture@|@fabrikado, fabriki, farado@
@manufactured article@|@fabrikaĵo@
@manure@|@sterko@
@manuring@|@sterkado@
@manuscript@|@manuskripto@
@many@|@multaj@
@many-sided@|@multflanka@
@Maoism@|@maŭismo@
@Maori@|@maoria lingvo@
@Maori language@|@maoria lingvo@
@map@|@karto, mapo@
@maple@|@acero@
@marble@|@globeto, marmora, marmoro@
@march@|@marŝi@
@March@|@marto@
@march on@|@almarŝi@
@margarine@|@margarino@
@margin@|@marĝeno@
@marginal@|@marĝena@
@marginalised person@|@marĝenulo@
@marguerite@|@lekanto@
@Mariana Islands@|@Marianoj@
@marijuana@|@mariĥuano@
@marinate@|@marini@
@marionette@|@marioneto@
@mark@|@marki, marko, signalo, signo, stampi@
@mark down@|@malaltigi la prezojn de@
@mark of Cain@|@kainsigno@
@market@|@bazaro, foiro, merkato, vendoplaco@
@marketing@|@merkatado@
@marketplace@|@vendoplaco@
@marmalade@|@marmelado@
@Marquesas Islands@|@Markisoj@
@marquis@|@markizo@
@marriage@|@edzeco, edzineco, geedzeco@
@married@|@edziĝinta, edziniĝinta, geedziĝinta@
@married people@|@geedzoj@
@marrow@|@medolo@
@marry@|@edzigi, edziĝi, edzinigi, edziniĝi, geedziĝi@
@Mars@|@Marso@
@marsh@|@marĉo@
@marshal@|@marŝalo@
@Marshall Islands@|@Marŝalinsuloj@
@martagon lily@|@martagono@
@marten; weasel@|@mustelo@
@Martian@|@marsano@
@martyr@|@martiro@
@martyrdom@|@martireco, martiriĝo@
@marvel@|@miri@
@marvel at@|@miri@
@marzipan@|@marcipano@
@masculine@|@vira@
@mashed potatoes@|@terpoma kaĉo@
@mask@|@maski, masko@
@masked ball@|@maskobalo@
@mason@|@masonisto@
@Mason@|@framasono@
@Masonic@|@framasona@
@masonry@|@masonaĵo@
@masquerade@|@maskado, maskerado@
@mass@|@amaso, arego, homamaso, maso, meso@
@mass accommodations@|@amasloĝejo@
@mass grave@|@amastombejo@
@mass media@|@amaskomunikiloj@
@mass produce@|@amasfabriki@
@mass production@|@amasproduktado@
@massacre@|@hombuĉado, masakri, masakro@
@massage@|@masaĝi, masaĝo@
@masses@|@popolamasoj@
@massive@|@masiva@
@mast@|@masto@
@master@|@dommastro, majstri, majstro, mastro@
@Master of the Mint@|@monfarejestro@
@master(2)@|@ellerni, magistro@
@masterful@|@estrema@
@mastership@|@majstreco@
@mastiff@|@dogo@
@mat@|@mato@
@match@|@alumeto, maĉo, matĉo, svati@
@match-make@|@svati@
@match-maker@|@svatistino, svatisto@
@mate@|@pariĝi, sekskuniĝi@
@material@|@materia, materialo, ŝtofo@
@materialise@|@materiiĝi@
@materialism@|@materiismo@
@materials@|@bezonaĵoj, necesaĵoj@
@mathematical@|@matematika@
@mathematician@|@matematikisto@
@mathematics@|@matematiko@
@matrimony@|@edzeco@
@matrix@|@matrico@
@matron@|@intendantino@
@matter@|@afero, materio, substanco@
@Matterhorn@|@Materhorno@
@mattress@|@matraco@
@mature@|@matura@
@maturity@|@matureco@
@matzo@|@maco@
@Maundy Thursday@|@Sankta Ĵaŭdo@
@Mauritania@|@Maŭrujo@
@Mauritius@|@Maŭricio@
@maw@|@faŭko@
@maxim@|@sentenco@
@maximum@|@maksimuma, maksimumo@
@may@|@havi permeson, rajti@
@May@|@majo@
@Maya@|@majao@
@maybe@|@eble@
@mayor@|@urbestro, vilaĝestro@
@Mĉstricht@|@Mastriĥto@
@mĉstro@|@majstro@
@me@|@al mi, min@
@mead@|@medo@
@meadow@|@herbejo, paŝtejo@
@meagre@|@apenaŭa, magra, mizera@
@meal@|@faruno, grio, manĝo@
@mean@|@intenci, meza, signifi, voli diri@
@mean(2)@|@averaĝa, meznombra, mezo@
@meander@|@serpentumi, sinui@
@meaning@|@intenco, senco, signifo@
@meaningless@|@sensignifa@
@means@|@ilo, iloj, rimedo, rimedoj@
@means of communication@|@komunikilo@
@means of prevention@|@preventilo@
@means of transportation@|@trafikilo@
@meanwhile@|@dume, dumtempe, intertempe@
@measles@|@morbilo@
@measurable@|@mezurebla@
@measure@|@esti longa, mezuri, mezurilo, mezuro@
@measure out@|@dozi@
@measured@|@ceremonia, mezurita@
@measurement@|@dimensio, mezurado, mezuro@
@meat@|@viando@
@meat dish@|@viandaĵo@
@Mecca@|@Mekko@
@mechanic@|@meĥanikisto, mekanikisto@
@mechanical@|@meĥanika, mekanika@
@mechanics@|@meĥaniko, mekaniko@
@Mechlin@|@Meĥlino@
@medal@|@medalo@
@medal etc.]@|@averso@
@meddler@|@enmiksiĝemulo, kibico@
@meddlesome@|@enmiksiĝema, maldiskreta@
@meddlesomeness@|@enmiksiĝemo, maldiskreteco@
@mediate@|@mediacii@
@mediation@|@mediacio, perado@
@medical@|@medicina@
@medical; curative@|@kuraca@
@medicinal herbs@|@drogherboj@
@medicine@|@kuracilo, medicinaĵo, medicino, medikamento@
@medieval@|@mezepoka@
@Medina@|@Medino@
@mediocre@|@mezkvalita@
@meditate@|@mediti@
@meditative@|@meditema@
@Mediterranean@|@Mediteraneo, Mezmaro@
@medium-grade@|@mezgrada@
@medley@|@konfuzaĵo@
@Medusa@|@Meduzo@
@meekness@|@mildeco@
@meercat@|@cerkopiteko@
@meet@|@interkonatiĝi, kunveni, rendevui@
@meet with@|@kontentigi@
@meet(2)@|@renkonti, renkontiĝi@
@meeting@|@kunsido, kunveno, mitingo@
@meeting-place@|@rendevuejo@
@Mekong@|@Mekongo@
@melancholy@|@melankolia, melankolio@
@Melanesia@|@Melanezio@
@Melanesian@|@melanezia, melaneziano@
@mellowness@|@moleco@
@melodrama@|@melodramo@
@melodramatic@|@melodrama@
@melody@|@melodio@
@melon@|@melono@
@melt@|@degeli, fandi, fandiĝi@
@melting@|@degelo@
@member@|@ano, membro, partiano@
@member of Oomoto@|@oomotano@
@member of opposition@|@opoziciulo@
@member of parliament@|@parlamentano@
@member of the upper-class@|@altklasulo@
@membership@|@aneco, membraro, membreco@
@memento@|@memoraĵo, memorigaĵo@
@memo book@|@agendo@
@memorable@|@memorinda@
@memorial plaque@|@memortabulo@
@memorise@|@parkeri, parkerigi@
@memory@|@memorkapablo, memoro, storo@
@menace@|@minaci, minaco@
@menacing@|@minaca, minacanta@
@mend@|@fliki@
@mendelevium@|@mendelevio@
@mendicant friar@|@almozmonaĥo, kvestisto@
@mendicant order@|@almozordeno@
@menses@|@monataĵo@
@mental@|@mensa@
@mentality@|@mensostato, mentaleco@
@mentally ill@|@aliena, mensmalsana@
@mention@|@mencii, mencio@
@menu@|@karto, manĝokarto, menuo@
@meow@|@miaŭi@
@Mephistopheles@|@Mefisto, Mefistofelo@
@merchandise@|@komercaĵo, varo@
@merchant@|@komercisto, negocisto@
@merciful@|@kompatema, korfavora@
@mercifulness@|@kompatemo, korfavoro@
@merciless@|@senindulga@
@mercury@|@hidrargo@
@Mercury@|@Merkuro@
@mercy@|@kompatemo, korfavoro, mizerikordo@
@mere@|@nura@
@merit@|@meriti, merito@
@merry@|@bonhumora, gaja@
@merry-go-round@|@karuselo@
@mesh@|@maŝo@
@Mesolithic@|@Mezolitiko@
@Mesolithic Age@|@Mezolitiko@
@Mesopotamia@|@Mezopotamio@
@Mesozoic@|@Mezozoiko@
@Mesozoic era@|@Mezozoiko@
@mess@|@kaĉo@
@mess up@|@malordigi@
@message@|@mesaĝo, sciigo@
@messenger@|@sendito@
@Messiah@|@mesio@
@Messina@|@Mesino@
@metal@|@metala, metalo@
@metalled@|@ŝtona@
@metallic@|@metala@
@metamorphosis@|@aliformiĝo, metamorfozo@
@metaphor@|@metaforo@
@meteor@|@meteoro@
@meteoric stone@|@ĉrolito@
@meteorite@|@meteorito@
@meteorology@|@meteologio, meteorologio@
@meter@|@indikilo, komptilo, metro@
@methane@|@metano@
@method@|@metodo@
@method of payment@|@pagmaniero@
@method of preparation@|@preparmaniero@
@methodical@|@metoda@
@Methodist@|@metodista, metodisto@
@Methuselah@|@Metuþelaĥo@
@methyl@|@metilo@
@methylated spirit@|@brulalkoholo@
@metre@|@metro@
@metric@|@metra@
@metropolis@|@ĉefurbo, metropolo, urbego@
@Meuse@|@Mozo@
@Mexican@|@meksikia, meksikiano@
@Mexican woman@|@meksikianino@
@Mexico@|@Meksikio@
@Mexico City@|@Meksiko@
@mica@|@glimo@
@microbe@|@mikrobo@
@microfilm@|@mikrofilmo@
@Micronesia@|@Mikronezio@
@microphone@|@mikrofono@
@microscope@|@mikroskopo@
@midday@|@tagmezo@
@midday meal@|@tagmanĝo@
@middle@|@meza, mezo@
@Middle Ages@|@Mezepoko, mezepoko@
@Middle East@|@Meza Oriento, Mezoriento, Proksima Oriento@
@middle-aged@|@mezaĝa@
@middle-class@|@burĝa@
@middle-class citizen@|@burĝo@
@middy@|@midþipmano@
@midge-bite@|@kulpiko@
@midget@|@nana, nano@
@midnight@|@meznokto, noktmezo, noktomezo@
@midnight mass@|@noktmeza meso@
@midshipsman@|@midþipmano@
@midwife@|@akuŝistino@
@migraine@|@migreno@
@migrant@|@migrema@
@migrant; hiker@|@migranto@
@migrate@|@migri@
@migration; hiking@|@migrado@
@Milan@|@Milano@
@mild@|@milda@
@mild-mannered@|@malsevera@
@mildness@|@mildeco@
@mile@|@mejlo@
@milepost@|@mejloþtono@
@milestone@|@mejloþtono@
@military@|@armea, milita, militista@
@military base@|@militbazo@
@military division@|@divizio@
@military man@|@militisto@
@military service@|@militservo@
@militia@|@milico@
@militiaman@|@milicano@
@milk@|@lakto, melki@
@milk tooth@|@laktodento@
@milk-powder@|@pulvorigita lakto@
@mill@|@frezi, muelejo, muelilo, uzino@
@mill-cut@|@frezi@
@millennium@|@jarmilo, miljaro@
@miller@|@muelisto@
@millet@|@milio@
@millibar@|@milibaro@
@millimetre@|@milimetro@
@milliner@|@modistino@
@million@|@miliono@
@millionaire@|@milionulo@
@mimosa@|@mimozo@
@mince@|@haketi@
@minced meat@|@viandhaketaĵo@
@Minch@|@Minĉo@
@mind@|@intelekto, menso, observi@
@mine@|@minejo, mino@
@mine sweeper@|@minbalaa ŝipo@
@miner@|@ministo@
@mineral@|@minerala, mineralo@
@Minerva@|@Minervo@
@mingle@|@miksi, miksiĝi@
@miniature@|@maketo@
@miniaturise@|@miniaturigi@
@minimise@|@etigi, minimumigi@
@minimum@|@minimuma, minimumo@
@mining@|@minekspluatado@
@mining-engineer@|@mininĝeniero@
@minister@|@ministro@
@ministerial@|@ministra@
@ministry@|@ministerio, ministrejo, pastreco@
@mink@|@lutreolo@
@minor matter@|@etaĵo@
@minority@|@malplimulto, minoritata, minoritato@
@mint@|@mento, monfarejo, monfari, stampi monerojn@
@mint-master@|@monfarejestro@
@minuend@|@desubtrahata nombro@
@minus@|@minus@
@minus sign@|@minussigno@
@minute@|@minuto@
@minutes@|@protokolo@
@minute-taker@|@protokolanto@
@Miocene@|@Mioceno@
@miracle@|@miraklo@
@miraculous@|@mirakla@
@mirage@|@miraĝo@
@mirror@|@respeguli, spegulo@
@misanthrope@|@mizantropo@
@misappropriation@|@malversacio@
@miscalculate@|@miskalkuli@
@miscarry@|@aborti@
@miscellaneous@|@diversaĵoj@
@mischievous@|@malica, petolema@
@misdeed@|@misago, misfaro@
@misdemeanour@|@delikto@
@miser@|@avarulo@
@miserable@|@malbona, malfeliĉiga, mizera, senhava@
@miserable(2)@|@katastrofa, kompatinda, malriĉa@
@miserable(3)@|@bedaŭriga, malgajamalĝoja, malĝojiga@
@miserably@|@mizere@
@miserly@|@avara@
@misery@|@mizero@
@misguide@|@misgvidi@
@misleading@|@iluzia@
@misplace@|@misloki@
@misprint@|@preseraro@
@misrepresent@|@misprezenti@
@miss@|@maltrafi@
@Miss@|@fraŭlino@
@missile@|@rakedo, raketo@
@missing@|@manka@
@mission@|@misio@
@missionary@|@misiisto@
@mist@|@nebulo@
@mistake@|@eraro@
@mistaken@|@erara@
@mistletoe@|@visko@
@mistranslate@|@mistraduki@
@mistreat@|@mistrakti@
@mistress@|@dommastrino, estrino, mastrino@
@misty@|@nebula@
@misunderstand@|@miskompreni@
@misunderstanding@|@miskompreno@
@mite@|@akaro@
@miter@|@mitro@
@mitre@|@mitro@
@mitten@|@ganto@
@mix@|@miksi, miksiĝi@
@mix in@|@enmiksi@
@mix up@|@intermiksi@
@mixed@|@miksta@
@mixed marriage@|@miksedziĝo@
@mixer@|@miksilo@
@mixing@|@miksado@
@mixture@|@miksaĵo@
@mizzle@|@pluveti@
@mnemonic@|@mnemonika@
@moan@|@ĝemi@
@moaning@|@ĝemado@
@mobile@|@movebla@
@mobile home@|@ruldomo@
@mobilise@|@mobilizi@
@mock@|@moki, mokimiti, primoki@
@mockery@|@mokado, mokaĵo, moko@
@modality@|@modalo@
@mode@|@maniero, modalo, modo@
@model@|@modeli, modelo, modli, pozistino, pozisto, skemo@
@modem@|@modemo@
@moderate@|@modera, moderigi, moderulo@
@moderation@|@modero@
@modern@|@moderna@
@Modern Greek@|@novgreka lingvo@
@Modern Hebrew@|@novhebrea lingvo@
@modernise@|@modernigi@
@modest@|@modesta@
@modestly@|@modere@
@modesty@|@diskreteco, modesteco, modesto, pudoro@
@modify@|@modifi@
@modulate@|@moduli@
@module@|@modjulo@
@Mohammed@|@Mahometo@
@Mohammedan@|@islamano, mahometano, muzulmano@
@moist@|@humida, malseketa@
@moisture@|@kondensaĵo@
@molasses@|@melaso@
@mold@|@modli, muldi, muldilo, ŝimo@
@Moldavia@|@Moldavio@
@Moldavian@|@moldava, moldavo@
@moldy@|@mucida@
@mole@|@moleo, talpo@
@molecule@|@molekulo@
@Moloch@|@Moloĥo@
@Molotov cocktail@|@benzinbombo, molotovkoktelo@
@Moluccan@|@moluka, molukano@
@Moluccas@|@Molukoj@
@molybdenum@|@molibdeno@
@mom@|@panjo@
@moment@|@momento@
@momentarily@|@ĉiumomente, mallongan tempon@
@momentary@|@momenta@
@mommy@|@panjo@
@Monacan@|@monakano@
@Monaco@|@Monako@
@monarch@|@monarko@
@monastery@|@monaĥejo@
@Monday@|@lundo@
@Monegasque@|@monaka@
@monetary@|@mona@
@monetary compensation@|@monkompenso@
@monetary system@|@monsistemo@
@monetary union@|@monunio@
@monetary unit@|@monunuo@
@money@|@mono@
@money exchange@|@monþanĝejo@
@money order@|@poŝtmandato@
@money transfer form@|@ĝirilo@
@Mongol@|@mongolo@
@Mongolia@|@Mongolio@
@Mongolian@|@mongola, mongolo@
@mongoose@|@mungo, mungoto@
@mongrel@|@hibrida@
@monitor@|@kaŝaŭskulti@
@monk@|@monaĥo@
@monkey@|@simio@
@monkey puzzle@|@araŭkario@
@monkey-like@|@simieca@
@monkey-wrench@|@universala ŝraŭbilo, universala ŝraŭbŝlosilo@
@monkshood@|@akonito@
@mono@|@monofonio@
@monocle@|@monoklo@
@monolingual@|@unulingva@
@monolith@|@monolito@
@monologue@|@monologo@
@monophony@|@monofonio@
@monopolise@|@akapari, monopoligi@
@monopoly@|@monopolo@
@monotonous@|@monotona, unutona@
@Mons@|@Berĥeno@
@monsignor@|@episkopa moþto, monsinjoro@
@monsoon@|@musono@
@monster@|@bestaĉo, hundaĉo, monstro@
@monstrance@|@hostimontrilo@
@monstrosity@|@monstraĵo, monstreco@
@monstrous@|@monstra@
@montbretia@|@krokosmio, montbretio@
@Montenegrin@|@montenegra, montenegrano@
@Montenegro@|@Montenegro@
@month@|@monato@
@monthly@|@ĉiumonate, monata, monate@
@monthly nurse@|@vindistino@
@Montrose@|@Montrozo@
@monument@|@monumento@
@monumental@|@monumenta@
@mooch@|@paraziti@
@mood@|@animstato, etoso, humoro@
@moon@|@luno@
@moor@|@stepo@
@moorage@|@ankrejo, rodo@
@moorhen@|@galinolo@
@mooring@|@ankrejo, rodo@
@moose@|@alko@
@mop@|@ŝvabri@
@moped@|@mopedo@
@moraine@|@moreno@
@moral@|@morala, moralaĵo, moralinstruo@
@moralist@|@moralisto@
@morality@|@moraleco, virto@
@morals@|@moralo@
@moratorium@|@moratorio, pagprokrasto@
@Moravia@|@Moravio@
@Moravian@|@moravia frato@
@Moravian brother@|@moravia frato@
@Moray Firth@|@Morifirto@
@mordant@|@mordaĵo@
@more@|@pli, plu@
@more and more@|@pli kaj pli@
@more or less@|@plimalpli@
@more than@|@pli ol@
@morel@|@morĥelo, morkelo@
@morello@|@acida ĉerizo@
@moreover@|@cetere, krom tio, krome, plue@
@mores@|@moro@
@morganatic@|@morganata@
@Mormon@|@mormona, mormono@
@morning@|@mateno@
@morning star@|@matenstelo@
@morning time@|@matenhoro@
@Moroccan@|@maroka, marokano@
@Moroccan woman@|@marokanino@
@Morocco@|@Maroko@
@morose@|@moroza@
@morpheme@|@morfemo@
@Morpheus@|@Morfeo@
@morphine@|@morfino@
@morphine addict@|@morfinmaniulo@
