@English@|@Norwegian@
@position@|@posisjon, stilling@
@positive@|@positiv, sikker@
@possess@|@besette, besitte, eie@
@possessed@|@besatt@
@possession@|@besettelse, eiendom, å eie@
@possessor@|@eier@
@possibility@|@mulighet@
@possible@|@eventuel, mulig@
@possibly@|@kanskje, muligens@
@post@|@embete, post, poste, postere, stilling, stolpe@
@post office@|@postkontor@
@postage@|@porto@
@postage stamp@|@frimerke@
@postal order@|@postanvisning@
@postcard@|@brevkort, prospektkort@
@postcode@|@postnummer@
@post-date@|@etterdatere@
@poster@|@plakat@
@posterior@|@bak, bakende, bakre, senere@
@posterity@|@etterkommerer, etterslekt@
@posthumous@|@posthum@
@posting@|@oppslag@
@postman@|@postbud@
@postmark@|@poststempel@
@post-office box@|@postboks@
@postpaid@|@portofritt@
@postpone@|@utsette@
@postponement@|@utsettelse@
@postscript@|@etterskrift@
@posture@|@holdning, positur, stilling@
@postwar@|@etterkrigs-@
@pot@|@gryte, kanne, krukke, potte@
@potato@|@potet@
@potato peeler@|@potetskreller@
@potatoes@|@poteter@
@potency@|@potens, raft, styrke@
@potent@|@mektig@
@potential@|@eventuel, mulig, potensiell@
@pot-roast@|@grytestek@
@potter@|@keramiker, pottemaker@
@pottery@|@keramikk, pottemakerverksted@
@pouch@|@pung@
@poultice@|@grøtomslag@
@poultry@|@fjærfe, høns@
@pounce on@|@kaste seg over, slå ned på@
@pound@|@dundre, hamre, innhegning, pund@
@pound key@|@firkantast@
@pour@|@skjenke, strømme, øse ned@
@pout@|@geip, surmule@
@poverty@|@fattigdom@
@poverty line@|@fattigdomsgrense@
@powder@|@pudder, pudre, pulver, pulverisere, støte@
@powderpuff@|@pudderkvast@
@power@|@evne, kraft, makt@
@power failure@|@strømbrudd@
@power of judgement@|@dømmekraft@
@power to act@|@handlekraft@
@powerful@|@kraftfull, kraftig, mektig@
@powerless@|@kraftløs@
@powerstation@|@kraftstasjon@
@practical@|@praktisk@
@practically@|@praktisk talt@
@practice@|@praksis, skikk, trening, øvelse@
@practise@|@praktisere, øve@
@practitioner@|@praktiserende advokat, praktiserende lege@
@Prague@|@Praha@
@praise@|@lov, ros, rose@
@pram@|@barnevogn@
@prance@|@spankulere@
@prattle@|@skravle, skravling@
@prawn@|@stor reke@
@pray@|@be@
@prayer@|@bønn@
@pre-@|@forhånds-@
@preach@|@forkynne, preke@
@preacher@|@predikant@
@precarious@|@prekær, usikker@
@precaution@|@forholdsregel@
@precede@|@gå foran@
@precedence@|@forrang@
@preceding@|@foregående@
@precept@|@forskrift@
@precinct@|@distrikt, område, sone@
@precious@|@dyrebar, kjær, kostbar@
@precipice@|@bratt skrent, stup@
@precipitate@|@bunnfall, overilt, påskynde, styrte@
@precipitation@|@nedbør@
@precipitous@|@steil, stupbratt@
@precise@|@nøyaktig@
@precisely@|@nettop@
@precision@|@nøyaktighet, presisjon@
@preclude@|@utelukke@
@precocious@|@bråmoden, veslevoksen@
@precursor@|@forløper@
@predator@|@rovdyr@
@predatory@|@rov-@
@predecessor@|@forgjenger@
@predestine@|@forutbestemme@
@predicament@|@forlegenhet, knipe@
@predict@|@forutsi@
@predictable@|@forutsigbar@
@prediction@|@forutsigelse@
@predilection@|@forkjærlighet@
@predominance@|@overvekt@
@predominant@|@fremherskende@
@preeminent@|@fremragende@
@prefab@|@ferdighus@
@prefabricate@|@prefabrikkere@
@preface@|@forord@
@prefer@|@foretrekke@
@preferably@|@fortrinnsvis, helst@
@preference@|@preferanse@
@pregnancy@|@graviditet@
@pregnant@|@gravid@
@prehistoric period@|@urtid@
@prejudice@|@fordom@
@preliminary@|@forberedende, innledende@
@preliminary school@|@barneskole@
@prelude@|@innledning, opptakt, preludium@
@premature@|@for tidlig, forhastet@
@premeditated@|@overlagt@
@premier@|@først, statsminister@
@premise@|@betingelse, premiss@
@premises@|@eiendom@
@premium@|@belønning, bonus, premie@
@premonition@|@forutanelse@
@preoccupied@|@åndsfraværende@
@preoccupied with@|@opptatt med@
@prepaid@|@betalt@
@preparation@|@forberedelse@
@preparatory@|@forberedende@
@prepare@|@forberede, tilberede@
@prepare for@|@innstille@
@preponderant@|@overveiende@
@prepossessing@|@tiltalende@
@preposterous@|@absurd, meningsløs@
@prerogative@|@privilegium@
@prescribe@|@bestemme, foreskrive, ordinere@
@prescription@|@resept@
@presence@|@nærvær, tilstede@
@present@|@framlegge, gave, inneværende, nåtid, nåværende, overrekke, pre, presang, til stede@
@present oneself@|@innfinne seg@
@present throughout@|@gjennomgående@
@presentation@|@overrekkelse, presentasjon@
@presentiment@|@forutanelse@
@presently@|@snart@
@preservation@|@bevaring, konservering@
@preservative@|@konserveringsmiddel@
@preserve@|@bevare, hermetisere, konservere@
@preserves@|@syltetøy@
@preside@|@lede, presidere@
@president@|@administrerende direktør, formann, president@
@press@|@press, presse, trykk, trykke@
@press clip@|@avisutklipp@
@press release@|@pressemelding@
@press-stud@|@trykk-knapp@
@pressure@|@press, trykk@
@prestige@|@prestisje@
@presumably@|@antagelig, antakelig@
@presume@|@anta@
@presumed@|@antatt@
@presumption@|@antagelse, formodning@
@presumptuous@|@arrogant@
@pretence@|@påskudd@
@pretend@|@late som, utgi seg for@
@pretend to@|@pretendere@
@pretension@|@pretensjon@
@pretentious@|@pretensiøs@
@pretext@|@påskudd@
@pretty@|@pen, temmelig@
@prevail@|@herske, råde@
@prevail on@|@overtale til@
@prevalent@|@rådende, utbredt@
@prevent@|@forebygge, forhindre@
@prevention@|@forebyggelse@
@preventive@|@forebyggende@
@preview@|@forhåndsvisning@
@previous@|@foregående, forhenværende@
@previously@|@tidligere@
@prey@|@bytte, rov@
@prey on@|@jakte på, tære på@
@price@|@pris, prise@
@pricetag@|@prislapp@
@pricey@|@dyr, kostbar@
@prick@|@stikk, stikke@
@prickle@|@pigg, tagg@
@prickly@|@piggete, stikkende@
@pride@|@stolthet@
@priest@|@prest@
@prig@|@innbilsk narr, pedant@
@prigish@|@pedantisk, selvgod@
@prim@|@snerpete, tertefin@
@primarily@|@hovedsaklig, opprinnelig@
@primary@|@grunn-, primær-@
@primary school@|@grunnskole@
@prime@|@førsteklasses, grunne, hoved-, viktigst@
@prime minister@|@statsminister@
@primer@|@begynnerbok, grunning@
@primeval@|@ur-@
@prince@|@fyrste, prins@
@princely@|@fyrstelig@
@princess@|@prinsesse@
@principal@|@hoved, hoved-, oppdragsgiver, rektor, sjef, viktigst@
@principality@|@fyrstedømme@
@principle@|@prinsipp@
@print@|@kopi, kopiere, kopiere, trykk, trykke, trykke@
@print out@|@skrive ut, utskrift@
@printed matter@|@trykksak@
@printer@|@skriver, skriver@
@printing@|@opptrykk, trykking@
@printing office@|@trykkeri@
@prior@|@prior, tidligere@
@prior to@|@før@
@priority@|@forkjørsrett, fortrinn, prioritet@
@prison@|@fengsel, fengsel@
@prisoner@|@fange, innsatt@
@privacy@|@privatliv, uforstyrrethet@
@private@|@menig, privat@
@privatize@|@privatisere@
@privatly@|@i all stillhet, underhånden@
@privilege@|@privilegere, privilegium@
@privy@|@do@
@prize@|@gevinst, premie, pris@
@pro@|@profesjonell@
@probability@|@sannsynlighet@
@probable@|@sannsynlig@
@probably@|@antakelig, muligens, sannsynligvis, trolig@
@probation@|@prøve, prøvetid@
@probation officer@|@tilsynsverge@
@probe@|@sonde, sondere@
@problem@|@oppgave, problem@
@procedure@|@fremgangsmåte, prosedyre@
@proceed@|@forløpe, fortsette@
@proceed against@|@anlegge sak mot@
@proceedings@|@det som foregår, rettergang@
@proceeds@|@utbytte, vinning@
@process@|@bearbeide, fremkalle, prosess, stevning@
@processed@|@behandlet@
@processing@|@behandling@
@processing industry@|@foredlingsindustri@
@procession@|@opptog, prosesjon@
@processor@|@prosessor, tekstbehandlingsmaskin@
@proclaim@|@bekjentgjøre, proklamere@
@proclamation@|@bekjentgjørelse@
@procure@|@få tak i, skaffe@
@prod@|@sette fart i, stikk, stikke@
@prodigal@|@ødsel@
@prodigious@|@forbausende, uhyre@
@prodigy@|@vidunder, vidunderbarn@
@produce@|@framvise, fremstille, fremvise, iscenesette, produkter, produsere, realisere@
@produced@|@produsert@
@producer@|@produsent, regissør@
@product@|@produkt@
@production@|@fremskaffelse, innspilling, produksjon@
@productive@|@fruktbar, produktiv@
@profane@|@profan, vanhellige, verdslig@
@profanities@|@banning@
@profanity@|@bespottelse@
@profess@|@erklære@
@profession@|@bekjennelse, fag, fagområde, profesjon, yrke@
@professional@|@faglig, profesjonell, yrkes-@
@professional journal@|@fagtidsskrift@
@professional killer@|@yrkesmorder@
@proffer@|@tilbud, tilby@
@proficiency@|@dyktighet, ferdighet@
@proficient@|@dyktig@
@profile@|@profil, profilere@
@profitable@|@lønnsom, nyttig@
@profiteer@|@profitør, ågrer@
@profiteering@|@profitørvirksomhet, åger@
@profligate@|@ryggesløs, utsvevende@
@profound@|@dyp, dypsindig@
@profuse@|@overdådig, overstrømmende@
@profusely@|@voldsomt@
@progesterone@|@progesteron@
@prognosis@|@prognose@
@program@|@program, programmere@
@programmer@|@programmerer@
@progress@|@fremgang, fremskritt, gjøre fremskritt, utvikling@
@progression@|@gå fremover, progresjon@
@progressive@|@fremskrittsvennlig, progressiv@
@prohibit@|@forby@
@prohibited@|@forbudt@
@prohibition@|@forbud@
@project@|@plan, planlegge, projisere, prosjekt, prosjektere@
@projection@|@fremspring, projeksjon, projisering, prosjektering@
@projector@|@fremviser@
@prolapse@|@falle frem, fremfall@
@proliferation@|@rask formering, spredning@
@prolific@|@fruktbar@
@prologue@|@prolog@
@prolong@|@forlenge, strekke@
@prom@|@promenadekonsert@
@promenade@|@promenade, spasere, spasertur@
@prominent@|@fremstående@
@promise@|@love, løfte@
@promising@|@lovende@
@promote@|@forfremme, fremme@
@promotion@|@forfremmelse@
@prompt@|@omgående, rask, sufflere, tilskynde@
@prompter@|@sufflør@
@pronate@|@dreie innover, pronere@
@prone@|@utstrakt@
@prone to@|@tilbøyelig til@
@prong@|@gaffeltann, spiss@
@pronoun@|@pronomen@
@pronounce@|@erklære, uttale@
@pronounced@|@utpreget, uttalt@
@pronounciation@|@uttale@
@proof@|@-fast, -sikker, bevis, korrektur@
@proofread@|@lese korrektur@
@prop@|@rekvisitt, støttebjelke@
@propagate@|@forplante@
@propagation@|@forplantning, utbredelse@
@propel@|@drive@
@propellant@|@drivstoff@
@propeller@|@propell@
@propensity@|@hang, tilbøyelighet@
@proper@|@egen, passe på, passende, riktig@
@properly@|@ordentlig@
@property@|@eiendom, gård, kvalitet@
@prophecy@|@spådom@
@prophesy@|@spå@
@prophet@|@profet@
@prophetic@|@profetisk@
@prophylactic@|@forebyggende@
@propitious@|@gunstig@
@proponent@|@talsmann@
@proportion@|@andel, forhold, proporsjon@
@proportional@|@forholdsmessig@
@proportionally@|@forholdsvis@
@proposal@|@forslag, frieri, innstilling@
@propose@|@foreslå, fri, innstille@
@proposition@|@forslag@
@proprietary@|@eiendoms-, merkebeskyttet@
@proprietary brand@|@merkebeskyttet@
@proprietor@|@eier, innehaver@
@propriety@|@anstendighet@
@propulsion@|@fremdrift@
@pros and cons@|@argumenter for og imot@
@prosaic@|@prosaisk@
@prose@|@prosa@
@prosecute@|@anklage, sette under tiltale@
@prosecution@|@påtalemyndighet, rettsforfølgning@
@prosecutor@|@aktor@
@prospect@|@fremtidsmulighet, utsikt@
@prospective@|@fremtidig, mulig@
@prospectus@|@prospekt@
@prosper@|@ha fremgang@
@prosperity@|@fremgang, velstand@
@prosperous@|@blomstrende, velstående@
@prostate@|@prostata@
@prostate gland@|@prostatakjertel@
@prostatectomi@|@fjerning av prostata@
@prosthesis@|@protese@
@prostitute@|@prostituert@
@prostitution@|@prostitusjon@
@prostrate@|@nedbrutt, utstrakt@
@prostration@|@sammenbrudd@
@protect@|@beskytte, verne@
@protection@|@beskyttelse, vern@
@protective@|@beskyttende@
@protector@|@beskytter@
@protest@|@innvending, protest, protestere@
@protestant@|@protestant, protestantisk@
@protrude@|@stikke ut@
@protruding@|@stikker frem, utstående@
@proud@|@stolt@
@provable@|@bevislig@
@prove@|@bevise, påvise, vise seg å være@
@proverb@|@ordspråk@
@proverbial@|@ordspråklig@
@provide@|@levere, skaffe, tilføre@
@provided@|@forutsatt at@
@provident@|@nøysom, sparsommelig@
@provider@|@leverandør@
@province@|@provins@
@provincial@|@fra provinsen, provinsiell@
@provision@|@bestemmelse, forsyning@
@provisional@|@foreløpig, provisorisk@
@provisions@|@forsyninger, proviant@
@provocation@|@provokasjon@
@provocative@|@utfordrende@
@provoke@|@irritere, provosere@
@prow@|@baug, forstavn@
@prowl@|@luske@
@proxy@|@fullmakt@
@prude@|@snerpete person@
@prudence@|@forsiktighet, klokskap@
@prudent@|@forsiktig, klok@
@prudish@|@snerpete@
@prune@|@beskjære, sviske@
@pry@|@snuse, være nyskjerrig@
@psalm@|@salme@
@psychiatric@|@psykiatrisk@
@psychiatrist@|@psykiater@
@psychiatry@|@psykiatri@
@psychic@|@psykisk, synsk@
@psychoanalysis@|@psykoanalyse@
@psychoanalyst@|@psykoanalytiker@
@psychological@|@psykologisk@
@psychologist@|@psykolog@
@psychology@|@psykologi@
@psychopath@|@psykopat@
@psychosis@|@psykose@
@psychotic@|@psykotisk@
@ptarmigan@|@fjellrype@
@pub@|@kro@
@pub crawl@|@pubrunde@
@puberty@|@pubertet@
@pubic@|@skam-@
@pubichair@|@kjønnshår@
@public@|@allmenn, offentlig, offentlig@
@public convenience@|@offentlig toalett@
@public conveyance@|@offentlig transportmiddel@
@public enemy@|@samfunnsfiende@
@public house@|@kro, pub@
@public sale@|@auksjon@
@public school@|@internatskole@
@public servant@|@offentlig ansatt@
@public square@|@offentlig plass@
@publican@|@krovert@
@publication@|@offentliggjøring, publikasjon, utgivelse@
@publicity@|@publisitet, reklame@
@publish@|@forelegge, utgi@
@published@|@utkommet@
@publisher@|@forlegger@
@publishing@|@forlagsvirksomhet@
@publishing house@|@forlag@
@pudding@|@pudding@
@puddle@|@søleputt@
@puff@|@blåse, drag, puste, vindpust@
@puff pastry@|@butterdeig, tertedeig@
@puffed@|@andpusten@
@puffed up@|@opphovnet@
@pug@|@mops@
@pugnacious@|@trettekjær@
@puke@|@spy@
@pull@|@dra, rykk, trekke, trekking@
@pull back@|@trekke tilbake@
@pull down@|@dra ned, rive@
@pull out@|@trekke@
@pulled ligament@|@senestrekk@
@pullet@|@unghøne@
@pulley@|@talje, trinse@
@pulmonary@|@lunge-@
@pulp@|@knuse, masse, mos, mose@
@pulp fiction@|@kiosklitteratur@
@pulpit@|@prekestol@
@pulpy@|@bløt, kjøttfull@
@pulsate@|@pulsere@
@pulse@|@puls@
@pumice@|@pimpstein@
@pump@|@pumpe@
@pumpkin@|@gresskar@
@pun@|@ordspill@
@punch@|@dor, lage hull i, punsj, slag@
@punctual@|@punktlig@
@punctuate@|@avbryte, sette skilletegn@
@punctuation@|@tegnsetting@
@punctuation mark@|@skilletegn@
@puncture@|@p, punktering, stikke hull på@
@pungent@|@besk, bitter@
@punish@|@straffe@
@punishable@|@straffbar@
@punishment@|@straff@
@punitive@|@straffe-@
@puny@|@liten, ynkelig@
@pup@|@dyreunge, valp@
@pupil@|@elev, pupill@
@puppet@|@hånddukke, marionett@
@puppet theatre@|@dukketeater@
@puppy@|@valp@
@purchase@|@innkjøp, kjøp, kjøpe, kjøpeinnkjøp@
@purchasing proposal@|@innkjøpsforslag@
@purchasing sum (price)@|@kjøpesum@
@pure@|@renren, ublandet@
@purely@|@utelukkende@
@purgative@|@avføringsmiddel@
@purgatory@|@skjærsild@
@purge@|@renske ut, utrenskning@
@purify@|@gjøre ren, rense@
@purity@|@renhet@
@purl stitch@|@vrangmaske@
@purple@|@lilla, purpur, purpur, vinrød@
@purpose@|@formål, hensikt@
@purr@|@male@
@purse@|@håndveske, pengepung@
@pursue@|@forfølge@
@pursuit@|@beskjeftigelse, forfølgelse@
@purvey@|@levere, skaffe@
@purveyor@|@leverandør@
@push@|@dytte, krafttak, puff, puffe, støt, tiltak@
@push drugs@|@omsette narkotika@
@push-bike@|@tråsykkel@
@push-button@|@trykknapp@
@pusher@|@narkotikalanger@
@pushing@|@pågående@
@push-up@|@armheving@
@put@|@legge, putte, sette, stille@
@put aside@|@avfeie, henlegge@
@put at a certain angle (bias)@|@vinkle@
@put by@|@legge til side, spare@
@put down a riot@|@slå ned et opprør@
@put off@|@frata, utsette@
@put on@|@gjøre seg til, ta på@
@put on weight@|@legge på seg@
@put out@|@slukke@
@put straight@|@ordne@
@put through@|@sette over@
@put up with@|@finne seg i@
@putrefy@|@råtne@
@putrid@|@råtten@
@putty@|@kitt, kitte@
@puzzle@|@forvirre@
@puzzled@|@rådvill, uforstående@
@pyelitis@|@nyrebekkenbetennelse@
@pyjamas@|@nattdrakt, pyjamas@
@pylon@|@ledningsmast@
@pyre@|@likbål@
@pyre  på bålet-at the stake@|@bål@
@pyromaniac@|@pyroman@
@quack@|@kvaksalver, snadre, snadring@
@quadrangular@|@firkantet@
@quail@|@bli redd, vaktel@
@quaint@|@eiendommelig, underlig@
@quake@|@rystelse, skjelve, skjelving@
@qualification@|@forutsetning, kvalifikasjon@
@qualify@|@kvalifisere, modifisere@
@qualitative@|@kvalitativ@
@quality@|@egenskap, kvalitet@
@qualms@|@betenkeligheter, skrupler@
@quantity@|@kvantitet, kvantum, mengde@
@quarantine@|@karantene@
@quarrel@|@krangel, krangle, trette@
@quarrelsome@|@kranglesyk@
@quarry@|@bryte stein, jaktbytte, steinbrudd@
@quarter@|@fjærdedel, kvartal, kvarter@
@quartz@|@kvarts-@
@quaver@|@skjelve, skjelving, vibrere, åttendedelsnote@
@queazy@|@kvalm@
@queen@|@dronning@
@queer@|@homofil, merkelig, rar@
@quell@|@dempe, undertrykke@
@quench@|@slukke, slå ned@
@querulous@|@gretten, klagende@
@quest@|@leting@
@question@|@spørsmål@
@question mark@|@spørsmålstegn@
@questionable@|@tvilsom@
@questioning@|@avhør@
@questionnaire@|@spørreskjema@
@queue@|@kø@
@quibble@|@krangle om detaljer, liten uenighet@
@quibbling@|@ordkløveri@
@quicken@|@påskynde@
@quickly@|@kvikk@
@quickness@|@raskhet@
@quickwitted@|@slagferdig, snartenkt@
@quid@|@pund@
@quiet@|@rolig, stille, stillhet@
@quieten@|@berolige, roe ned@
@quilt@|@lappeteppe, vatteppe@
@quilted@|@vattert@
@quinine@|@kinin@
@quirk@|@innfall, lune, særhet@
@quit@|@slutte@
@quite@|@ganske, helt, javisst@
@quite simply@|@rett og slett@
@quits@|@kvitt, skuls@
@quiver@|@kogger, skjelve, skjelving, vibrere@
@quiz@|@gåte, spørre@
@quizzical@|@ertende, spørrende@
@quota@|@andel, kvote@
@quotation@|@notering, sitat@
@quotationmark@|@anførselstegn@
@quote@|@notere, sitere@
@rabbi@|@rabbiner@
@rabbit@|@kanin@
@rabble@|@pøbel@
@rabble-rouser@|@oppvigler@
@rabid@|@rabiat, rasende, vill@
@race@|@løp, løpe om kapp, rase, veddeløp@
@racecourse@|@veddeløpsbane@
@racehorse@|@veddeløpshest@
@racetrack@|@veddeløpsbane@
@racial@|@rase-@
@racing@|@veddeløp@
@racist@|@rasist@
@rack@|@hylle, pine, pinebenk, stativ@
@racket@|@bråk, racket, svindelforetagende, uro@
@racketeer@|@pengeutpresser, svindler@
@radar@|@radar@
@radiance@|@stråleglans@
@radiant@|@strålende@
@radiate@|@utstråle@
@radiation@|@utstråling@
@radiation therapy@|@strålebehandling@
@radiator@|@radiator@
@radical@|@gjennomgripende, radikal, radikaler@
@radio@|@radioradio@
@radio transmitter@|@radiosender@
@radioactive@|@radioaktiv@
@radioactive fallout@|@radioaktivt nedfall@
@radioactivity@|@radioaktivitet@
@radiograph@|@røntgenbilde@
@radish@|@reddik@
@raffle@|@tombola@
@raft@|@fløte, flåte@
@rafting@|@flåteritt@
@rag@|@fille, klut@
@rage@|@rase, raseri@
@ragged@|@fillete, ujevn@
@raid@|@overfall, overfalle, razzia@
@rail@|@jernbaneskinne, rekkverk@
@rail in@|@gjerde inn@
@rail off@|@gjerde inn@
@railings@|@rekkverk, stakitt@
@railroad@|@jernbane@
@railway@|@jernbane@
@railway carriage@|@jernbanevogn@
@railway platform@|@perrong@
@railway station@|@jernbanestasjon@
@railway timetable@|@rutebok@
@railway track@|@jernbanespor@
@rain@|@regn, regne@
@rainbow@|@regnbue@
@raincoat@|@regnfrakk@
@rainfall@|@nedbør, regnskur@
@rainforest@|@regnskog@
@rainproof@|@vanntett@
@rainwear@|@regntøy@
@rainy@|@regn-, regnfull@
@rainy season@|@regntid@
@raise@|@heve, løfte, oppfostre, øke@
@raise a loan@|@ta opp et lån@
@raise the price@|@fordyre@
@raise to nobility@|@adle@
@raisin@|@rosin@
@rake@|@rake, rive@
@rally@|@erte, møte, samle, samling@
@ram@|@vær@
@ram against@|@drive, kjøre inn i@
@ramble@|@gå tur, spaseertur, streife omkring@
@rambler@|@fotturist, vandrer@
@rambling@|@springende, ustrukturert@
@ramification@|@forgrening@
@ramify@|@forgrene@
@ramp@|@bukk, fartsdemper, rampe@
@rampant@|@frodig, tøylesløs@
@ramshackle@|@falleferdig, skranglete@
@ranch@|@kvegfarm@
@rancid@|@harsk@
@random@|@tilfeldig@
@random access@|@direkte tilgang@
@random sample@|@stikkprøve@
@randy@|@kåt@
@range@|@mellomrom, rekkevidde, skuddvidde, utvalg@
@rangefinder@|@avstandsmåler@
@rank@|@geledd, grad, rang, rangere, rekke@
@rank and file@|@menigmann@
@rankle@|@nage@
@ranks@|@stille seg solidarisk@
@ransack@|@ransake@
@ransom@|@løsepenger@
@rant@|@snakke sint og høyt@
@rap@|@fike til, rapp, smekk@
@rape@|@voldta, voldtekt@
@rapid@|@hurtig, rask, stri@
@rapidity@|@hurtighet@
@rapids@|@stryk@
@rapist@|@voldtektsforbryter@
@rapt@|@henført@
@rapture@|@henrykkelse@
@rare@|@lite stekt, rå, sjelden@
@rarely@|@sjelden@
@rareness@|@sjeldenhet@
@rarity@|@sjeldenhet@
@rascal@|@kjeltring, slyngel@
@rash@|@overilt, utslett@
@rasher@|@baconskive@
@rasism@|@rasisme@
@rasp@|@rasp, raspe, skurre@
@raspberry@|@bringebær@
@rat@|@rotte@
@rate@|@hastighet, rate, rentesats, sats, takst@
@rate of exchange@|@valutakurs@
@rather@|@heller, nokså, snarere, temmelig@
