@English@|@Tagalog@
@incautious@|@walang ingat@
@incendiary@|@mánununog@
@incense@|@pangsuob, panuob@
@incentive@|@nakakaakay, nakapagbubuyó, nakapagpapalakas loob@
@inception@|@pinagbuhatan, pinagmulan@
@inceptive@|@nauukol sa pinagbuhatan, nauukol sa pinagmulán@
@incertitude@|@agam-agam, pag-aalangan, pag-uurong sulong@
@incessant@|@pálagian, walang likat, walang lubay, walang tigil@
@incessant (1)@|@walang pukát@
@incest@|@pakikiapid sa kamaganak@
@incestuous@|@nakikiapid sa kamaganak@
@inch@|@dalì@
@inchoate@|@sinimulan@
@inchoation@|@pagsisimulâ@
@incidence@|@pagkabalatong, pagkakataong masamâ@
@incident@|@masamang pagkakataon@
@incidental@|@nagkátaon@
@incipient@|@baguhan@
@incise@|@lumilok@
@incised@|@hiwâ, putól@
@incisive@|@nakakahiwà@
@incisor@|@mga ngiping pangagat@
@incite@|@humalina@
@incitement@|@pagbubuyó, pang-uudyok, panghahalina@
@incivil@|@walang pitagan@
@incivility@|@pagkawalang pitagan@
@inclemency@|@kabaksikan, kawalán ng awà, pagkawalang habág@
@inclement@|@mabaksik@
@inclination@|@hapay@
@incline@|@gumawî, humapay, humilig@
@inclose@|@bakuran, kulungin@
@include@|@ilakip, isaloob, isama@
@including@|@pati@
@inclusive@|@kalakip, kasama@
@incognito@|@dî napakikilala, nakabalat-kayô@
@incoherence@|@dî pagkakaunawà, kalabuan@
@incoherent@|@dî máunawaan, malabó@
@incombustible@|@hindî nasusunog@
@incommodious@|@nakaiinip@
@incomparable@|@dî máihahalintulad, dî maipaparis, walang katulad@
@incomparable (1)@|@walang kahulilip@
@incompatible@|@nákakaagawan, nalalaban@
@incompetency@|@kawalán ng karapatan@
@incompetent@|@walang karapatán@
@incomplete@|@hindî ganap, hindî hustó, hindî lubos@
@incomprehensibility@|@kawalán ng pagkaunawà, walang katuusan@
@incomprehensible@|@dî matalastas, dî matantô, dî maunawà@
@inconceivable@|@hindî malirip@
@inconclusive@|@walang pagkatapos@
@incongruity@|@kawalán ng pagkakabagay@
@inconsequent@|@walang kapakanan sa sinasabi@
@inconsiderable@|@walang gasinong kabuluhan@
@inconsiderate@|@nabiglaanan@
@inconsistency@|@kawalán ng pagkakabagay@
@inconsistent@|@nababago, walang pananatili@
@inconsolable@|@Dî maaliw, walang kaaliwán@
@inconstancy@|@kaalisagaan, kawalán ng tiyagâ, pagkasalawahan@
@inconstant@|@alisagâ@
@incontestable@|@dî masagot, dî masinsay@
@incontinence@|@kawalan ng pagpipigil@
@incontinent@|@walang pagpipigil@
@incontrovertible@|@Dî máikakailâ, dî mapwíng@
@inconvenience@|@kapansanan@
@inconvenient@|@dî bagay, dî dapat@
@inconvertible@|@dí maakít, dî mahikayat@
@incorporate@|@lumakip, nálalakip, násasapì, sumapì@
@incorporation@|@samahan@
@incorporeal@|@walang katawan@
@incorrect@|@hindî matwid, hindî tamà, lisyâ, malî, sinsay@
@incorrigible@|@dî masaway@
@incorrupt@|@dî nabubulok, dî nasisirà@
@incorruptible@|@hindî nabubulok, hindî nasisirà@
@increase@|@dagdagan, kapupunán, paramihin@
@incredible@|@dî mapanaligan, dî mapaniwalaan@
@incredulity@|@Kawalán ng pananampalataya, kawalán ng paniniwalà@
@incredulous@|@walang pananalig, Walang pananampalataya@
@increment@|@kapupunán, karagdagan@
@incubate@|@papagsisiwin@
@inculpate@|@magbintang@
@incumbency@|@katungkulan@
@incumbent@|@sápilitan@
@incur@|@málapatan ng parusa, márapatan@
@incurable@|@dî magamot, dî mapagalíng@
@incursion@|@pagkakasala@
@indebt@|@papangutangin@
@indebted@|@may utang, nagkakautang@
@indecision@|@agam-agam, paguurong-sulóng@
@indecisive@|@nag-aagamagam., uróng-sulóng@
@indeed@|@ngâ, siya ngâ, talagá!, totoo ngâ@
@indefatigable@|@dî marunong mapagod, Walang pagod@
@indefinite@|@hindî tiyak, walang katuusan@
@indelible@|@hindî napapawì@
@indelicacy@|@kagaspangán@
@indemnify@|@magbayad ng nasirà@
@indemnity@|@pagbabayad ng nasirà, pagsasaulì@
@indent@|@ngipinan ó lagyan@
@independence@|@kalayaan, kalayaan, kasarinlan, pagsasarilí@
@independent@|@kalayaan, kasarinlan, kasarinlan, may pagsasarilí@
@indescribable@|@hindî masalaysay, hindî masayod@
@indestructible@|@dî máiwasak, dî masirà, dî mawalat@
@indeterminate@|@hindî tiyak, walang tuos@
@index@|@anomang bagay na tumuturò, hintuturò@
@India@|@Indiya@
@Indian Ocean@|@Karagatang Indiyo@
@indicate@|@isurot, itandâ, iturò@
@indication@|@pagsusurot, pagtuturò@
@indicative@|@tumuturò@
@indicator@|@nagtuturò, tagaturò@
@indifferrence@|@pagwawalang bahalà@
@indifferrent@|@walang kiling sa kanino man@
@indigence@|@karalitaan@
@indigent@|@salát@
@indigestible@|@dî natutunaw, nakaeempacho@
@indigestion@|@empacho@
@indignant@|@nagagalit, nagngingitngit@
@indignation@|@ngitngit@
@indignity@|@pag-alipustâ@
@indigo@|@tayom, tinà@
@indirect@|@hindî tápatan, padaplís, pasalíw@
@indiscreet@|@walang pitagan@
@indiscretion@|@pagkawalang bait, pagkawalang pitagan@
@indiscriminate@|@hindî malinaw@
@indispensable@|@lubhang kailangan, sápilitan@
@indispensably@|@nápaka lubhang kailangan@
@indispose@|@alisan ng pasya@
@indisposed@|@matamlay, may karamdaman, sinasamaan ng katawan@
@indisposition@|@karamdaman, samâ ng katawan, tamlay@
@indisputable@|@hindî mapupwing@
@indissoluble@|@dî nakakalag, dî nakakalas, dî natutunaw@
@indistinct@|@hindî malinaw@
@indite@|@maglagdâ@
@individual@|@Nag-iisá, sarili@
@indivisible@|@hindî mabahagi, hindî mahatì@
@Indo-China@|@Indutsina@
@indolence@|@katamaran@
@indomitable@|@dî malupig, dî mapaamò, dî mapasukò@
@Indonesian@|@Indonesyo@
@indoors@|@looban@
@indubitable@|@dî maikakailâ@
@induce@|@mang-akít, mang-upat, mangayag@
@inducement@|@pang-akít, pangangayag, panghalina@
@induction@|@pang-uupat, pangangayag, panghihikayat@
@inductive@|@nakaaakít, nakahihikayat@
@indue@|@damtán, suután@
@indulge@|@kumalingâ@
@indulgence@|@tawad@
@indulgent@|@mapagpatawad@
@indurate@|@magmatigas, tumigas@
@induration@|@pagmamatigas@
@industinguishable@|@hindî máunawaan@
@industrial@|@nauukol sa paghahanap-buhay@
@industrious@|@masípag, masípag@
@industry@|@sipag@
@inebriate@|@lumasíng lumangô@
@inebriation@|@paglalangô, paglalasíng@
@ineffable@|@dî masaysay@
@ineffective@|@walang bisà@
@inefficacious@|@walang bisà@
@inefficiency@|@pagkawalang bisà@
@inelegant@|@hindî malines@
@ineligible@|@dî pinapayagang máihalal@
@inequality@|@kaibahan@
@inertness@|@katamaran@
@inestimable@|@lubhang mahalaga, lubhang makabuluhan@
@inevitable@|@dî mailagan, dî maiwasan@
@inexcusable@|@walang sukat madahilan@
@inexhaustible@|@dî masaid, dî maubos@
@inexorable@|@dî mapakiusapan, dî mapamanhikan@
@inexorable (1)@|@mapagmatigas na loob@
@inexpediency@|@pagka dî marapat, pagkawalang karapatan@
@inexpedient@|@dî bagay, dî dapat@
@inexpensive@|@múra@
@inexperience@|@pagka dî sanáy@
@inexpert@|@hindî bihasá@
@inexplicable@|@dî masaysay@
@inextricable@|@maliwag@
@infallibility@|@walang pagkakabulà, walang pagkakadayà@
@infallible@|@dî nadadayà, dî nagkakabulà@
@infamous@|@alimura, walang puri@
@infamy@|@kadustaan, kapalibhasaan, paghamak@
@infancy@|@pagkabatà@
@infant@|@batà, sanggol@
@infantary@|@hukbong lakád@
@infanticide@|@mámamatay ng batà, Pagpatay ng batà@
@infantile@|@kilos batà, tila batà@
@infatuate@|@mang-hangal, mang-ulol, manirà ng isip@
@infatuation@|@pang-uulol, paninirà ng isip@
@infect@|@hawa, makahawa, makasalot, manghawa@
@infection@|@hawa, pagkahawa@
@infectious@|@nakakahawa@
@infer@|@paghanguan, paghuluan, pagkuruan@
@inference@|@paghangò, paghulò, pagkurò@
@inferior@|@lalong mababà, mababà sa iba@
@inferiority@|@kababaan sa iba, lalong kababaan@
@infernal@|@nauukol sa impyerno@
@infertile@|@basal@
@infertility@|@kabasalan, pagkabasal@
@infest@|@makahawa@
@infidel@|@hindî kristyano, pusóng, sukáb, taksil@
@infidelity@|@kapusungán, paglililo@
@infinite@|@Walang bilang, walang katapusan@
@infirm@|@May sakít@
@infirmary@|@págamutan@
@infirmity@|@sakít@
@inflame@|@mag-alab, magliyab, magningas@
@inflammable@|@nag-aalab, nagliliyab, nagniningas@
@inflammation@|@pag-aalab, pagliliyab, pagniningas@
@inflammatory@|@mapag-alab, mapagliyab@
@inflate@|@papintugin@
@inflection@|@pamimintog@
@inflexible@|@dî mabaluktot, dî máibaling, matigas@
@inflict@|@magparusa@
@influence@|@bisa, kakayahan, kalakasan, kapangyarihan, lakas@
@influential@|@may kapangyarihan, may lakas@
@influenza@|@hikà@
@influx@|@pagpasok@
@inform@|@magbigay-alam, magpahiwatig, paalam, pagbigay-alam@
@informal@|@walang ayos, walang pormalidad@
@informality@|@kawalán ng ayos, kawalán ng pormalidad@
@informant@|@tagapagpahiwatig, tagasumbong@
@information@|@balità, hiwatig, kaalaman@
@infraction@|@kamalian, paglabag, pagsway@
@infrangible@|@dî malalabag, dî masisirà@
@infrequent@|@bihirà, madalang@
@infringe@|@lumabag, magkasala, sumwáy@
@infringer@|@mangdadahas, mánunway@
@infuriate@|@mag-init, mapoot@
@infuse@|@ibuhos, isalin@
@infusion@|@pagbubuhos, pagsasalin@
@ingathering@|@ani, pag-aani@
@ingenious@|@makatâ@
@ingenous@|@tapat na loob@
@ingenuity@|@karunungan, katalinuan@
@inglorious@|@kahalay-halay, kahiyâ-hiyâ@
@ingot@|@putol ng metal@
@ingraft@|@magsuplíng@
@ingratiate@|@magmakaamò magmakaawà@
@ingredient@|@kahalô, kalahok@
@ingress@|@pagpasok@
@ingulf@|@lumamon, sumakmal@
@inhabit@|@mamuhay, tumahan, tumira@
@inhabitable@|@mapamumuhayan, matatahanan, matitirhan@
@inhabitant@|@naninirahan, tao@
@inhale@|@huminga, suminghot ng hangin@
@inharmonious@|@hindî tugmâ, sirâ ang tunóg@
@inherent@|@kakabít, kanigníg@
@inherit@|@magmana@
@inheritance@|@mana, minana, pamana@
@inheritor@|@tagapagmana@
@inhospitable@|@hindî mapakisunuan, hindî marunong magpatuloy@
@inhuman@|@mabangis, walang pagkatao@
@inhumanity@|@kabagsikan, kabalakyutan, kahayupan@
@inhume@|@magbaón, maglibíng@
@inimical@|@kaaway@
@inimitable@|@dî maparisan, dî matularan@
@iniquitous@|@balakyot@
@initial@|@panguna, una, unang títik ng pangalan@
@initiate@|@magsimulâ@
@initiation@|@pagsisimulâ@
@inject@|@ipasok, isilid, isuot@
@injection@|@pa papasok, pagsisilid@
@injudicious@|@pabiglâ-biglâ, walang bahalà@
@injure@|@makasakít, manakít, umalipustâ@
@injurious@|@namamaslang, nangaapí@
@injury@|@kapaslangan, pananakít, súgat@
@injustice@|@kalikuan@
@ink@|@paitimin, tinain ng tintá, tínta@
@inkhorn@|@sisidlán ng tintá, tintero@
@inkling@|@sumbong na lihim, upát@
@inkstand@|@sisidlán ng tintá, tintero@
@inky@|@may tintá, parang tintá@
@inland@|@lupang náloloob@
@inlay@|@papag-iba't ibahin ng kulay@
@inlet@|@pasukán@
@inmate@|@ang nangungupahan ng bahay@
@inmost@|@kaibuturan, kasi@
@inn@|@bahay-pahingahan, dakong pánuluyan@
@innate@|@katutubò, talagá@
@inneficient@|@walang bisà@
@inner@|@loob, sa loob@
@innermost@|@kaibuturan, káloob-looban@
@innocence@|@kawalang-malay, kawalang-malay@
@innocent@|@musmos, Walang malay@
@innoffensive@|@dî nakasasakít, maamò@
@innovate@|@magbago@
@innoxious@|@walang sala@
@innumerable@|@dî mabilang, Walang bilang@
@inoculate@|@bakunahan, tamnán@
@inodorous@|@walang amoy@
@inopportune@|@hindî bagay, walâ sa panahon@
@inordiate@|@maguló, walang ayos@
@inorganic@|@walang buhay@
@inquest@|@pag-uusig, pagsisiyasat@
@inquire@|@litisin, magtanong, siyasatin, usisain@
@inquiry@|@siyasat, tanong@
@inquisition@|@sinop, siyasat, usig@
@inquisitive@|@mapagsaliksik, masiyasat@
@inquisitor@|@mang-uusig na taga-hatol@
@inquity@|@kabalakyutan, kasamaan@
@inroad@|@paglusob@
@insane@|@balíw, sirâ ang baít, sirâ ang isip, sirâ ang ulo@
@insane (1)@|@loko, ulol@
@insanity@|@kasiraan ng isip@
@insatiable@|@dî nabubusog, walang kasiyahan@
@inscribe@|@isulat@
@inscrutable@|@Dî malirip, Dî matarok@
@insect@|@insekto, kulisáp, maliít na háyop, tutubí@
@insecure@|@dî maasahan, hindî matibay@
@insecurity@|@kawalan ng tiwalà, pangambá, panganib@
@insensate@|@walang damdam, walang pakiramdam@
@insensibility@|@kawalán ng damdam, kawalán ng pakiramdam@
@insensible@|@walang pakiramdam@
@inseparable@|@sî máhiwalay, walang hiwalay@
@insert@|@ipasok, suot@
@insertion@|@pagpapasok@
@inside@|@loob, sa, sa loób@
@insidious@|@swítik@
@insight@|@tarok ng isip@
@insignia@|@watawat@
@insignificant@|@walang halagá@
@insincere@|@giríng pulá, hindî tapat na loob@
@insincerity@|@paggigiríng pulá@
@insipid@|@Matabang, walang lasa@
@insipidity@|@kawalán ng lasa, tabang@
@insist@|@igiit, ipilit@
@insolence@|@kalaswaan, kapaslangan@
@insoluble@|@dî maagnas, dî makalas, dî matunaw@
@insolvency@|@ang dî pagkabayad ng utang@
@insolvent@|@hindî makabayad, walang ikabayad@
@insomuch@|@anopat@
@inspect@|@pangalagaan, usisain@
@inspection@|@pangangalagà@
@inspector@|@tagapangalagà, tagasiyasat@
@inspiration@|@kasi, pukaw@
@inspire@|@kasihan, suminghot ng hangin@
@inspirit@|@buhayin ang loob, palakasin ang loob, patapangin@
@instability@|@kabwayán, kahunaan@
@install@|@magkanâ@
@installation@|@pagkakanâ, paglalagay@
@instance@|@kumuhang halimbawà, luhóg, pamanhik@
@instant@|@dalídalì, iglap, kisapmata, sangdalî@
@instantaneous@|@sangdálian@
@instead@|@na kahalili ng ó ni, sa halip, sa lugar ng@
@instead of@|@sa halip@
@instep@|@bubong ng paa@
@instigate@|@magbudlong, umudyok@
@instigation@|@sulsol@
@instill@|@isalin@
@instinct@|@pakiramdam, pangamoy@
@institute@|@instituto, magbangon, paáralan@
@institution@|@pagbabangon, pagtatatag@
@instruct@|@mangaral@
@instruction@|@iwí@
@instructor@|@gurò, maéstra, taga-pagiwí, tagapagturò@
@instrument@|@instrumento, kasangkápan, panugtog@
@insubordinate@|@lumalabag, swail@
@insufferable@|@dî mabatá, hindî matiis@
@insufficiency@|@kakapusán@
@insufficient@|@kapós@
@insular@|@nauukol sa pulò@
@insult@|@dustâ paslang, mura, murahin@
@insult (1)@|@mamaslang, siphayò alimura, tumungayaw@
@insuperable@|@dî madaig, dî mapasukò, dî masupil@
@insupportable@|@dî mabatá, dî matiis@
@insurance@|@segúro@
@insure@|@ipaseguro, sumiguro@
@insurgent@|@lumalaban sa pámahalaan, nanghihimagsik@
@insurmountable@|@dî madaig, dî malupig, dî matalo@
@insurrection@|@himagsikan, panghihimagsik@
@intact@|@buô, ganáp, lubós@
@intangible@|@dî mahipò@
@integrity@|@pagtatapát@
@intellectual@|@maalam@
@intelligence@|@pagkaalam, pagkatalos, pakatantô, talino@
@intelligent@|@maalam, matalino@
@intelligible@|@madaling maunawà ó matalastas@
@intemperance@|@kalabisán, kayamuan@
@intemperate@|@masagwâ, mayamò@
@intend@|@akalain, balakin, bantain, sadyain@
@intense@|@mabisà, masidhî, masinsín@
@intensely@|@Mataman@
@intensified@|@nag-ibayo, pinag-ibayo@
@intensity@|@sidhî, sinsin@
@intent@|@bantâ, panukalá@
@intention@|@bálak, bálak; hangárin, hangárin@
@intentional@|@kinusà, sinadyâ, talaga@
@inter@|@ibaon, ilibíng@
@intercalation@|@paklî, sabad, saglit, salít@
@intercede@|@mamagitan, mamanhík@
@intercept@|@sansalain, sawatain@
@interception@|@sansalà, sawatâ@
@intercession@|@pamamagitan@
@intercessor@|@mánananggól, pintakasi, tagapamagitan@
@interchange@|@pagpapalitan ng kalakal, pálitan@
@interchangeable@|@máipapalit@
@interdict@|@magbawal, sumansalà@
@interdiction@|@pagbabawal, pagsangsalà@
@interest@|@hilig, imbot, patubò, tubo@
@interesting@|@kaayaaya@
@interfere@|@makialam, manghimasok, sumabad@
@interference@|@pakikialam, panghihimasok@
@interim@|@pag-itan@
@interior@|@loob@
@interjection@|@pagkabiglâ, pagkabulalás@
@interlace@|@sahugan, salitán@
@interland@|@ihalò, ilahok, isalít@
@interlocutor@|@ang kausap, ang nagsasalitâ@
@interlope@|@makialam, makihalò, manghimasok@
@intermeddle@|@makialam@
@intermediate@|@pag-itan@
@interment@|@libíng, paglilibing@
@interminable@|@walang katapusan@
@intermingle@|@makihalò, makihalobilo@
@intermission@|@likat, linggatong, pahinga@
@internal@|@loob, nasa loob@
@international@|@pandaigdig@
@interpose@|@mamagitan, mamagitnâ@
@interposition@|@pamamagitnâ@
@interpret@|@magpaaninaw, magpaliwanag@
@interpretation@|@paaninaw@
@interrogate@|@tumanong@
@interrogation@|@pagtatanong, tanong@
@interrogative@|@nauukol sa tanong@
@interrogatory@|@tanong@
@interrupt@|@pumaklî, sumabad, sumabat@
@interruption@|@paklî, sabad@
@intersect@|@putlín hanggang sa kalagitnaan@
@intersperse@|@ihalò, ilahok@
@interstice@|@pag-itan@
@interval@|@pag-itan, yugtô@
@intervene@|@mamagitnâ@
@intervention@|@pamamagitan, pamamagitnâ@
@interview@|@pagkikita, panayam, tagpuan@
@interweave@|@isalít@
@intestate@|@walang testamento@
@intestinal@|@nauukol sa bituka@
@intestine@|@Butiki-bituka-butika@
@intestines@|@bitúka@
@intimate@|@kasi, pahalatâ, taos@
@intimation@|@pagpapahalatâ@
@intimidation@|@pananakot@
@into@|@sa, sa loób@
@intolerable@|@dî mabatá, dî matiis@
@intolerant@|@dî makapagbatá, dî makapagpalagpás, dî makatiis@
@intomb@|@ilibíng@
@intonation@|@pagkatugmâ@
@intone@|@tumugmâ@
@intoxicate@|@lumasing@
@intoxication@|@pagkalangô, paglalasing@
@intractable@|@dî mákansap ng mabuti@
@intransitive@|@sarili@
@intrench@|@magkutà, magtrinchera@
@intrenchment@|@pagkukutà, pagtitrinchera@
@intrepid@|@walang takot@
@intrepidity@|@pagkawalang takot@
@intricacy@|@Labò, sikot@
@intricate@|@pasikotsikot@
@intrinsical@|@sa laob@
@introduce@|@ipakilala, ipasok, kilala, kilala@
@introduction@|@pagpapakilala, pagpapasok@
@intrude@|@manghimasok@
@intrusion@|@pakikialam@
@intrusive@|@nauukol sa pakikialam@
@intrust@|@magkatiwalà, tumiwalà@
@intuition@|@pángitain@
@intwine@|@papaglikaw likawin@
@inundate@|@bumahâ, umapaw ang tubig@
@inundation@|@bahâ, pag-apaw ng tubig@
@inure@|@mabihasa, mahirati@
@inurement@|@pagkabihasa, pagkahirati@
@inutility@|@kawalán ng kabuluhan@
@invade@|@humarang, lumusob, sumalakay@
@invalid@|@lampá, unsiamí@
@invalidate@|@pawalán ng kabuluhan@
@invaluable@|@lubhang mahalaga@
@invariable@|@hindî mababago@
@invasion@|@paglusob, pagsalakay@
@invective@|@nanglalait, nanunungayaw, umaalipustâ@
@inveigle@|@manghikayat, manulsol@
@invent@|@imbento, kumathâ, lumikhâ, tuklasin, tumuklas@
@invention@|@likhâ@
@inventor@|@maykathâ, maylikhâ@
@inventory@|@tálaan ng mga pag aarì@
@inverse@|@baligtad, tiwalî@
@inversion@|@katiwalían, pagkabaligtad@
@invert@|@baligtarin, guluhin, tiwaliin@
@invest@|@gugulin, lumusob@
@investigate@|@mag-usisà, usisain@
@investigating@|@pag-uusisa@
@investigation@|@paguusisà@
@invigorate@|@buhayin ang loob, palakasin ang loob@
@invigoration@|@pagpapalakas ng loob@
@invincible@|@dî mapasukò, dî matalo@
@inviolable@|@dî madahás, dî tablán@
@inviolate@|@dî naanó@
@invisible@|@dî makita@
@invitation@|@anyaya, paanyaya, pigíng@
@invite@|@anyayáhan, anyayahin, imbita, mag-anyaya@
@invocate@|@dumalangin, tumawag@
@invocation@|@dalangin@
@invoke@|@mamanhik, manalangin@
@involuntary@|@dî kusà, dî sinasadyâ@
@involution@|@paglupì, pagtiklop@
@involve@|@bumalot, lumulon, tumiklop@
@invunerable@|@dî masaktan, dî tablán@
@inward@|@loob, náloloob, sa dakong loob, sa loob@
@ipagpaliban@|@to delay@
@Iran@|@Irán@
@Iraq@|@Irák@
@ire@|@galit@
@Ireland@|@Irlanda@
@iris@|@bahag-harì@
@Irish@|@taga Irlanda@
@irk@|@uminíp, yamamot@
@iron@|@bákal, mamirinsa@
@ironic@|@balintunà@
@irony@|@balintunà@
@irradiate@|@numingning@
@irrational@|@walang katwiran@
@irreconcilable@|@dî mákasundô@
@irrecoverable@|@dî mabawì@
@irredeemable@|@dî matubós@
@irreducible@|@dî mabawasan@
@irrefutable@|@Dî máikakailâ@
@irregular@|@walâ sa ayos@
@irreligion@|@kawalan ng kapanampalatayahán@
@irreligious@|@swail, Walang pananampalataya@
@irremediable@|@dî malunasan@
@irreparable@|@dî máiulî@
@irrepressible@|@dî mapighatì@
@irreproachable@|@walang kapintasan@
@irresistible@|@dî malabanan@
@irresolute@|@urong-sulóng@
@irresolution@|@pag-aalanganin, pag-uurong-sulong, pagsasalawahan@
@irrespective@|@walang pakundangan@
@irresponsible@|@walang pananagutan, walang sukat ipanagot@
@irretrievable@|@dî mabawì@
@irreverance@|@pagkawalang galang@
@irrevocable@|@dî mababago@
@irrigate@|@magdilig, patubigan@
@irrigation@|@pagdidilig, pagpapatubig@
@irritable@|@mayayamutin@
@irritate@|@mayamot@
@irritated@|@nagpantig@
@irritating@|@nakakainis@
@irruption@|@sigalbó, silakbó@
@is@|@ay@
@Is breakfast included?@|@Kasama ba ang almusal?@
@Is it forbidden?@|@Ito ba ay ipinagbabawal?@
@Is it permitted?@|@Pinahihintulutan ba ito?@
@Is it serious?@|@Malala ba ito?@
@is out of one's mind@|@nahihibang@
@Is the fish fresh?@|@Sariwa ba ang isda?@
@Is the next town far?@|@Malayo ba and susunod na bayan@
@Is the tip included?@|@Kasali na ba ang pabuya ?@
@Is there a house specialty?@|@Meron ba kayong specialty?@
@Is there air conditioning?@|@Mayroon bang airkondisyon?@
