@English@|@Estonian@
@inquire@|@järele pärima, päringut tegema@
@inquiring@|@järelepärimine, küsitlus ; uuriv@
@inquiry@|@küsitlus, päring, uuring@
@inquisition@|@inkvisitsioon@
@Inquisition@|@inkvisitsioon@
@inquisitive@|@küsiv, uudishimulik@
@inquisitively@|@küsivalt, uurivalt@
@inquisitor@|@inkvisiitor@
@inquorate@|@kvoorumita (istung vms)@
@INRI@|@INRI@
@insane@|@arust ära@
@insanely@|@hullunult, hullupööra, jaburalt@
@insanity@|@hullumeelsus@
@insatiable@|@küllastumatu, rahuldamatu@
@inscient@|@salateadmisi omav, teadmatu@
@inscribe@|@(millegi sisse) kirjutama@
@inscription@|@pealdis, pealiskiri (nt hauakivil vm)@
@inscrutable@|@arusaamatu, seletamatu@
@insect@|@putukas@
@Insecta@|@putukad@
@insecticide@|@insektitsiid, putukamürk@
@Insectivora@|@putuktoidulised@
@insectivore@|@putukasööja@
@insectivorous@|@putukasööja@
@insecure@|@ebakindel@
@insecurity@|@ebakindlus@
@inseminate@|@seemendama@
@insemination@|@seemendamine@
@inseminator@|@seemendaja@
@insensate@|@elutu, osavõtmatu, taibutu, tundetu@
@insensitivity@|@tundetus@
@inseparable@|@lahutamatu@
@insert@|@lisama, sisestama, vahele panema@
@insertion@|@lisamis-, lisandumine@
@inshore@|@kaldalähedane, lähiranna- ; kalda lähedal@
@inside@|@sisemus ; sisse ; sise-@
@inside information@|@siseinfo@
@inside job@|@asutusesisene kuritegu, sisekuritegu@
@inside out@|@pahempidi, pahupidi@
@insider@|@asjasse pühendatu, siseinfo valdaja@
@insidious@|@ahvatlev kuid hukutav, reetlik, salamisi kurja tegev@
@insight@|@pilguheit, taipamine, vihje@
@insightfully@|@läbinägelikult@
@insights@|@perspektiivid@
@insignia@|@ametimärk, embleem ; tähised@
@insignificance@|@tähtsusetus@
@insincere@|@valsk@
@insincerity@|@ebasiirus@
@insinuate@|@sisendama, vihjama@
@insinuate yourself into@|@intrigeerima, manööverdama@
@insinuation@|@sisendus, solvang@
@insipid@|@elutu, maitsetu, tuim@
@insist@|@kinnitama, nõudma, väitma@
@insist on@|@nõudma@
@insistence@|@pealekäimine@
@insistent@|@pealekäiv@
@insistently@|@pealetükkivalt@
@insofar@|@sedavõrd kuivõrd@
@insolence@|@põlgus@
@insolent@|@põlglik, uljas@
@insolently@|@põlglikult@
@insoluble@|@lahustumatu, mittelahustuv@
@insolvable@|@lahendamatu@
@insolvency@|@maksujõuetus@
@insolvent@|@maksejõuetu@
@insomnia@|@unetus@
@insomnolent@|@unetu (nimis)@
@insouciance@|@muretus, tuulepäisus@
@insouciant@|@hooletu@
@insouciantly@|@hooletult@
@insp@|@inspektor@
@inspect@|@inspekteerima@
@inspection@|@inspekteerimine, ülevaatus@
@inspector@|@inspektor@
@inspectorate@|@inspektsioon, inspektuur@
@Inspector-General@|@peainspektor@
@inspectorship@|@inspektori ametikoht@
@inspiration@|@inspiratsioon@
@inspirational@|@inspireeriv@
@inspire@|@inspireerima, sisendama, sisse hingama, vaimustama@
@inspire confidence@|@usaldust äratama@
@inspire hope@|@lootust andma@
@inspire respect@|@aukartust äratama@
@inspired@|@taevalik@
@inspiring@|@innustav, inspireeriv@
@inspissate@|@aurutama, kondenseerima, paksemaks keetma@
@instability@|@ebapüsivus@
@instal@|@installeerima, paigaldama, paigutama@
@install@|@paigaldama@
@installation@|@installatsioon@
@installment@|@(järjejutu) osa, osamakse@
@installment payment@|@osamakse@
@instance@|@aste, juhtum@
@instance court@|@(-) astme kohus@
@instant@|@hetk@
@instant coffee@|@lahustuv kohv@
@instantaneous@|@hetkeline@
@instantaneously@|@hetkeliselt@
@instantiate@|@algväärtustama, looma@
@instantly@|@koheselt@
@instaurate@|@rajama, sisse viima@
@instauration@|@asutamine, rajamine, taastamine@
@instead@|@selle asemel@
@instead of@|@asemel@
@instigate@|@sütitama, ärgitama, õhutama@
@instigator@|@algataja, sütitaja@
@instinct@|@instinkt@
@instinctive@|@instinktiivne, vaistlik@
@instinctively@|@vaistlikult@
@institute@|@algatama, instituut ; asutama@
@institute an inquiry@|@järelepärimist esitama@
@Institute of Human Rights@|@Inimõiguste instituut@
@institution@|@asutamine, asutus, institutsioon@
@institutional@|@institutsionaalne, ühiskondlik@
@institutionalize@|@kinnisele ravile määrama@
@instruct@|@instrueerima, juhendama@
@instruction@|@instruktsioon, juhend@
@instructional@|@õpetlik@
@instructions@|@juhised@
@instructive@|@juhendav, viisiütlev (kääne)@
@instructive case@|@instruktiiv, viisiütlev kääne@
@instructively@|@juhendavalt, õpetlikult@
@instructor@|@instruktor, juhendaja@
@instrument@|@instrument, pill, riist, vahend@
@instrument flight@|@instrumentaallend@
@instrument flight rules@|@instrumentaallennureeglid@
@instrument flying@|@näidikute järgi lendamine@
@instrumental@|@instrumentaal-@
@instrumental adposition@|@vahendi- ja abinõukaassõna@
@instrumental music@|@instrumentaalmuusika@
@instrumentalist@|@instrumentalist@
@insubmersible@|@uppumatu@
@insubordination@|@allumatus@
@insubstantial@|@ebamateriaalne, piisava tõendusmaterjalita@
@insufferable@|@väljakannatamatu@
@insufficiency@|@ebapiisavus, puudulikkus@
@insufficient@|@mitteküllaldane@
@insufficiently@|@ebapiisavalt@
@insufflate@|@laiali puhuma, peale puhuma@
@insufflator@|@puhur@
@insular@|@saare-@
@insular state@|@saareriik@
@insular waters@|@arhipelaagilised veed@
@insularity@|@eraldatus, isoleeritus@
@insulated@|@isoleeritud (nt juhe)@
@insulating@|@isoleer-@
@insulating tape@|@isoleerpael@
@insulation@|@isolatsioon@
@insulator@|@isolaator, isoleermaterjal@
@insulin@|@insuliin@
@insult@|@solvang ; solvama@
@insulting@|@solvav@
@insultingly@|@solvavalt@
@insuperable@|@ületamatu@
@insurance@|@kindlustus@
@insurance agent@|@kindlustusagent@
@insurance company@|@kindlustusfirma@
@insurance policy@|@kindlustuspoliis@
@insure@|@kindlustama@
@insurgency@|@riigipööre, vastuhakk, ülestõus@
@insurmountable@|@ületamatu@
@intact@|@neitsilik, puutumatu, terviklik, vigastamata@
@intactly@|@puutumatult, tervena@
@intactness@|@neitsilikkus, puutumatus@
@intaglio@|@sügavtrükk@
@intaglio printing@|@sügavtrükk@
@intake@|@sisselase, sissevooluava, sissevõtmine, söömine@
@intake manifold@|@sisselaskekollektor@
@intake valve@|@sisselaskeklapp@
@intangible@|@haaramatu, meeltele tabamatu, mittemateriaalne@
@intarsia@|@intarsia@
@integer@|@täisarv@
@integral@|@integraal@
@integral calculus@|@integraalarvutus@
@integral whole@|@seotud tervik@
@integrate@|@integreerima@
@integrated@|@integreeritud@
@integrated circuit@|@mikroskeem@
@integration@|@integratsioon, lõiming, lõiminime@
@integrity@|@ausus, rikkumatus, terviklikkus@
@intellect@|@aru, intellekt@
@intellectual@|@haritlane, vaimne@
@intellectual faculty@|@intellektuaalne võime@
@intellectually@|@intellektuaalselt, mõistusega@
@intelligence@|@intellekt, intelligentsus, luure@
@intelligence agency@|@luureagentuur@
@intelligence bureau@|@luureagentuur@
@intelligence officer@|@luureohvitser@
@intelligence quotient@|@intelligentsuskoefitsent@
@intelligence service@|@luureteenistus@
@intelligence test@|@intelligentsustest@
@intelligent@|@arukas, intelligentne@
@intelligent being@|@mõtlev olend@
@intelligently@|@arukalt, intelligentselt@
@intemerate@|@rikkumata@
@intemperance@|@liialdamine, äärmustesse laskumine@
@intend@|@kavatsema@
@intended@|@kavatsetud, tahtlik, tulevane@
@intended puropse@|@sihtotstarve@
@intended use@|@sihtotstarbeline kasutus@
@intenerate@|@murendama, pehmeks tegema@
@intense@|@intensiivne, pingeline@
@intensely@|@intensiivselt@
@intensification@|@ägenemine@
@intensify@|@intensiivistama, tugevdama@
@intension@|@kavatsus@
@intensional@|@ettekavatsetud@
@intensity@|@intensiivsus, tugevus@
@intensive@|@intensiivne, pingeline@
@intensiveness@|@intensiivsus, pingsus, tõhusus@
@intent@|@kavatsus@
@intention@|@kavatsus@
@intentional@|@kavatsuslik@
@intentionality@|@tahtlikkus@
@intentionally@|@tahtlikult@
@intently@|@tähelepanelikult@
@inter@|@inter, matma, seas ; maamulda sängitama@
@inter-@|@inter-@
@inter alia@|@inter alia, muuhulgas@
@inter nos@|@meie vahel@
@inter parties@|@mõlema poole kohalolekul@
@inter se@|@nende vahel@
@inter vivos@|@eluajal@
@interact@|@vastastikku toimima@
@interaction@|@vastastikune toime@
@interactional@|@interaktiivne@
@interactive@|@interaktiivne, vastastikune@
@interactively@|@interaktiivselt, omavahelises suhtluses@
@interactivity@|@interaktiivsus@
@intercalate@|@vahele lisama@
@intercept@|@kinni püüdma, vahelt haarama@
@intercessor@|@eestkõneleja, lepitaja@
@intercessory@|@(tüli) vahendamine, eestpalve@
@interchange@|@vahetus@
@interchange of views@|@arvamuste vahetus@
@interchangeable@|@vahetatav@
@interchangeably@|@samas tähenduses@
@interclass@|@klassidevaheline@
@interconnected@|@vastastikku seotud@
@interconnection@|@vastastikune seos@
@intercontinental@|@mandritevaheline@
@intercooler@|@vahejahuti@
@intercourse@|@suhe, vahekord@
@interdependence@|@vastastikune sõltuvus@
@interdependency@|@vastastikune sõltuvus@
@interdependent@|@vastastikuses sõltuvuses olev@
@interdigitate@|@(sõrmedena vaheliti) haakuma, hambuma@
@interdisciplinary@|@interdistsiplinaarne@
@interest@|@huvi, huvitatus, intress ; huvi äratama@
@interest group@|@huvigrupp@
@interest rate@|@intressimäär@
@interested@|@huvitatud@
@interested party@|@huvitatud pool@
@interestedness@|@huvitatus@
@interesting@|@huvitav@
@interestingly@|@huvitaval kombel@
@interface@|@kasutajaliides@
@interfere@|@häirima, segama@
@interfere with@|@häirima@
@interference@|@häire, interferents, vahelesegamine@
@interferometer@|@interferomeeter@
@interferometric@|@interferomeetriline@
@interferometry@|@interferomeetria@
@intergalactic@|@galaktikatevaheline@
@intergalactic matter@|@galaktikatevaheline aine@
@intergalactic space@|@galaktikatevaheline ruum@
@interim@|@vahe-, vahepealne, ülemineku- ; vahepealne aeg@
@interim report@|@vahearuanne@
@interior@|@interjöör ; sise-, sisemus@
@interior angle@|@sisenurk@
@interior decoration@|@sisekujundus@
@interior local case@|@sisekohakääne@
@interior monologue@|@sisemonoloog@
@interior paint@|@sisevärv (värv sisetöödeks)@
@interiority@|@seespidisus@
@interject@|@vahele hüüdma@
@interjection@|@hüüdsõna, interjektsioon@
@interlace@|@läbi põimima@
@interlacustrine@|@järvedevaheline@
@interlard@|@vaheldama, vahele torkama, vaheliti panema@
@interlard a conversation with@|@(midagi) jutu vahele pistma@
@interleave@|@sektsioneerima, tühja lehte vahele panema@
@interlibrary@|@raamatukogudevaheline@
@interlibrary loan@|@raamatukogudevaheline laenutus@
@Interlingua@|@interlingua@
@Interlingue@|@interlingue@
@interlocutor@|@vestluskaaslane@
@interlocutory decree@|@vaheotsus@
@interloper@|@vahelesegaja@
@interlude@|@vaheaeg, vaheldumine, vahemäng@
@intermediary@|@vahendaja ; vahendus-, vahendav@
@intermediate@|@keskmine, vahe-, vahepealne@
@intermediate host@|@(parasiidi) vaheperemeesloom@
@intermediate product@|@vaheprodukt@
@intermediate-range@|@keskmaa-@
@intermesh@|@hambuma, vaheliti minema@
@intermeshed@|@vaheliti@
@interminate@|@lõputu, määramatu@
@intermit@|@(töös) vahet pidama@
@intermittent@|@vahelduv@
@intermittently@|@hooti@
@intern@|@interneerima ; intern@
@internal@|@seespidine, sise-@
@internal control@|@(ettevõtte) sisekontroll@
@internal ear@|@sisekõrv@
@internal frontier@|@sisepiir@
@internal loan@|@siselaen@
@internal market@|@siseturg@
@internal medicine@|@sisehaiguste ravi@
@internal migration@|@siseränne@
@internal passport@|@siseriiklik pass@
@internal-combustion@|@sisepõlemine@
@internal-combustion engine@|@sisepõlemismootor@
@internally@|@seespidiselt@
@international@|@rahvusvaheline@
@international agreement@|@rahvusvaheline leping, välisleping@
@international call@|@rahvusvaheline kõne@
@International Code of Signals@|@rahvusvaheline signaalkood@
@international community@|@rahvusvaheline üldsus@
@International Grandmaster@|@rahvusvaheline suurmeister@
@international law@|@rahvusvaheline õigus@
@International Monetary Fund@|@Rahvusvaheline Valuutafond@
@international organization@|@rahvusvaheline organisatsioon@
@international relations@|@rahvusvahelised suhted@
@international waters@|@rahvusvahelised veed@
@international word@|@rahvusvaheline sõna@
@internationalize@|@internatsionaliseerima@
@internationally@|@rahvusvaheliselt@
@internecine@|@-sisene, enesehävituslik, omavahel võitlev@
@internee@|@interneeritu, kinnipeetav@
@internist@|@sisehaiguste arst@
@interpellate@|@küsitlema@
@interpellation@|@arupärimine, järelepärimine, küsitlus@
@interpersonal@|@isikutevaheline@
@interplanetary@|@planeetidevaheline@
@interplay@|@vastastikune mõjustus@
@interpleader@|@vara üleandmise vaidlus@
@interpolate@|@interpoleerima, vahele lükkima, vähehaaval lisama@
@interpolation@|@interpolatsioon, lisandus, vahelesegamine@
@interpose@|@vahele asetama@
@interpret@|@interpreteerima, lahti seletama, tõlgendama, tõlkima@
@interpretation@|@interpretatsioon, tõlgendus@
@interpreted@|@tõlgendatud@
@interpreter@|@(suuline) tõlk, interpretaator, sünkroontõlk@
@interregnum@|@interregnum, vahevalitsus, võimuvaakum@
@interrelated@|@vastastikuses seoses@
@interrobang@|@küsihüüumärk@
@interrogate@|@küsitlema, üle kuulama@
@interrogation@|@ülekuulamine@
@interrogative@|@küsiv@
@interrogative sentence@|@küsilause@
@interrogative word@|@küsisõna@
@interrogative-relative pronoun@|@küsiv-siduv asesõna@
@interrogator@|@ülekuulaja@
@interrogatories@|@kirjalikud küsimused@
@interrupted@|@katkestatud, segatud@
@interruption@|@katkestamine@
@intersect@|@lõikuma@
@intersecting@|@lõikuv@
@intersection@|@(Am) ristmik, kokkupuutepunkt, lõikepunkt, ühisosa@
@intersession@|@koolivaheaeg@
@interstate@|@(Am) osariikidevaheline, riikidevaheline@
@interstellar@|@tähtedevaheline@
@interstellar distance@|@tähtedevaheline kaugus@
@interstellar space@|@tähtedevaheline ruum@
@interstice@|@(väike) vahemik, ajavahemik, eraldusjoon, pilu@
@intertwined@|@kokku põimunud@
@interval@|@ajavahemik, intervall@
@intervene@|@sekkuma, vahele astuma@
@intervening@|@vahepealne@
@intervention@|@interventsioon, sekkumine@
@interview@|@intervjuu, küsitlus, vestlus@
@interviewee@|@intervjueeritav, kohataotleja@
@interviewing@|@intervjueerimine@
@intervocalic@|@vokaalidevaheline@
@interwar@|@sõdadevaheline@
@interweave@|@põimuma, ühte põimima@
@interweaving@|@põimuv@
@interweavingly@|@põimuvalt@
@intestate@|@testamenti tegemata@
@intestinal@|@soole-@
@intestinal tract@|@seedekulgla, soolestik@
@intestine@|@seedekulgla, sool@
@intimacy@|@intiimsus, lähedus@
@intimate@|@eraellu puutuv, intiimne, lähedane@
@intimately@|@intiimselt, lähedaselt@
@intimidated@|@heitunud@
@intimidating@|@heidutav, hirmutav@
@into@|@(sisseütlev kääne)@
@into question@|@kahtluse alla@
@into the bargain@|@kauba peale@
@into the open@|@lagedale@
@intolerable@|@talumatu@
@intolerably@|@sallimatult, väljakannatamatult@
@intolerance@|@sallimatus, talumatus@
@intolerant@|@sallimatu@
@intonation@|@intonatsioon@
@intone@|@jorutama@
@intoxicate@|@joovastama, mürgitama, purju tegema@
@intoxicated@|@joobnud, joovastunud@
@intoxicating@|@uimastav@
@intoxicatingly@|@joovastavalt@
@intoxication@|@joobumus, mürgistus@
@intra@|@hulgas, intra, sees@
@intra-@|@-sisene, intra-, sees-, sise-@
@intra muros@|@seinte vahel@
@intra-articular@|@liigesesisene@
@intracardiac@|@südamesisene@
@intracervical@|@emakakaelasisene, kaelasisene@
@intractable@|@allumatu, juhitamatu, raskesti käsitletav, tõrges@
@intradermal@|@nahasisene@
@intrados@|@(võlvi) siseserv, alumine kaar@
@intragalactic@|@galaktikasisene@
@intramammary@|@udara-, udarasisene@
@intramural@|@koduseinte vahel toimuv, kohalik@
@intramuscular@|@lihasesisene@
@intranet@|@sisevõrk@
@intransigence@|@järeleandmatus, kompromissitu vastuseis@
@intransitive@|@intransitiivne, sihitu@
@intransitive verb@|@sihitu tegusõna@
@intraocular@|@silmasisene@
@intraperitoneal@|@kõhukelmesisene@
@intrapleural@|@kopsukelmesisene@
@intrathecal@|@kõrvakestaalune@
@intrauterine@|@emakasisene, intrauteriinne@
@intra-uterine@|@emakasisene, intrauteriinne@
@intrauterine device@|@emakasisene vahend@
@intravenous@|@veenisisene@
@intravesical@|@kusepõie-, põiesisene@
@intrepid@|@kartmatu, vankumatu@
@intrepidly@|@kartmatult, resoluutselt@
@intricate@|@keerukas, keeruline@
@intricately@|@detailselt, peenekoeliselt@
@intrigue@|@intriig ; intrigeerima@
@intrigued@|@huvitatud@
@intriguing@|@huviäratav, intrigeeriv@
@intrinsic@|@loomuomane@
@intro@|@esmatutvustus, sissejuhatus@
@intro-@|@intro-, sisse-@
@introduce@|@esitlema, juurutama, sisse juhatama@
@introduction@|@käibelevõtt, sissejuhatus, tutvustus@
@introductive@|@sissejuhatav@
@introductory@|@sissejuhatav@
@introductory phrase@|@sissejuhatav lause@
@introject@|@omadusi üle võtma@
@introspection@|@enesevaatlus@
@introspective@|@introspektiivne, sisekaemuslik@
@introvert@|@enesesse pöördunud, introvert ; introvertne@
@introverted@|@sissepoole pööratud@
@intrude@|@sekkuma, sisse tungima@
@intruder@|@sissetungija@
@intrusion@|@sissetung@
@intrusive@|@pealetükkiv, sissetungiv@
@intue@|@vaistlikult kasutama@
@intuit@|@(instinktiivselt) tajuma, ette aimama@
@intuition@|@intuitsioon, kaemus@
@intuitionism@|@intuitsionism@
@intuitionistic@|@intuitsionistlik@
@intuitive@|@intuitiivne@
@intuitively@|@intuitiivselt@
@Inuit@|@eskimo, innuiit@
@Inuk@|@< inimene), innuiit (korrektne ainsus@
@Inuktitut@|@eskimo keel, inuktitut, inuktituti keel@
@inundate@|@uputama, üle ujutama@
@inundation@|@tulv, üleujutus@
@Inupiak@|@injupiaki keel@
@inure@|@(raskuste, karastama, kohandama, valuga) harjutama@
@inure to@|@kasutusele minema, rakenduma@
@inured to@|@harjunud, kohanenud, käiku läinud@
@invade@|@sisse tungima@
@invader@|@sissetungija@
@invalid@|@kehtetu, paikapidamatu@
@invalidate@|@kehtetuks muutma@
@invalidation@|@kehtetuks tunnistamine@
@invalidity@|@invaliidsus, kehtetus, paikapidamatus@
@invaluable@|@hindamatu@
@invaluably@|@hindamatult@
@invariable@|@muutumatu@
@invariably@|@alati, eranditult@
@invariance@|@invariantsus@
@invariant@|@invariantne, muutumatu@
@invasion@|@invasioon, sissetung@
@invasionist@|@sissetungija@
@invective@|@mustamine, solvav ; solvav väljend@
@inveigh@|@(vihaga) vastu hakkama, maapõhja kiruma@
@inveigh against@|@(millegi) vastu häält tõstma@
@inveigle@|@kavalasti lõksu püüdma, keelitama, välja rääkima@
@invent@|@leiutama@
@invention@|@leiutis@
@inventor@|@leiutaja@
@inverse@|@pöörd-@
@inverse function@|@pöördfunktsioon@
@inverse image@|@negatiivkujutis@
@inverse relationship@|@pöördvõrdeline suhe@
@inversely proportional@|@pöördvõrdeline@
@inversion@|@inversioon, ümberpööramine@
@invert@|@pahupidi pöörama, ümber pöörama@
@invertebrate@|@selgrootu@
@inverted comma@|@ülakoma (jutumärk ‘ )@
@inverter@|@inverter, vaheldi@
@invest@|@investeerima, pühendama, rõivastama@
@invest with power@|@(volitatult) võimu omama@
@invested@|@investeeris ; volitatud, pühendunud@
@investigate@|@uurima@
@investigated@|@läbi vaadatud, uuritud@
@investigation@|@juurdlus, uurimine@
@investigative@|@uurimis-@
@investigatory@|@uurimis-@
@investing@|@investeerimine@
@investment@|@investeering@
@investment strategy@|@investeerimisstrateegia@
@investor@|@investor@
@inveterate@|@juurdunud, kauaaegne, krooniline@
@invidious@|@kade, pahameelt tekitav, põlastav, tendentslik@
@invigilate@|@jälgima, silma peal hoidma, valvama@
@invigorating@|@ergutav, jõuduandev@
@inviolable@|@vääramatu@
@inviolate@|@neitsilik, puutumatu@
@invious@|@ligipääsmatu, läbipääsmatu@
@inviousness@|@ligipääsmatus@
@invisibility@|@nähtamatus@
@invisible@|@nähtamatu@
@invisibly@|@nähtamatult@
@invitation@|@kutse@
