@Somali@|@English@
@qatooyo@|@frustration@
@qawaacid@|@serious trouble@
@qawlad@|@room@
@qawsho@|@chew@
@qax@|@escape@
@qax@|@flight, run away@
@qax@|@evacuation, run away@
@qaxi@|@evacuate@
@qaxooti@|@refugee@
@qay@|@puddle@
@qayb@|@learn by heart, part, division, share@
@qaybgal@|@act of taking part@
@qaybi@|@divide into shares@
@qaybin@|@distribution@
@qaybsad@|@dividing@
@qaybsasho@|@dividing, sharing@
@qaybsasho@|@sharing@
@qaybshaa@|@person dividing@
@qayd@|@measure@
@qayil@|@have a khat-chewing session@
@qayir@|@transform@
@qayir@|@chance (1)@
@qayir@|@transformation, to change@
@qayiran@|@be changed@
@qayiran@|@chance (1), change@
@qayl@|@foal@
@qayli@|@to shout@
@qayli@|@yell@
@qaylo@|@shout@
@qaymi@|@value@
@qaynuun@|@law@
@qayr@|@peer@
@qayr@|@equal, peer@
@qeex@|@analize, analyze@
@qeexid@|@analysis@
@qeyb@|@part, strips that make a body cloth@
@qeybgal@|@participate@
@qeydo@|@law@
@qeyr@|@peer@
@qiic@|@smoke@
@qiimad@|@price@
@qiime@|@price (1)@
@qiime@|@value@
@qiimee@|@evaluate@
@qiin@|@know@
@qiiq@|@smoke@
@qiiqaab@|@give off smoke@
@qiiqbiyood@|@steam@
@qiiro@|@pride@
@qiiroon@|@feel emotion@
@qiixdheer@|@hiccup@
@qiro@|@admit, breadth, thickness@
@qisaas@|@punishment@
@qisaas@|@punish@
@qiso@|@news@
@qiso@|@story@
@qiyaas@|@reason by analogy, measurement@
@qod@|@dig@
@qoddo@|@act of digging@
@qodo@|@dig@
@qodob@|@nail, sew@
@qof@|@person@
@qofna@|@no one@
@qol@|@room@
@qollaali@|@see@
@qolo@|@tribe@
@qolof@|@husk, bark, foreskin@
@qonbob@|@shrinking@
@qonbob@|@shrink@
@qoob@|@hoof@
@qoodho@|@penis@
@qoodo@|@penis@
@qoolaab@|@bend@
@qoolaab@|@bow@
@qoolad@|@room@
@qoolleey@|@pigeon@
@qoolleey@|@dove@
@qoon@|@damage, people (1), wound@
@qoonsimaad@|@feeling bad@
@qoonsimaad@|@disappointment@
@qoonso@|@take offense@
@qooqaar@|@circle@
@qoor@|@neck@
@qoosh@|@mixture, soak@
@qoox@|@bend oneself@
@qoox@|@stoop@
@qooxnaan@|@sttoping@
@qooxnaan@|@state of being bent@
@qoqob@|@build a partition, partition, barrier@
@qor@|@write, timber, sharp, point@
@qoraal@|@writing@
@qori@|@wood@
@Qori ka samee!@|@Make it of wood!@
@qorid@|@enrollment, write@
@qoris@|@act of writing@
@qoro@|@write down for oneself@
@qorrax@|@sun@
@qorrax baxa@|@sunrise@
@qorrax dhaca@|@sunset@
@qorraxdheere@|@noon@
@qorraxsin@|@west@
@qorshayn@|@planning@
@qorshe@|@plan@
@qorshee@|@plan out@
@qosli@|@make someone laugh@
@qosol@|@laughter@
@qosol@|@laugh@
@qoto@|@base@
@qotomi@|@set up@
@qoton@|@be upright, uprightness@
@qowjad@|@something impressive@
@qowl@|@saying, speech@
@qowl@|@word@
@qowl@|@utterance, speech@
@qoyaan@|@dampness@
@qoyaan@|@moisture@
@qoyaan@|@humidity@
@qoys@|@family@
@qub@|@spill@
@qudh@|@self@
@qudha@|@self@
@qudhaanjo@|@ant@
@qudhbax@|@die@
@qudrad@|@power, ability (1)@
@qufac@|@cough@
@quffo@|@basket@
@qulqulad@|@trouble (2)@
@qulqulad@|@nuisance@
@qulub@|@gloom, depression@
@qulub@|@depression@
@quluud@|@ambition@
@quluud@|@aim, ambition@
@qumi@|@straighten@
@qumin@|@correcting@
@qumin@|@straightening@
@qummaati@|@straightness@
@qummaati@|@correctness@
@qummanaan@|@correctness@
@qummanaan@|@straightness@
@qun@|@be correct@
@qun@|@be straight@
@qundhac@|@sun@
@qunjuraaf@|@scraps@
@qunsasho@|@achieving@
@qunsasho@|@act of attaining@
@qunso@|@achieve@
@qunso@|@attain@
@qur@|@self@
@quraac@|@breakfast@
@quraaco@|@eat breakfast@
@quraan@|@Koran@
@quraarad@|@bottle@
@qurac@|@acacia tree@
@qurbax@|@die@
@qurbe@|@foreign land@
@qurbe@|@abrod@
@qurbo@|@foreign land@
@qurbo@|@abrod@
@qurjad@|@nature@
@qurjad@|@character, nature@
@qurmuun@|@stink@
@qurqur@|@edge@
@qurqur@|@rim@
@qurun@|@rot@
@quruurux@|@keep accounts with pebbles@
@qurux@|@beauty@
@quruxsami@|@great beauty@
@qurxi@|@decorate, beautify@
@qurxin@|@decoration@
@qushuuc@|@appreciate@
@qushuuc@|@admire, appreciate@
@quud@|@food@
@quudarree@|@expect@
@quudarree@|@to desire@
@quudasho@|@eating@
@quuddarro@|@expectation (1)@
@quudhso@|@look down on@
@quudi@|@feed@
@quudo@|@eat@
@quulle@|@type of wild berry@
@quur@|@show disrespect@
@quursasho@|@act of belittling@
@quurso@|@belittle@
@quus@|@dive@
@quus@|@discouragement@
@quusasho@|@state of losing heart@
@quuso@|@despair@
@quwee@|@strenghten@
@quwo@|@strength@
@quwoob@|@become strong@
@ra'iisul wasaare@|@prime minister@
@raac@|@follow, accompany, go together, pursue, chase@
@raacdee@|@pursue, to chase@
@raacdo@|@pursuit party@
@raaci@|@send after@
@raaciye@|@civilian people@
@raacsane@|@follower@
@raad@|@footprints, footprint@
@raadar@|@radar@
@raadgoob@|@search@
@raadi@|@search for@
@raadin@|@search@
@raadiyo@|@radio@
@raage@|@the planet Mars@
@raagid@|@postponement@
@raagid@|@delay@
@raagsiinyo@|@postponement@
@raagsiinyo@|@delay@
@raagso@|@be impatient@
@raaji@|@delay@
@raalli@|@tolerance@
@raalligeli@|@satisfy@
@raalligeli@|@reconcile@
@raalligeli@|@appease@
@raallinnimo@|@obedience, tolerance@
@raallinnimo@|@tolerance, obedience@
@raar@|@type of mat@
@raarici@|@cause to dangle@
@raas@|@family, household@
@raashin@|@rations@
@raasumaal@|@capital (money)@
@raawis@|@give pleasure@
@raaxaysasho@|@comfort@
@raaxaysasho@|@enjoyment@
@raaxo@|@pleasure@
@rab@|@want, desire@
@rab@|@desire@
@rabbaas@|@jump@
@rabbash@|@trouble (1)@
@rabbash@|@bother@
@rabbash@|@to disturb@
@rabbee@|@train@
@rabbee@|@tame@
@rabbee@|@educate@
@rabbeyn@|@education@
@rabbeyn@|@taming@
@rabbi@|@the Lord God@
@rabitin@|@desire (1)@
@rabniin@|@desire (1)@
@rabshad@|@nuisance@
@rabshad@|@trouble (2)@
@rafcaan@|@appeal@
@rafiiq@|@colleague@
@rafiiq@|@friend@
@rafiiq@|@comrad@
@rafiiqnimo@|@friendship@
@rafiiqnimo@|@comradeship, friendship@
@rag@|@men@
@ragannimo@|@manhood@
@rah@|@frog@
@rajay@|@motherless boy@
@rajciyad@|@reaction@
@rajeey@|@hope for@
@rajo@|@hope@
@rakaab@|@stirrup@
@rakhiis@|@cheapness@
@rakib@|@assemble@
@ramadaan@|@Ramadan@
@ranji@|@paint@
@ranjiye@|@painter@
@raqiis@|@be cheap@
@rar@|@load@
@rar@|@move@
@rarid@|@loading@
@rasaas@|@ammunition@
@rasee@|@stack@
@rasmi@|@reliable@
@rati@|@male camel@
@ratib@|@construct@
@raw@|@defend, protect@
@raw@|@protect@
@raxmad@|@mercifulness@
@ray@|@succeed@
@ray@|@improve@
@ree@|@win@
@ree@|@beat@
@reeb@|@leave@
@reebis@|@act of leaving@
@reer@|@family household, clan, wife@
@renji@|@color (1)@
@renji@|@paint@
@ri'ari@|@goat@
@ribix@|@profit, take interest@
@ribo@|@interest@
@ribxi@|@bear interest@
@ricir@|@vertebra@
@rid@|@throw@
@ridasho@|@throwing@
@riddaami@|@lift@
@rih@|@she-goat@
@riigbax@|@acquire a skill@
@riiqriiqsi@|@fidgeting@
@riirriiji@|@shake@
@riix@|@shove, push, wind@
@rillee@|@tolerate, accept@
@rim@|@qurqur@
@riman@|@uterus@
@riman@|@pregnant@
@riman@|@womb@
@riman@|@be pregnant@
@rimay@|@uterus@
@rimay@|@pregnant@
@rimay@|@womb@
@rimay@|@be pregnant@
@riwaayad@|@play (theatrical)@
@rixin@|@relatives@
@riyaaq@|@be happy, happiness@
@riyo@|@dream@
@riyood@|@dream@
@rodol@|@pound@
@rog@|@turn around@
@rog@|@turn over@
@rogaal@|@ambush@
@rogi@|@turn around@
@rogrogo@|@exchange (1)@
@rogrogo@|@trade (1)@
@roob@|@rain@
@roonaan@|@improvement@
@roonee@|@make better, improve@
@roonee@|@improve@
@roor@|@rush, stampede@
@roor@|@running, run@
@roor@|@run@
@roor@|@rushing@
@roor@|@stampede@
@rooti@|@bread@
@rootile@|@baker@
@rubad@|@throat@
@rucub@|@bunch@
@rud@|@take a bite@
@rug@|@home@
@rukun@|@hold on deposit@
@run@|@truth@
@rushee@|@sprinkle@
@rushee@|@spray@
@ruub@|@plunge, soft sand@
@ruud@|@log@
@ruug@|@knee, gnaw@
@ruugcadde@|@wise old man@
@ruun@|@home@
@ruux@|@soul, breath@
@Ruuxaan jirin raad ku doon@|@Track down a spectre@
@ruwaad@|@play@
@ruwaad@|@drama@
@rux@|@loosen, shake@
@rux@|@shake@
@ruxan@|@be loosened@
@ruxasho@|@shaking@
@ruxitaan@|@shaking@
@ruxo@|@shake@
@ruxrux@|@keep on shaking@
@saabaan@|@furniture@
@saabuun@|@soap@
@saac@|@hour@
@saacad@|@hour@
@saacid@|@help (1)@
@saad@|@good prediction@
@saadaal@|@omen@
@saadin@|@wishing@
@saadsasho@|@prediction@
@saaf@|@shred@
@saafi@|@clean@
@saafir@|@to travel@
@saamaan@|@furniture@
@saamax@|@forgive, pardon@
@saamays@|@effect@
@saamee@|@make@
@saameyn@|@affect@
@saami@|@share@
@saamile@|@shareholder@
@saan@|@animal skin, animal hide, guard@
@saanac@|@skilled person@
@saanad@|@cartridge@
@saansaan@|@characteristics@
@saansaan@|@characteristics@
@saansaan@|@behavior, characteristics@
@saar@|@raise, parasitic plant@
@saarid@|@placing@
@saaro@|@place of put for oneself@
@saarso@|@blame@
@saaxiib@|@friend, become a friend@
@saaxiibnimo@|@friendship@
@saayid@|@become extra, extra@
@sab@|@flatter, deceive (1), plaited case@
@sabaan@|@era@
@sabaan@|@epoch@
@sabab@|@be the cause of death, area surrounding a house@
@sababta@|@because@
@sabatabbax@|@safety (1), security@
@sabatabbax@|@security@
@sabbakh@|@dye, paint@
@sabbakh@|@paint@
@sabbee@|@float@
@sabbikh@|@color@
@sabbikh@|@stain@
@sabbikh@|@dye@
@sabci@|@clap@
@sabiib@|@raisins@
@sabir@|@be patient, patience@
@sabool@|@poor person@
@saboolnimo@|@poverty@
@sac@|@cow@
@sacab@|@palm of the hand@
@sacabdar@|@applaud@
@sacabdarid@|@applause@
@sad@|@provisions@
@sadaqad@|@charity@
@saddex@|@three@
@saddex iyo toban@|@thirteen@
@saddexaad@|@third@
@saddexagal@|@triangle@
@sado@|@praise@
@saf@|@line up@
@safaarad@|@embassy@
@safar@|@journey, jouney, 2nd month in Muslim's calendar@
@safee@|@clean@
@safeeye@|@one who cleans@
@safeeye@|@cleaner@
@safeyn@|@clean@
@safiih@|@fool@
@safiir@|@ambassador@
@safnaa@|@state of being lined up@
@safo@|@stand in line@
@sagaal@|@nine@
@sagaal iyo toban@|@nineteen@
@sagaalaad@|@ninth@
@sagaashan@|@ninety@
@sagaashanaad@|@ninetieth@
@sagal@|@rags of dawn@
@sagan@|@nape@
@sagootiyay@|@see off@
@sah@|@so@
@sah@|@like that@
@sahal@|@ease, make easy@
@sahan@|@survey@
@sahasho@|@unsteadiness@
@sahlo@|@take someone lightly@
@sahlo@|@take something lightly@
@sahra@|@the planet Venus@
@sahwi@|@forget@
@sahwisii@|@cause to forget@
@sahwisii@|@cause to miss out@
@sahyuuniyad@|@zionism@
@sakaar@|@breast, chest@
@sakaar@|@chest@
@sakaraad@|@be dying, death pangs@
@sakareed@|@cigarette@
@sakati@|@anxiety, worry@
@sakhraami@|@make drunk@
@sakhraan@|@be drunk, drunken person@
@sakhramid@|@intoxication@
@sal@|@base@
@salaad@|@Muslim regular prayers@
@salaan@|@greeting, greet@
@salaasa@|@tuesday@
@salaax@|@caress, good thing@
@salab@|@weapons@
@salabo@|@broom@
@salabo@|@brush@
@saladh@|@lettuce@
@salax@|@baldness@
@saldhig@|@seat, sit down@
@salgaar@|@research@
@saliid@|@oil@
@sallax@|@do, flat rock@
@sallid@|@compel@
@sallid@|@force@
@salow@|@make an uproar, shouting@
@samaan@|@goodness, time (1)@
@samafal@|@doer of good@
@samafal@|@do in kindness@
@samantar@|@doer of good@
@samatabbax@|@security@
@samatabbax@|@safety, security@
@samays@|@doing@
@samays@|@making@
@samayso@|@do for oneself@
@sambab@|@lung, lungs@
@sambal@|@sample@
@same@|@kindness@
@samee@|@do@
@samee@|@make@
@sami@|@goodness@
@samir@|@be patient, patience@
@sammaad@|@finishing@
@sammaad@|@completion (1)@
@samo@|@goodness, sky@
@samri@|@help another to be patient@
@san@|@nose@
@sanac@|@good luck@
@sancad@|@industry@
@sandulle@|@leading an animal by a rope@
@sanin@|@smell@
@sankunneefle@|@living creature@
@sannad@|@year@
@sannif@|@invention@
@sannif@|@composition@
@sannif@|@creation@
@sansaan@|@characteristics@
@sansaan@|@behavior (1)@
@sanuun@|@give off a smell of cooking, smell of cooking@
@sanuunad@|@sauce@
@saq@|@deep sleep@
@saqaf@|@roof, ceiling@
@saqbadh@|@midnight@
@sar@|@building of stone, slit, cut@
@saraad@|@prediction@
@saraad@|@predict@
@saraar@|@top@
@sarac@|@groin@
@sarbeeb@|@roundabout speech@
@sardhee@|@take a nap@
@sardho@|@nap@
@sareedo@|@good fortune@
@sareen@|@wheat@
@saren@|@corn@
@sariir@|@bed@
@sariir@|@bed@
@sarkaal@|@officer@
@sarqaalibasho@|@misunderstanding@
@sarraafad@|@allowance@
@sarrax@|@chest, breast@
@sarrax@|@breast@
@sarreeye@|@head@
@sarrey@|@be on top@
@sarrif@|@give chance, small change@
@sarwacnaan@|@difference@
@sas@|@nightmare, have a nightmare@
@Saw ma bogsan doono?@|@Am I going to be alright?@
@sawd@|@tone@
@sawd@|@voice@
@sawir@|@photograph, portrait@
@sawiraale@|@artist@
@sawiraale@|@photographer@
@sax@|@correct@
@saxafi@|@journalist@
@saxal@|@the planet Mars@
@saxan@|@dish@
@saxan@|@plate@
@saxiix@|@signature@
@saxiix@|@sign@
@saxo@|@choke@
@saxuug@|@collapse@
@say@|@husband@
@sayid@|@leader@
@sayn@|@shower of rain, tail (animal)@
@saynis@|@science@
@saytuun@|@olive@
@scraps@|@qunjuraaf@
@seben@|@time (2)@
@seben@|@era, time (2)@
@seben@|@period@
@sebi@|@infant@
@sebi@|@baby@
@sed@|@share@
@sedo@|@praise@
@seeb@|@belt@
@seeb@|@leather strap@
@seeg@|@miss@
@seexasho@|@sleeping@
@seexo@|@go to bed@
@seken@|@second@
@sellin@|@give@
@semen@|@time (2)@
@semen@|@period, time (2)@
@sent@|@cents@
@serji@|@edge@
@seylad@|@livestock market@
@shaab@|@boy@
@shaac@|@spreading of news@
@shaac@|@spread news@
@shaadh@|@shirt@
@shaah@|@tea@
@shaahid@|@witness@
@shaaqi@|@worker@
@shaaqi@|@servant@
@shaar@|@shirt@
@shaati@|@shirt@
@shabaako@|@window@
@shabeel@|@tiger, leopard@
@shacab@|@people (1)@
@shacbi@|@people@
@shaf@|@chest, breast@
@shaf@|@breast, chest@
@shafeec@|@do good@
@shafeeco@|@good deed@
@shafeeco@|@favor@
@shahaado@|@Muslim statement of faith@
@shahar@|@month@
@shaki@|@be doubtful, doubt@
@shalaabad@|@good manners@
@shalay@|@yesterday@
@shammir@|@fill@
@shamrad@|@bedroom@
@shamuun@|@crowd together@
@shamuun@|@collect@
@shan@|@five@
@shan iyo toban@|@fifteen@
@shanaad@|@fifth@
@shanqar@|@sound, noise, make a noise@
@shaqaale@|@worker@
@shaqal@|@adorn, vowel@
@shaqaysad@|@act of working for oneself@
@shaqeey@|@work@
@shaqeeysi@|@work@
@shaqeeysi@|@labor, work@
@shaqeyn@|@working@
@shaqo@|@work@
@shar@|@demote, evil@
@sharaabad@|@socks@
@sharad@|@bet@
@sharad@|@wager@
@sharaf@|@beauty, prestige@
@sharax@|@explain@
@sharci@|@Muslim law, resort to law@
@shardi@|@bet@
@shariif@|@descendant of Mohamed@
@sharikad@|@company@
@sharmuuto@|@substitute@
@sharookhm@|@fish@
@sharrax@|@decoration@
@sharrax@|@decorate@
@sharrib@|@experiment, to try, test@
@shati@|@permit@
@shax@|@small tick@
@shay@|@thing@
@shaybaar@|@laboratory@
@shayddaan@|@devil@
@sheeg@|@tell@
@sheego@|@claim for oneself@
@sheegsi@|@inquiry@
@sheekee@|@tell a story@
@sheekeyso@|@converse@
@sheekh@|@Sheikh -- man of religion@
@sheel@|@halt, stop@
@sheelsheel@|@repetition@
@sheep-ako@|@leather strap@
@shey@|@item, thing@
@shey@|@thing@
@shey@|@article, type of tree@
@sheyb@|@old man@
@shib@|@silence@
@shicbi@|@people@
@shidaal@|@fuel, energy, firewood@
@shidan@|@be a light@
@shidnaan@|@state of being kindled@
@shiidaad@|@give trouble@
@shiikh@|@Sheikh -- man of religion@
@shiil@|@fry@
@shiilayn@|@disinfection@
@shiir@|@stink@
@shiix@|@skyness@
@shil@|@accident@
@shilin@|@shilling, tick@
@shillin@|@type of tree@
@shimbir@|@bird@
@shimbir badeed@|@goose@
@shin@|@season@
@shinbir@|@bird@
@shineemo@|@cinema@
@shinni@|@bee, bees@
@shinsasho@|@expectation (1)@
@shinso@|@expect@
@shir@|@assemble, council@
@shirkad@|@company@
@shirqool@|@conspire@
@shirqool@|@conspiracy@
@shirweyne@|@summit conference@
@shishe@|@beyond@
@shishee@|@be far off@
@shisheeye@|@unrelated person@
@shixnad@|@load@
@shixnad@|@cargo, load@
@shoob@|@be elegant, elegance@
@shub@|@pour@
@shubaako@|@window@
@shuban@|@pour@
@shubmid@|@solution@
@shubmid@|@dissolving@
@shubmid@|@melting, solution@
@shubo@|@pour for oneself@
@shucaac@|@sunlight@
@shucuur@|@feelings@
@shufeer@|@driver@
@shugri@|@gratitude, thank@
@shukaansi@|@courting@
@shumac@|@candle@
@shummee@|@kiss@
@shuni@|@seed@
@shuqul@|@work@
@shuruf@|@stink@
@shurug@|@partner@
@shuruud@|@conditions@
@shuush@|@illness, disease@
@sibir@|@calf of leg@
@sibir@|@upper part of camel's hind leg@
@sicir@|@price@
@sid@|@carry, gestation period@
@sida@|@as ... as, how, like@
@sidaas darteed@|@so (result), why@
@siddeed@|@eight@
@siddeed iyo toban@|@eighteen@
@siddeedaad@|@eighth@
@siddeetan@|@eighty@
@siddeetanaad@|@eightieth@
@siddo@|@handle@
@sidee@|@how@
@Sidee tahay?@|@how are you?@
@sido@|@wear@
@sifee@|@clean@
@sigaar@|@cigarette@
@sii@|@give@
@siib@|@pull up@
@siil@|@vulva@
@siin@|@gift@
@siinad@|@beauty@
@siinee@|@decorate@
@siiro@|@nature@
@siiso@|@dust, pay for@
@sikasho@|@slight movement@
@sikhi@|@generous person@
@sikhinnimo@|@generosity@
@siki@|@move slightly@
@silaax@|@weapons@
@silci@|@cause hardship@
@silic@|@hardship, suffer hardship@
@silig@|@wire@
@sillanaan@|@strangeness@
@silqo@|@fish (1)@
@silsilad@|@chain@
@sin@|@hip, smooth@
@sinaad@|@price@
@siniin@|@smell of cooking@
@sinji@|@origin@
@sinji@|@descent@
@sinni@|@price@
@sir@|@deceive@
@siraad@|@lamp@
@sisibo@|@slip@
@sixni@|@dish@
@sixni@|@plate@
@sixo@|@health@
@siyaadi@|@add@
@siyaado@|@addition@
@siyaakhad@|@jewelry@
@siyaaro@|@visit@
@siyaasad@|@politics@
@siyaasad@|@policy@
@siyaasi@|@politician@
@siyasso@|@politics@
@small amout@|@kis@
@soc@|@meat@
@socdaal@|@travel@
@soco@|@walk@
@socod@|@walking@
@socodka@|@walking@
@socoto@|@guests@
@socoto@|@travelers, guests@
@socoto@|@visitors@
@soddon@|@thirty@
@soddonaad@|@thirtieth@
@sogsog@|@kind of acacia@
@sonkor@|@sugar@
@sooc@|@sort out@
@sooc@|@separate@
@soog@|@stretch@
@soohdin@|@boundary@
@soomaali@|@Somali, the Somali language@
@Soomaaliga@|@Somali (language)@
@soor@|@feed, food@
@sooryee@|@entertain@
@soos@|@excitement@
@soot@|@vote@
@sooyaan@|@shouting@
@sooyaan@|@uproar@
@sooyaan@|@shout@
@sorghum@|@corn@
@su'aal@|@question@
@subax@|@tomorrow, morning@
@Subax wanaagsan@|@good morning@
@subaxnimo@|@in the morning@
@sufur@|@zero@
@sug@|@be certain, be sure@
@sugaal@|@expectation@
@sugaal@|@waiting@
@sugid@|@watching@
@sugnaan@|@certainty@
@sugul@|@black color@
@sugundo@|@second@
@sulux@|@peace@
@sumaan@|@fish (1)@
@sumcad@|@prestige@
@sumcad@|@fame@
@sumcad@|@reputation@
@sun@|@poison@
@sunnayaal@|@eyebrows@
@sur@|@neck, honey@
@suti@|@resistance@
@suubbis@|@improving@
@suubbis@|@doing@
@suuf@|@wool@
@suugaan@|@poetry@
@suugaan@|@literature@
@suul@|@thumb@
@suun@|@smell@
@suuq@|@market@
@suuqad@|@jewelry@
@suuraggal@|@be possible, possibility@
@suuraggeli@|@make possible@
@suuraggelin@|@viability@
@suuro@|@possibility@
@suuroob@|@become possible@
@suurtoob@|@be possible@
@ta@|@the@
@taab@|@grasp@
@taabac@|@following@
@taabbaggal@|@success@
@taabo@|@touch@
@taag@|@raise, mountain, strenght (1), ability (1)@
@taageer@|@help (3)@
@taageer@|@assist@
@taageer@|@to support@
@taageero@|@help (3)@
@taageero@|@support (2)@
@taagnaan@|@standing@
@taagnaan@|@beign upright@
@taagnaasho@|@act of standing up@
@taagnoow@|@stand up@
@taagsasho@|@becoming strong@
@taakulee@|@support, help (2)@
@taakulee@|@help (2)@
@taal@|@she is at a place@
@taalla@|@be at a place@
@taallo@|@cairn@
@taanbuug@|@tent@
@taarga@|@tag@
@taarga@|@label@
@taariikh@|@history@
@taas@|@that@
@taawi@|@think, plan (2)@
@taawi@|@plan (2)@
@taawo@|@thought, plan (2)@
@tabaabulyee@|@organize@
@tabaabulyo@|@organization@
@tabaabushee@|@organize (1)@
@tabaabushee@|@prepare@
@tabaabusheeye@|@organizer@
@tabaabusheeyn@|@organizing@
@tabaabusheeyn@|@organization@
@tabaabusheeyn@|@preparation@
@tabaalo@|@trouble@
@tabaalo@|@difficulty, trouble@
@tababbar@|@train@
@tabar@|@power@
@tabar@|@strenght (1), power@
@tabar@|@force (1)@
@tabaraysasho@|@getting strength for something@
@tabaro@|@ability (1)@
@tabaro@|@strenght (1)@
@tabaro@|@capability@
@tabaryari@|@weakness@
@tabcid@|@labor@
@tabcid@|@effort, labor@
@tabiino@|@support@
@tabo@|@tactics@
@tacaal@|@rescue@
@tacab@|@work, make@
@tacab@|@do, make@
@tacaddi@|@disaster@
@tacaddi@|@trouble (2)@
@tacalluq@|@concern@
@tacalluq@|@regard@
@tacliin@|@education@
@tacliin@|@knowledge (1)@
@tacliin@|@knowledge, education, knowledge (1)@
@tacliiq@|@commentary@
@tacshiirad@|@volley@
@tacsi@|@be in mourning@
@tacsiir@|@fine@
@tacsiir@|@punish@
@tacsiir@|@punishment@
@tadbiir@|@plan@
@taf@|@climb@
@tafaasiil@|@details@
@tafaasiir@|@explanation@
@tafantoof@|@labor in vain@
@tafsiir@|@explain@
@tag@|@go, marriage@
@tagaabo@|@support (2)@
@tagaabo@|@help (2)@
@tagsi@|@marriage@
@Tagsi ma kuugu yeedhaa?@|@Shall I call a taxi for you?@
@tahli@|@be able@
@tahlid@|@ability@
@tahluuko@|@death (1)@
@tahniyad@|@congratulations@
@takhaatiir@|@doctors@
@takhasus@|@specialization@
@takhtar@|@doctor@
@takoor@|@set apart@
@taksi@|@taxi@
@talaada@|@tuesday@
@talaajad@|@refrigerator@
@talagal@|@consider@
@talajir@|@plan@
@talajir@|@consider@
@talal@|@moan@
@talantaalli@|@reciprocation, exchange (1)@
@talantaalli@|@exchange (1)@
@talaxtag@|@extra@
@talaxtag@|@excess@
@taleefan@|@telephone@
@tali@|@decide@
@talis@|@government@
@taliye@|@leader@
@tallaab@|@step@
@tallaabo@|@step@
@tallaabso@|@step@
@tallaal@|@vaccinate@
@tallan@|@hesitation, think, plan (2)@
@talo@|@decision, advice@
@talo@|@advice@
@talo@|@directions@
@tamaandho@|@tomato, tomatoes@
@tamar@|@strength@
@tamashle@|@stroll@
@tammiin@|@support (1)@
@tammiin@|@assistance@
@tammin@|@value@
@tammin@|@appraise, price (1), value@
@tan@|@ton@
@tan@|@this@
@tannaagood@|@act of shouting, shout, call out@
@taqliid@|@impersonation, imitation@
@tar@|@thigh, trolley@
@tarab@|@group@
@tarab@|@team@
@tarabtarab@|@team@
@tarabtarab@|@group@
@taraddan@|@competition, think over, reflect, ponder@
@taran@|@multiply@
@tareen@|@train@
@targal@|@pants@
@tarid@|@ability@
@tarjim@|@translate@
@tarjum@|@translate@
@tarmid@|@reproduction@
@tarrar@|@crack@
@tartame@|@competitor@
@tartamid@|@competing@
@tartan@|@compete, tournament@
@tasasho@|@considering@
@tasayn@|@ignoring@
@tasee@|@ignore@
@tashad@|@thinking@
@tashad@|@pondering, thinking@
@tashad@|@considering@
@tashi@|@consulation@
@tashiil@|@economize@
@tashiil@|@save@
@tasho@|@consider@
@tastuur@|@norm@
@taswiir@|@image@
@taswiir@|@illustration@
@taswiir@|@picture@
@tatab@|@form@
@tatab@|@shape@
@tawaawac@|@complain, lamentation@
@tawaawacid@|@complaining@
@tawal@|@anxiety (1)@
@tawal@|@worry@
@tawal@|@worry (1)@
@taweel@|@towel@
@tawl@|@origin@
@tawrad@|@revolution@
@tawri@|@revolutionary@
@taws@|@disease@
@tax@|@thread@
@taxaab@|@lead a horse by a rope@
@taxan@|@be threaded@
@taxriif@|@misinterpretation@
@taxriifi@|@misinterpretation@
@taxriifin@|@misinterpreting@
@tayo@|@type@
@teenis@|@tennis@
@teeri@|@large spear, spear@
@teg@|@go@
@tegid@|@going@
@tegis@|@going@
@teknolooji@|@technology@
@teknoolajiyad@|@technology@
@tel@|@metallic thread@
@telefishin@|@television@
@telefisyoon@|@television@
@telefoon@|@telephone@
@temmin@|@value@
@temmin@|@price, value@
@tifaftir@|@explanation@
@tifaftir@|@explain in detail, explanation@
@tifaftirid@|@detailed explanation@
@tifiq@|@drop@
@tihiin@|@all of you are@
@tii@|@the@
@tiic@|@bend@
@tiigsad@|@reaching out for something@
@tiim@|@team@
@tiir@|@post@
@tiiraanyo@|@sadness@
@tiirmud@|@basis, lay a foundation@
@tijaab@|@experiment@
@tijaabi@|@experiment@
@tijaabi@|@test@
@tijaabo@|@test@
@tilmaame@|@adjective@
@tilmaan@|@mark, show@
@Tilmaan meesha@|@Point where@
@timaadda@|@she comes@
@timo@|@hair@
@tin@|@fruit of cactus@
@tiraab@|@talk@
@tiraahdaa@|@she says@
@tiraan@|@cancellation@
@tirakoob@|@census@
@tiris@|@wiping@
@tiro@|@number, liver@
@tirtir@|@remove@
@tirtire@|@brush@
@tirtirid@|@erasing@
@tix@|@sentence, draw water@
@tixgeli@|@respect@
@tixgelis@|@respect@
@toban@|@ten@
@tobanaad@|@tenth@
@tobnaad@|@tenth@
@toddoba@|@seven, seventeen@
@toddoba iyo toban@|@seventeen@
@toddobaad@|@week, seventh@
@toddobaatan@|@seventy@
@toddobaatanaad@|@seventieth@
@tog@|@stretch@
@togan@|@be stretched@
@togo@|@choose@
@tol@|@relative, sew@
@tolan@|@thread@
@tolayn@|@nationalization@
@tolee@|@nationalize@
@toob@|@cup@
@toodoob@|@feel@
