@English@|@Russian@
@providence@|@провидение@
@provident@|@предусмотрительный@
@providential@|@счастливый@
@provider@|@поставщик@
@providing@|@при условии@
@province@|@провинция@
@provincial@|@провинциальный@
@provincialize@|@делать провинциальным@
@provision@|@заготовка@
@provisional@|@временный@
@provisions@|@провиант@
@proviso@|@оговорка@
@provisory@|@условный@
@provitamin@|@провитамин@
@provocation@|@провокация@
@provocative@|@вызывающий@
@provoking@|@досадный@
@provost@|@военно-полицейский@
@prow@|@нос@
@prowess@|@доблесть@
@prowl@|@красться@
@proximal@|@проксимальный@
@proximate@|@ближайший@
@proximity@|@близость@
@proximo@|@следующего месяца@
@proxy@|@доверенность@
@prposes/is proposing@|@предлагает (verb: ia.pres/3ps))@
@prude@|@жеманница@
@prudence@|@осторожный@
@prudent@|@благоразумный@
@prudential@|@продиктованный благоразумием@
@prudery@|@притворная стыдливость@
@prudish@|@щепетильный@
@prune@|@чернослив@
@prunella@|@прюнель@
@pruning@|@обрезка@
@pruning hook@|@садовые ножницы@
@prurient@|@похотливый@
@prurigo@|@пруриго@
@pruritus@|@зуд@
@prussian@|@прусский@
@prussiate@|@цианистая соль@
@prussic acid@|@цианисто-водородная кислота@
@pry@|@любопытный@
@psalm@|@псалом@
@psalmist@|@псалмист@
@psalmody@|@пение псалмов@
@psalter@|@псалтырь@
@psaltery@|@псалтерион@
@pseudocyesis@|@мнимая беременность@
@pseudonym@|@псевдоним@
@pshaw@|@выражать пренебрежение@
@psittacosis@|@пситтакоз@
@psoas@|@поясничная мышца@
@psora@|@псориаз@
@psoriasis@|@псориаз@
@psychasthenia@|@психастения@
@psyche@|@дух@
@psychiatrist@|@психиатор@
@psychiatry@|@психиатрия@
@psychic@|@духовный@
@psychical@|@психический@
@psychoanalysis@|@психоанализ@
@psychogenic@|@психогенный@
@psychological@|@психологический@
@psychologist@|@психолог@
@psychology@|@психология@
@psychometry@|@психометрия@
@psychomotor@|@психомоторный@
@psychoneurosis@|@психоневроз@
@psychopath@|@психопат@
@psychopathic@|@психопатический@
@psychopathology@|@психопатология@
@psychopathy@|@психопатия@
@psychosis@|@психическая болезнь@
@psychosomatic@|@психосоматический@
@psychotherapy@|@психотерапия@
@psychotic@|@психотический@
@psychrometer@|@психрометр@
@ptarmigan@|@белая куропатка@
@pterodactyl@|@птеродактиль@
@pterosaur@|@птерозавр@
@pterygium@|@птеригий@
@ptisan@|@питательный отвар@
@ptolemaic@|@птолемеев@
@ptomaine@|@трупный яд@
@ptosis@|@птоз@
@ptyalin@|@птилиан@
@ptyalism@|@слюнотечение@
@pub@|@пивная@
@puberty@|@половое созревание@
@pubescence@|@половое созревание@
@pubescent@|@достигший половой зрелости@
@pubic@|@лобковый@
@public@|@общественный@
@public opinion@|@общественное мнение@
@public relations@|@общественная информация@
@publican@|@трактирщик@
@publication@|@издание@
@publicist@|@публицист@
@publicity@|@гласность@
@publicize@|@рекламировать@
@publicly@|@публично@
@publish@|@издаёте, издаю, издают, обнародовать@
@publish/are publishing@|@издаёшь (verb: ia/pres/2ps)@
@publisher@|@издатель@
@publishes@|@выходить@
@puce@|@красновато-коричневый@
@puck@|@шалун@
@pucker@|@морщина@
@puckish@|@шаловливый@
@pudding@|@пудинг@
@puddle@|@лужица@
@puddling@|@пудлингование@
@pudency@|@стыдливость@
@pudenda@|@наружные половые органы@
@pudgy@|@пухлый@
@pueblo@|@житель индейской деревни@
@puerile@|@ребяческий@
@puerpera@|@родильница@
@puerperal@|@послеродовой@
@puerto@|@пуэрториканец@
@puff@|@кичиться@
@puffed@|@запыхавшийся@
@puffed-up@|@надменный@
@puffery@|@рекламирование@
@pug@|@мопс@
@pug nose@|@курносый нос@
@puggree@|@легкий тюрбан@
@pugilism@|@кулачный бой@
@pugilist@|@боксер@
@pugnacious@|@драчливый@
@puissance@|@могущество@
@puke@|@рвота@
@pulchritude@|@красота@
@pule@|@хныкать@
@pull@|@тянуть@
@pull at@|@дергать@
@pull back@|@оттягиваться назад@
@pull down@|@опрокидывать@
@pull in@|@втягивать@
@pull on@|@натягивать чулки@
@pull out@|@вынимаем, вынимаете, вынимаешь, вынимать, вынимаю, вынимают, вынуть, отходить от станции@
@pull over@|@съезжать с дороги@
@pull through@|@протирка@
@pull together@|@выпутаться из беды@
@pull up@|@остановить@
@pullet@|@молодка@
@pulley@|@блок@
@pullman@|@пульмановский спальный вагон@
@pull-on@|@натягиваемый@
@pullout@|@выход@
@pullover@|@пуловер@
@pulls@|@потянет, тянет@
@pulls out@|@вынимает@
@pullulate@|@возникать@
@pull-up@|@закусочная по дороге@
@pulmonary@|@пульмональный@
@pulp@|@бумажная@
@pulpit@|@кафедра@
@pulpwood@|@балансы@
@pulpy@|@мягкий@
@pulsar@|@пульсар@
@pulsate@|@пульсировать@
