@Indonesian@|@English@
@kulit pohon@|@bark@
@kulit roti/kue@|@crust@
@kulit sapi@|@calfskin, cowhide@
@kulit telur/kacang/kerang dll@|@shell@
@kulit yg keras@|@rind@
@kulit yg tebal+kuat+halus+kuning kecoklatan@|@buff@
@kulkas@|@refrigerator@
@kum-@|@company@
@kum (krn agama)@|@persecute@
@kumal@|@dishevelled, crumple up, seedy@
@kuman@|@germ@
@kuman@|@-, -2, germs@
@kumandang@|@repercussion@
@kumat@|@have a relapse; - lagi, recur (of illness); ber-2, relapse@
@kumat@|@have a relapse (of illness); asthma@
@kumbang@|@bettle@
@kumbang kecil@|@weevil@
@kumis@|@moustache@
@kumis@|@mustache@
@kumiss kucing@|@whisker@
@kumparan@|@spool, shuttle, spindle@
@kumpul@|@ber-, assemble, come together, gather, line up@
@kumpulan@|@swarm, knot, bevy, gathering, batch, clique, body@
@kumpulan (umat)@|@flock@
@kumpulan berita/surat@|@budget@
@kumpulan cendekiawan@|@academy@
@kumpulan hewan buas di sirkus@|@menagerie@
@kumpulan org2 (utk pemeriksaan)@|@muster@
@kumpulan org2 yg berminat sama@|@fraternity@
@kumpulan sajak 1/bbrp pengarang@|@anthology@
@kumpulkan@|@collect, gather, pick up@
@kumuh@|@dirty/vile@
@kunang^2@|@firefly@
@kunang2@|@fire-fly@
@kunci@|@latch, passkey@
@kunci@|@key, wrench@
@kunci@|@key; key solution; lock; wrench; joints; locked@
@kunci C@|@clef@
@kunci G@|@clef@
@kunci maling@|@skeleton key@
@kunci not@|@tonic@
@kunci pas@|@spanner, wrench@
@kunci pipa@|@stopcock@
@kunci teka-teki@|@clue@
@kuncup@|@bud (of flower); closed; not circumcised; meng-, close, contract, shrink; cringe, be afraid@
@kuncup bunga@|@bud@
@kuncup bunga yg mekar pd musim semi@|@crocus@
@kung (krn panas)@|@buckle@
@kuning@|@yellow@
@kuning@|@yellow; - telur, egg yolk; meng-, turn yellow; ke-^2an, yellowish; -an, brass@
@kuning kecoklatan@|@tawny, snuff-coloured@
@kuning langsat@|@olive@
@kuning telur@|@yolk@
@kuningan@|@brass@
@kunjung@|@ber-, pay a visit, call on s.o. (meng-i, visit, see, call on)@
@kunjungan@|@visit@
@kunjungi@|@attend, call on, see, visit@
@kuno@|@antique, archaic, orthodox, mould@
@kuno@|@ancient, very old@
@kuntum@|@flower bud ready to open (ter-, ready to blossom); # classifier@
@kunyah@|@meng-, chew, masticate; digest@
@kunyit@|@tumeric @
@kupas@|@meng-, remove peel or shells; strip s.o. (of clothes); analyze (a problem)@
@kupasan@|@paring@
@kupasan2@|@peelings@
@kuping@|@ear (telinga, more formal)@
@kura@|@spleen; -2, turtle@
@kura2@|@turtle, tortoise@
@kurang@|@lack, meager@
@kurang@|
@kurang ahli@|@amateurish@
@kurang ajar@|@audacious, impudent, insolent, bounder, ill-bred, impertinent, coarse, brassy, flippant, sauce@
@kurang ajar)@|@brat@
@kurang baik@|@shoddy, mediocre, low@
@kurang baik buatannya@|@awkward@
@kurang baik mem-@|@botch@
@kurang baik mutunya@|@second-rate@
@kurang berarti@|@trivial@
@kurang berhati2@|@unguarded@
@kurang berminat@|@vice versa@
@kurang bermutu@|@patchy@
@kurang bijaksana@|@folly, inane@
@kurang ca-@|@indifferent@
@kurang darah@|@anaemia, anaemic@
@kurang dpt dipercaya@|@dubious@
@kurang dr biasa@|@short@
@kurang mahir@|@awkward@
@kurang matang/masak@|@underdone@
@kurang memuaskan@|@shortcoming@
@kurang menarik@|@ill-favoured, stodgy, pedestrian, heavy@
@kurang menguntungkan@|@adverse@
@kurang menyenangkan@|@beast@
@kurang nilainya@|@undervalue@
@kurang nyaman/tenang@|@discomfort@
@kurang penting@|@by-, secondary@
@kurang penting/bersungguh2@|@frivolous@
@kurang perangko@|@understamp@
@kurang percaya pd diri sendiri@|@difficent@
@kurang rapat@|@play@
@kurang sedap@|@dreadful@
@kurang sehat@|@queer(er, est), off colour, ghastly, seedy, indisposed@
@kurang semangat/gigih@|@waver@
@kurang sempurna@|@defektif, defective@
@kurang sopan@|@pert, offhand, curt, blunt@
@kurang tahu@|@not sure; saya -, I'm not sure.@
@kurang teliti@|@slipshod@
@kurang tenang@|@breast@
@kurang tepat@|@here@
@kurang terpelajar/menaruh perhatian pd sastra@|@low-brow@
@kurang uang@|@hard up@
@kurang/disangsikan kejujurannya@|@shady@
@kurap@|@mange, scab, scabies@
@kuras@|@meng-, drain s.t.; clean s.t. by draining; - otak, brain drain@
@kurban@|@victim@
@kurir (tujuan kurang baik)@|@emissary@
@kurma@|@date@
@kurs@|@(Fin.) a rate of exchange@
@kursi@|@chair@
@kursi berlengan@|@armchair@
@kursi malas@|@easy chair@
@kursi panjang berbantal tanpa sandaran@|@ottoman@
@kursi panjang dgn bantalan@|@settee@
@kursi panjang dr kayu@|@settle@
@kursi pnjng@|@couch@
@kursi tersusun-@|@amphitheatre@
@kursus@|@course@
@kursus@|@course (of study)@
@kurun@|@century, era; time frame, time span@
@kurung@|@cage; prison; parenthesis; meng-, (v) cage s.t., imprison@
@kurungan@|@pound@
@kurus@|@meagre, lean(er, est), gaunt, skinny, bony@
@kurus@|@gaunt, lean, slender, thin@
@kurus@|@thin, slender (people)@
@kurus kering@|@angular, scraggy, emaciated, consume away@
@kurus kering krn-@|@pine@
@kurus tapi kuat/berotot@|@wiry@
@kusam@|@mat, matt, tarnish, opaque@
@kusam@|@dull; lusterless@
@kusir@|@cabby, coachman@
@kusir@|@coachman (meng-) work as a coachman (meng-i) drive s.t.@
@kusta@|@leprosy@
@kusut@|@unkempt, tangle, disorder, tumultuous@
@kusut@|@confused, complicated, entangled, mixed up, untidy, tousled (hair), crumpled (clothes)@
@kusut pikiran@|@touched@
@kut@|@cloud@
@kutang@|@vest, brassiere@
@kutil@|@wart@
@kutip@|@meng-, pick up small bits; copy a portion; -an, s.t. picked up; citation, quotation, excerpt@
@kutipan@|@excerpt, excerpt, citation, tag@
@kutipan pendek (dr buku)@|@passage@
@kutu@|@louse, flea, tick@
@kutu@|@louse; fleas, ticks, etc. which infest people / animals; ber-, have lice@
@kutu (tikus)@|@vermin@
@kutu buku@|@swot@
@kutub@|@pole@
@kutub@|@pole (- utara, north -; - selatan, south -)@
@kutub baterai@|@electrode@
@kutuk@|@imprecation, vituperation, malediction, curse@
@kutuk@|@curse/bane/blight; meng-(i), put - on; denounce/condemn; ter-,accursed@
@kutukan@|@anathema, damnation, condemnation, blight@
@kuutuk@|@oath@
@kuyu@|@dull, lusterless (eyes, etc.)@
@kwitansi@|@receipt@
@kwjban@|@duty@
@kwjbn@|@commitment, business@
@kwjbn anak@|@filial duty@
@l@|@lead@
@la-@|@glaze@
@la tempat@|@scour@
@la)@|@dribble@
@laba@|@increment, return@
@laba@|@profit; benefit/gain; ber-, profitable; - usaha, operations income; - bersih, net -@
@labah@|@k.o. tree w/ wood used for furniture@
@labrak@|@beating; (me-) berate, lay into, lash out at; tackle ( a problem ) -an attack, thrashing@
@labu@|@calabash, squash@
@labu berkulit keras@|@gourd@
@labu kuning@|@pumpkin@
@lacak@|@trace@
@laci@|@drawer@
@laci@|@drawer (in desk, dresser, etc)@
@laci kas toko@|@till@
@lacur@|@immoral, indecent; pe-/perex/ayam; pe-an, -ion; unlucky (sial, malang)@
@lada@|@pepper@
@ladang@|@farm@
@ladang@|@unirrigated field (- padi); - minyak, oil field; - subur perdagangan@
@laden@|@(Jv) me-i,serve, wait on (customer); pay attention to, listen to@
@lafal@|@enunciate, pronounciation@
@lagak@|@vaunt, air, attitude, side@
@lagak@|@attitude, manner, behavior; mannerism; bluff@
@lagi@|@lapse, anew, afresh, drown@
@lagi@|@again, all over again, anew, once more@
@lagi@|@again; still, further; as well; se-, during, while; - pula/pun, moreover@
@lagi pula@|@furthermore, moreover@
@lagi!@|@encore@
@lagu@|@air, tune, strain@
@lagu@|@melody, tune, song@
@lagu dgn 5/6 bag.@|@madrigal@
@lagu gembira@|@lilt@
@lagu kalimat@|@intonation@
@lagu kebaktian gereja/kebangsaan@|@anthem@
@lagu nina bobok@|@lullaby@
@lagu pendek & sederhana@|@ditty@
@lagu pendek yg diulang2 & diperluas@|@theme@
@lagu utk -@|@catch@
@lagu yg dinya-@|@chorus@
@lagu yg diulang2 dlm sandiwara musik@|@theme song@
@lagu/pujian yg diulang2@|@chant@
@lagu2 pelaut@|@chanty@
@lah@|@particle urging action@
@lah menengah@|@form@
@lahap@|@gluttonous, hearty@
@lahap@|@ravenous; gluttonous@
@laher@|@ball-bearing@
@lahir@|@born, guise, outward, outer@
@lahir@|@bear, give birth to@
@lahir@|@born; me-kan, give birth@
@lahir stlh ayahnya mati@|@posthumous@
@lahir(bear)@|@borne@
@lahiriah@|@physical@
@lahiriah saja@|@seeming@
@lahkan@|@floor@
@laik@|@(layak) proper/suitable@
@lain@|@inhibisi, drone, distinct@
@lain@|@different; me-kan, but, instead; differentiate@
@lain dr@|@foreign to@
@lajang@|@remain unmarried (past usual marrying age); me-, remain unmarried@
@laju@|@fast; quick; rapid@
@lakan, laken@|@sheet; felt; woolen cloth; velvet@
@laki@|@(Coll.) husband; man, male (of human); - bini, (sl) husband and wife@
@laki2@|@sartorial@
@laki2 periang@|@bounder@
@laki2 pesolek@|@fop@
@laki2 yg berzinah@|@adulterer@
@laki2 yg dikebiri@|@eunuch@
@laknat@|@imprecation, malediction, curse@
@laksamana@|@admiral@
@laksamana muda@|@rear-admiral@
@laksana@|@quality, characteristic; me-kan, cause to happen, implement@
@laksana@|@me-kan, bring about, implement, cause to happen@
@laku@|@behavior/conduct/attitude; valid/in effect; in demand/sell well; ber-, char. of (v)@
@laku@|@me-kan, carry out, execute, do, bring about; mem(per-kan), treat(ment)/handle@
@laku@|@se-, as/like/characteristic of@
@lalai@|@neglectful, remiss, casual@
@lalai@|@careless, negligent@
@lalai@|@careless, negligent; absent-minded, indifferent; me-kan, (v) neglect, be indifferent to@
@lalat@|@fly@
@lalat@|@fly, housefly@
@lalat@|@fly; tai -, mole, birth mark, freckles@
@laler@|@(Jv, Jkt) fly@
@lali@|@slack@
@lalim@|@iniquitous, despotic@
@lalu@|@pass, whereupon@
@lalu@|@pass, past (time); yang -; setelah itu, after that, as a result; - lintas, traffic; ter-, overly, excessively@
@lalu lintas@|@block@
@lalu mengikuti perasaan@|@sloppy@
@lam/hormat@|@bow@
@lama@|@distant@
@lama@|@old; ke-an, too long (time) (waiting, to finish task, etc.)@
@lama@|@old; long@
@lama & menjemukan@|@drag@
@lamar@|@me-, propose marriage; apply for job; -an, application@
@lamaran@|@application@
@lambai@|@wave@
@lambai@|@me-, wave o's hand; me-kan, wave s.t.@
@lamban@|@tardy, obtuse, dilatory, sluggish, dull, backward, tedious, torpid, wear on, inert@
@lamban gerakannya@|@sluggard@
@lambang@|@emblem, insignia, attribute, device, badge, regalia@
@lambang@|@sign/symbol (phsycal object)@
@lambang-@|@arm, crest@
@lambang kekuasaan raja@|@crown@
@lambang perdamaian@|@dove@
@lambang/hiasan perkumpulan@|@regalia@
@lambat@|@dilatory, sluggish, behind@
@lambat@|@slow@
@lambat@|@slow; ter-/late (telat); se-2nya, @@ the latest; Jangan sampai ter-, Don't be late@
@lambat & ber@|@deliberate@
@lambat tembakannya@|@hand fire@
@lambau@|@farming@
@lambung@|@side (ship, person), flank; interior cavity; me-, attack on the flank@
@lampau@|@past (time), over, finished; ter-, too, very much so@
@lampias@|@flowing readily; me-kan, cause s.t. to flow rapidly; pe-an, release@
@lampir@|@attachments (me-i) attach, append to s.t.; enclose (me-kan) attach, append@
@lampiran@|@enclosure, appendage, appendix@
@lampiran pd surat wasiat@|@codicil@
@lampu@|@lamp@
@lampu@|@lamp, light@
@lampu bsr mobil@|@headlight@
@lampu gantung yg bercabang2@|@chandelier@
@lampu lalu lintas@|@beacon@
@lampu pentas/sorot@|@spotlight@
@lampu radio@|@valve@
@lampu samping@|@side light@
@lampu sorot@|@searchlight@
@lampu2 bag muka panggung@|@footlights@
@lamunan@|@reverie@
@lamur@|@almost blind@
@lancang@|@audacious, impudent, presumptuous, cheek@
@lancang@|@dare to do s.t. without proper permission@
@lancang mulut@|@flippant@
@lancap@|@smooth, slick (of surface); ter-, slipped out (words, etc)@
@lancar@|@expeditious, smooth@
@lancar@|@fast, swift; fluent; smooth (of discussions, etc.)@
@lancip@|@taper@
@lancip@|@sharp and pointed (face, etc,); acute (angle math)@
@landa@|@me-, attack violently; me-kan, crash or ram s.t. into s.t.; pound, overwhelm (storms, fires, etc)@
@landai@|@slope slightly; slope of curve@
@landaian@|@declivity, slope@
@landak@|@porcupine, hedgehog@
@landas@|@base; substratum (ber-kan) rest on s.t, be based on s.t@
@landasan@|@leg@
@landasan beton lapangan udara@|@apron@
@landasan meriam@|@emplacement@
@landasan pesawat@|@runway@
@landasan utk menempa logam yg dibakar@|@anvil@
@lang balik@|@flicker@
@lang2@|@keep@
@langan tenaga/kesehatannya@|@break up@
@langgan@|@ber-, be a customer; -an, customer/client (klien); pe-@
@langganan@|@client, custom, subscriber@
@langganan@|@client, customer@
@langganan tetap@|@patron, connection@
@langgar@|@ber-, collide (w/ e.o.); me-, collide w/; break law; encroach upon (territory); pe- hukum, lawbreaker@
@langi@|@deal@
@langit@|@firmament@
@langit@|@sky; ceiling@
@langit2 mulut@|@palate@
@langka@|@seldom; ke-an, scarcity, rarity; infrequency@
@langkah@|@pace, measure@
@langkah@|@step/stride; step/action/measure; ber-, take a -; me-, - forward; me-i, -/skip over@
@langkah awal dlm catur@|@gambit@
@langkah ke samping@|@sidestep@
@langkah/tindakan mula2@|@initiative@
@langkai@|@slim, slender@
@langlang@|@nightwatchman; me-, make the rounds; wander/travel (- buana, roam the world)@
@langsing@|@slim, slender, slight@
@langsing@|@slim, slender, svelte; me-, become -; go back & forth, up & down@
@langsing & luwes@|@willowy@
@langsung@|@diametrically, through, point-blank@
@langsung@|@straight, direct (plan/action); immediately/straight away@
@langsung@|@ber-, ongoing/go on/take place; yg tengah -, in process/middle of@
@lanjur@|@protracted, stretched out, drag on, (larut); to late (of s.t. done & irreversible); te-, too late (s.t. done & irreversible)@
@lanjut@|@advanced; long, detailed; continue (terus); me-kan, continue/lengthen/extend; secara berke-an, sustainable, continuously; se-nya, afterwards@
@lanjutan@|@sequel, extension, continuation@
@lantai@|@train@
@lantai@|@floor@
@lantai@|@floor/story; floor@
@lantai@|@floor, story; floor@
@lantai dr kayu yg disusun berpola@|@parquet@
@lantai kayu@|@panelling@
@lantang@|@penetrating@
@lantang@|@shrill, piercing; shrill, distinct (of voice, view); me-, become loud@
@lantas@|@straightaway, directly, forthwith, then@
@lantik@|@me- install, inaugurate (pe-an) inauguration, installation@
@lantur@|@me-, nge-, stray (from a path); digress; me-2, repeatedly digress; me-kan, divert, distrat s.o.; -an, diversion, digression@
@lap@|@duster@
@lap@|@towel; - piring, dish towel; (me)ng-, (v) wipe s.t.@
@lap antara dada & perut@|@diaphragm@
@lap camp gula mentega pd-@|@icing@
@lap es pd sayap pesawat@|@icing@
@lap golf@|@bunker@
@lap keras pd -@|@fur@
@lap rumput kecil utk kuda@|@paddock@
@lap utk pengobatan@|@swab@
@lapang@|@capacious, ample, commodious, roomy, spacious@
@lapang@|@open/spacious; free/unoccupied; me-kan, make -; relieve s.o.; -an, sports field@
@lapangan@|@realm, square, ground, field, sphere, range, province, line, course, court@
@lapangan es (yg menutupi laut)@|@ice-field, ice-pack@
@lapangan golf@|@links@
@lapangan helikopter@|@heliport@
@lapangan rumput@|@lawn@
@lapangan terbang@|@aerodrome@
@lapangan udara@|@airfield@
@lapangan-terbang@|@airport@
@lapar@|@voracious, starve, peckish@
@lapar@|@hungry@
@lapis@|@-, -an, layer, lining (ber-, have a layer(s), stratified)@
@lapisan@|@layer, coat, bed@
@lapisan batu kerak bumi@|@stratum@
@lapisan batu yg kelihatan di atas permukaan tanah@|@outcrop@
@lapisan di antara lapisan lain@|@seam@
@lapisan dlm tempat minyak mesin@|@sump@
@lapisan kayu@|@ply@
@lapisan masyarakat@|@stratum@
@lapisan mengkilat pd panci dll@|@enamel@
@lapisan tipis@|@film@
@lapisan tipis (di speaker)@|@diaphragm@
@laporan@|@tale, notification@
@laporan pem!an@|@bluebook@
@laporan tertulis dr suatu riset@|@monograph@
@laporan/pernyataan -@|@return@
@lapuk@|@obsolete, threadbare, stale, rot, mould, moulder@
@larang@|@me-, di-, forbid/prohibit/ban; ter-, prohibited/forbidden/banned/off limits@
@larangan@|@prohibition, inhibition@
@larangan bagi pekerja utk masuk bekerja sampai -@|@lock-out@
@laras melingkar@|@rifle@
@laras musik@|@clef@
@laras senapan@|@barrel@
@lari@|@dart@
@lari@|@run; pe-, runner@
@lari-@|@bolt@
@lari & melompat2@|@frisk@
@lari cepat@|@sprint@
@lari cepat2@|@scoot@
@lari dgn membawa sesuatu@|@make off@
@lari dr rumah dgn kekasih@|@elope@
@lari tunggang-langgang krn takut@|@stampede@
@lari/jln dgn penghalang@|@steeplechase@
@larikan dgn diam2@|@spirit@
@laris@|@popular, in demand, selling well.@
@larut@|@take up, dissolve@
@larut@|@soluble; fused, dissolved; protracted, prolonged; me-, (v), dissolve; drag on@
@las@|
@last ~s:sudah tdk berguna lagi@|@leg@
@lat2 pertanian@|@forge@
@latah@|@nervous condition; general erratic (in)voluntary imitative behavior; madly in love@
@latar@|@yard; surface/plane; backdrop; - belakang, background/training@
@latar blk@|@scene@
@latar blk layar@|@scenery@
@latar depan@|@foreground@
@latih@|@lick@
@latih@|@ber-, practice/train/rehearse; ter-, trained/skilled; -an, exercise/training/practice@
@latihan@|@exercise, rehearsal, drill@
@latihan@|@exercise, practice@
@latihan/pengetahuan menembak@|@musketry@
@lauan@|@glance@
@laugh up ones ~:tertawa diam2@|@sleeve@
@lauk@|@side dish, esp. meat or fish served with rice@
@laun@|@ber-, dawdle, procrastinate; me-2, postpone, delay s.t.; -2 hari, several days ago; after several days@
@laut@|@ocean, sea@
@laut lepas@|@high seas@
@laut sempit di antara 2 laut@|@sound@
@laut yg bsr ombaknya@|@high sea@
@lautan@|@billow@
@Lautan Atlantik@|@Atlantic, Atlantic Ocean@
@lawak@|@buffonery@
@lawak@|@joke@
@lawan@|@adversary, im-@
@lawan@|@across from, against, in exchange for, opposed to@
@lawan@|@opponent; me-, oppose, fight against; opposite (seberang)@
@lawan dr deflasi@|@inflasi@
@lawan dr psikogenis@|@somatogenis@
@lawan kata@|@antonym@
@lawang@|@mace, clove flowers@
@lawat@|@me-, pay a visit; make a trip; visit of condolence; me-i, visit@
@layak@|@proper, suit, suitable, fit, propriety, proper@
@layak@|@proper, reasonable, suitable, fair; se-, like (seperti); seperti -nya, ; ke-an, worthiness; fairness; properness; advisability@
@layak dikerjakan@|@feasible@
@layak tampil/dilihat di umum@|@presentable@
@layak utk raja@|@royal@
@layan@|@me-i, serve/wait on guests; supply; service/repair; pe-, waiter/waitress/sales clerk; pe-an, service@
@layang@|@kite; k.o. swift bird; jalan -, flyover; me-, move quickly, fly@
@layar@|@furl, sail, scene@
@layar@|@sail; pe-, sailor@
@layar kecil berbentuk segi3@|@jib@
@layk@|@suitably@
@layu@|@wilt, wither, flag@
@layu@|@withered, faded, wilted; weak, pale; me-, (v)@
@lazim@|@customary, prevalent@
@lazim@|@usual/customary/common; compulsory/obligatory; ke-an, custom/usage/fad@
@lazimnya@|@generally@
@lead the woman to ~:mengawini seorg gadis@|@alter@
@leave one in the ~:kesusahan & perlu pertolongan@|@lurch@
@leave one in the ~:meninggalkan org yg sdng dlm-@|@lurch@
@lebah@|@wasp@
@lebah bsr@|@hornet@
@lebah jantan@|@drone@
@lebah krn tua@|@infirm@
@lebah, labah@|@bee@
@lebam@|@livid@
@lebar@|@extensive, broad@
@lebar@|@broad, wide, extensive, width, breadth@
@lebar & datar@|@splay@
@lebaran@|@day of celebration at end of fasting month@
@lebarnya@|@extent, breadth@
@lebat@|@dense, torrential, downfall@
@lebih@|@more; ber-, extra; me-kan, provide extra@
@lebih -@|@before@
@lebih angkuh@|@haughtier@
@lebih baik/disukai dr@|@preferable@
@lebih baik/suka (kalau)@|@preferably@
@lebih berat dr@|@overbalance@
@lebih berat/penting/berharga dr@|@outweigh@
@lebih berbudaya@|@refine@
@lebih bersungut2/murung@|@sulkier@
@lebih bsr/kuat/berpengaruh@|@preponderant@
@lebih canggung/kikuk/kaku/janggal@|@clumsier@
@lebih cantik/bagus@|@comelier@
@lebih cepat@|@swifter@
@lebih cerah/gembira@|@sunnier@
@lebih coarse@|@coarser@
@lebih cranky@|@crankier@
@lebih 'danty'@|@daintier@
@lebih dari@|@upwards of@
@lebih dingin@|@icier@
@lebih dr cukup@|@ample@
@lebih 'dull'@|@duller@
@lebih dulu@|@anterior, prior, forward, before@
@lebih faint@|@fainter@
@lebih flabby@|@flabbier@
@lebih frail@|@frailer@
@lebih frank@|@franker@
@lebih gay@|@gayer@
@lebih gelap/hitam@|@swarthier@
@lebih giat/bersemangat/cepat@|@snappier@
@lebih hangat/nyaman/nikmat@|@cosier@
@lebih hasty@|@hastier@
@lebih idle@|@idler@
@lebih jantan@|@manlier@
@lebih kabur (dim)@|@dimmer@
@lebih kaya/senang/berpangkat dll@|@better off@
@lebih keen@|@keener@
@lebih kotor@|@muckier@
@lebih kotor/cemot@|@grubbier@
@lebih kuat/kekar@|@sturdier@
