@English@|@Somali@
@treasure@|@kansi, kensi@
@treasurer@|@qasnaji@
@treaty of alliance@|@isbahaysi@
@tree@|@baar, geed@
@tree bark@|@jilif@
@tree-trunk@|@kurtun@
@tremble@|@jarcee@
@trembling@|@cariir, gariir, keyrkeyr, qarqaryo@
@triangle@|@saddexagal@
@tribal chief@|@ugaas@
@tribalism@|@qabyaalaad@
@tribalist@|@qabiili@
@tribe@|@qabiil, qolo@
@tribute@|@baad@
@trick@|@khiyaamo@
@tried@|@mujarrab@
@trip someone up@|@kufi@
@triviality@|@hadur@
@trolley@|@tar@
@trouble@|@hagardaamo, hagardaamo, jirrab, jitaabi, lur, mashaqo, tabaalo, tabaalo@
@trouble (1)@|@arbush, darxumo, dhib, dhibaato, harreef, rabbash@
@trouble (2)@|@hargaamo, khasiyad, qulqulad, rabshad, tacaddi@
@trouble making@|@qalalab@
@troubled@|@miryaad@
@troublemaker@|@namiin@
@truce@|@waanwaan@
@trunk@|@jirrid@
@trust@|@aammin@
@truth@|@dhab, run, xaqiiq, xaqiiqo@
@try@|@hol, holli, holliin, iskudey, jirrab, jirrab, jitaabi, jitaabi@
@tuesday@|@salaasa, talaada@
@tumbler@|@galaas@
@turban@|@duub@
@turn@|@baydh, dhalleexsi, jeeso, kaaye, kaayeysi, leexo@
@turn a somersault@|@qaalmarrogo@
@turn around@|@jalleec, jinbac, jinbaco, rog, rogi@
@turn aside@|@jeenso, leexi@
@turn back@|@laabo@
@turn down a request@|@webi@
@turn off@|@demi@
@turn on water@|@dhaami@
@turn over@|@rog@
@turn towards oneself@|@leexso@
@turn upside down@|@afgembi@
@turning back@|@laabasho@
@turtle@|@diinceelaad@
@twelve@|@laba iyo toban@
@twentieth@|@labaatanaad@
@twenty@|@labaatan@
@twickle@|@halalaac@
@twin@|@mataan@
@twinckling@|@halaalac@
@twinkle@|@bilig, birbir, birbir, jalanqe, jalanqe@
@twinlight@|@fiid, himhimmow@
@twist@|@maroori@
@twisting@|@maroorin@
@twitch@|@dubaaxi@
@two@|@labba, labo@
@type@|@cayn, caynad, eyni, jaad, jinsi, jinsi, kaan, nooc, tayo@
@type of animal@|@malo@
@type of cloth@|@khayli@
@type of crab@|@qabaanqab@
@type of dance@|@batar@
@type of fatal disease@|@kuududshe@
@type of fish@|@carabi@
@type of goat@|@hir@
@type of incense@|@cuud, jaawe@
@type of incense-bearing tree@|@xiji@
@type of mat@|@raar@
@type of palm-tree@|@mayro@
@type of plant@|@daran, hayn@
@type of plant used to make dye@|@jawdheer@
@type of poem@|@jiifto@
@type of ship@|@jaalabbuud, kuutiyad@
@type of small bird@|@faa@
@type of team-game@|@laal@
@type of tree@|@canjeel, daray, shey, shillin@
@type of vessel made of fibre@|@qabay@
@type of water vessel@|@naar@
@type of white cloth@|@maxamuudi@
@type of wild berry@|@quulle@
@types@|@anwaac@
@tyranny@|@jawr@
@uganda@|@ugaandha@
@ugliness@|@foolxumo@
@ugly person@|@jafaliil, jafaliille@
@ugly thing@|@jafaliil@
@ulcer@|@boog@
@uncle@|@adeer@
@under (less than)@|@ka yar@
@underground@|@bakaar@
@undermine@|@manjaxaab@
@understand@|@daay, fahan, garo, garo, garo, had, kas, toodoob@
@understanding@|@afgarad, dhimir, garaad, garansho, garasho@
@uneducated person@|@caamo@
@unemployed@|@hawllaawe@
@unexpected thing@|@lamafilaan@
@unforgettable event@|@hibasho@
@unfriendly person@|@jacjuun@
@ungrateful person@|@jasaar@
@unification@|@midayn@
@uninhabited place@|@lamaddegaan@
@unintelligent person@|@habilaawe, maangaab@
@unite@|@midee@
@unity@|@itixaad, midnimo@
@universal@|@caalami@
@universe@|@caalami, gayi@
@university@|@jaamacad@
@unmarried girl@|@bikrad@
@unprotectedness@|@halladaado@
@unrelated person@|@shisheeye@
@unrest@|@looyaan@
@unripe fruit@|@gahayr@
@unsafe place@|@aftoolin@
@unsteadiness@|@sahasho@
@untidiness@|@habdarro@
@untie@|@fur, furayya@
@until@|@ilaa@
@unwell feeling@|@juuc@
@up@|@kor@
@upper arm@|@cudud, jiniinqallal@
@upper back@|@dabo@
@upper part of camel's hind leg@|@sibir@
@upright@|@lig@
@uprightness@|@qoton@
@uproar@|@sooyaan@
@urge on@|@magmakee@
@urinate@|@kaadi@
@urine@|@kaadi@
@urine of cattle@|@faanto@
@us@|@aannu, annaga, na@
@use@|@isticmaal, manfac@
@used@|@carjab@
@usefulness@|@agab, anfac, caaqibo@
@useless@|@hulqe@
@uterus@|@riman, rimay@
@utter a proverb@|@maahmaah@
@utterance@|@hawraar, qowl@
@vacate@|@cidlee@
@vaccinate@|@tallaal@
@vague@|@hantaatac@
@vagueness@|@habagsi@
@valley@|@dooxo, hogob@
@value@|@istaahil, qaymi, qiime, tammin, tammin, temmin, temmin@
@vanish@|@libir@
@vegetables@|@khudaar, khudrad, khudro@
@vegetation@|@nabaad@
@veil@|@indhashareer@
@vendor@|@gade@
@verdict@|@guddoomi@
@verification@|@hubsasho@
@verify@|@hubi@
@vertebra@|@ricir@
@vessel@|@jalxad, weel@
@vessel for oil@|@dobi@
@viability@|@suuraggelin@
@vicinity@|@abbaaro, kaabi@
@victim@|@dillaan@
@victoriousness@|@libaysasho@
@victory@|@guul, lib, libin@
@view@|@aragti, daawo, indhoindhee@
@village@|@buulo, khal, qaryad, tuulo@
@violence@|@dibindaabyo@
@virgin@|@bikrad@
@visibility@|@qaddacnaan@
@visit@|@booqasho, booqo, siyaaro@
@visitors@|@socoto@
@vitamin@|@fiitamiin@
@voice@|@cod, luuq, sawd@
@void@|@hungee@
@volley@|@tacshiirad@
@volume@|@qaatin@
@vomit@|@hunqaac, hunqaaco, mantag, matag@
@vomiting@|@mantag@
@vote@|@soot@
@vow@|@nidar@
@vowel@|@shaqal@
@vulva@|@futo, futo, siil@
@wage war@|@weerar@
@wager@|@sharad@
@wait@|@dawir@
@waiting@|@sugaal@
@wake (someone)@|@kicin, toosi@
@wake someone@|@kicin, toosi@
@wake up@|@baraaruji@
@walk@|@leegleegso, lugee, soco@
@walk around@|@wareeg@
@walk in succession@|@habqan@
@walk quietly@|@hunbaallee@
@walk slowly@|@cagajiid, ciddijiid, hadaaf, huddan@
@walk slowly and dejectedly@|@huleel@
@walking@|@leegleegsasho, socod, socodka@
@walking back and forth@|@dabandeeb@
@wall@|@derbi, gidaar, guuri@
@wander@|@wareeg@
@wander about@|@miraaf@
@wandering@|@miraaf@
@wandering man@|@wareege@
@want@|@doon, hawo, jamo, rab@
@war@|@dagaal, dagal, xarbi@
@wardrobe@|@kabar@
@wariness@|@irdho@
@warm@|@diiri@
@warm liquid@|@kuljiir@
@warm nights@|@kaad@
@warm oneself@|@kulaal@
@warm self@|@diirso@
@warm up@|@diirri, kululee@
@warming oneself@|@diirsasho@
@warmth@|@diirsimaad, kuldiir, kuleel, uumi@
@warning@|@dardaarweris, garansiin@
@wars@|@warar@
@was not@|@ahayn@
@wash@|@maydho, nadiifi, nadiifi, qasaal, qasaalo, xal@
@wash (1)@|@hal@
@wash something@|@mayr@
@washing@|@mayrasho, qasaal, qaslad@
@waste of money@|@khasir@
@watch@|@ilaali@
@watching@|@sugid@
@water@|@biyo@
@water channel@|@doox, laag@
@water jar@|@jalxad@
@water jug@|@kuusad@
@water pipe@|@dhuun@
@water vessel@|@haan@
@watering trough@|@kaalin@
@water-jar made of clay@|@aashuun@
@waterless place@|@omos@
@wave@|@haati, hir, lul, mawjad, mowjad@
@waves@|@hirar, maskar@
@way@|@daw@
@way of life@|@dhaqmaad@
@we@|@aannu, anaga, na@
@we are@|@nahay@
@we are coming@|@imaneynaa@
@we are not@|@ihin@
@we are saying@|@oranaynaa, oraneynaa@
@we came@|@nimid@
@we knew@|@niqiin@
@We must bury her@|@Waa inaan duugnaa isaga@
@we said@|@nidhi, niri@
@we were at@|@niil@
@we were coming@|@imanayney@
@weak person@|@cutush@
@weak sight@|@indhahabeeno@
@weaken@|@dabci, jilci@
@weakness@|@cabbanan, calaal, calaal, liidasho, tabaryari, uduufo@
@weakness (1)@|@diif@
@weal@|@haar@
@wealth@|@bayddi, cood, hodantooyo, maaliyad, qabno, xoolo, xoolo@
@wealth (1)@|@guuyo, hanti@
@wealthy man@|@maalqabeen@
@wealthy person@|@hodan, hodon, qani@
@wean@|@abaydi@
@weaning@|@abab@
@weapon@|@aalad@
@weapons@|@hub, salab, silaax@
@wear@|@sido@
@wear out@|@kharrib@
@wearing@|@xirasho@
@weather@|@cimilo, dabayl, hawada@
@weave@|@falki@
@wedding@|@aroos@
@week@|@toddobaad, usbuuc@
@weep@|@ilmee@
@weeping@|@oohin@
@weigh@|@miisaan@
@weigh down@|@habbi@
@weight@|@culaab, culays, habbiso@
@welcome@|@nabdaadi@
@welding@|@alxanka@
@welfare@|@khayr@
@well@|@bahol, bahu, ceel@
@well-being@|@bararo, ladnaan@
@well-mannered person@|@ikhyaar@
@well-to-do people@|@hantiqabeen@
@west@|@bugux, galbeed, qorraxsin@
@weynaan@|@largeness@
@weynee@|@make great@
@what@|@maxay, wax@
@What is your name?@|@Waa maxay magacaagu?@
@what's prohibited (Muslim law)@|@xaaraan@
@What's your name?@|@Magacaa?@
@wheat@|@bur, qamadi, sareen@
@when@|@goorta, gorma, markii@
@When did you become ill?@|@Goorma ayaad xanuunsatay?@
@When need denied@|@Markay dani maaha tidhi@
@When need required@|@Markay dani meeday tidhi@
@when?@|@goorma?@
@where@|@xagga, xaggee@
@Where are you from?@|@Hagaad ka timid?@
@Where is my room?@|@Away makhsinkeygu?@
@Where is the bar?@|@Away barku?@
@Where is the beach?@|@Away xeebtu?@
@Where is the telephone?@|@Halkuu telefoonku ku yaal@
@where?@|@xaggee?@
@which@|@maxay@
@while@|@intii@
@whimper@|@luul@
@whip@|@jeedal@
@whirlpool@|@mid@
@whisper@|@gunuunuc, gunuunuc, koodi, nuxnux, nuxnuxlee@
@whispering@|@gunuunuc@
@white@|@caddaan, cadiin@
@white cotton cloth@|@maraykaan@
@whitten@|@boodeen@
@who@|@yaa@
@whole@|@dunji, giddi@
@whom@|@yaa@
@why@|@sidaas darteed@
@why?@|@maxaa@
@wick@|@liifad@
@wickedness@|@baaddil, baaddil, xumaato@
@widen@|@ballaadhi, ballaari@
@width@|@baaxad, ballaadh, ballaar, ballac, weyso@
@wife@|@afo, maranti, oori, reer, xilo@
@wife and family@|@xaas@
@wild animal@|@bahal, banjoog, dugaag, fiigtaal@
@wild dog@|@yeey@
@will@|@dardaaran@
@win@|@foor, guuleyso, ree@
@wind@|@dabayl, leexleexo, riix, xiisad, xiisad@
@window@|@daaqad, khalfad, shabaako, shubaako@
@wine@|@dhiinto, khamri@
@wing@|@baal, baalal@
@winning@|@foorad@
@winnow@|@huf@
@winter@|@jiilaal@
@wipe off@|@nasakh@
@wipe out@|@masax@
@wiping@|@tiris@
@wire@|@silig@
@wisdom@|@abwaanimo, caaqilnimo, garasho, garasho@
@wise men@|@cuquul, cuquule, guurti@
@wise old man@|@ruugcadde@
@wish@|@doonid, hawo@
@wishing@|@saadin@
@witch-doctor@|@bida@
@with (accompaniment)@|@la@
@withdrawal@|@kasaarid@
@witness@|@marag, markhaati, shaahid@
@wobble@|@nuuxnuuxi, nuuxnuuxso, nuuxsasho, nuuxso@
@wobbling@|@halwad, nuuxnuuxsasho@
@wolf@|@yey@
@woman@|@haweeney, naag@
@womanhood@|@naagnimo@
@womankind@|@dumaashi@
@womb@|@dhali, riman, rimay@
@women@|@dheddigood, dumaashi, dumar, ganbooley, haween@
@wonder@|@cajiib@
@wood@|@alwaax, hawd, juq, juq, kayn, qori@
@wood for smoking milk vessels@|@qadiid@
@wool@|@suuf@
@word@|@eray, erey, kelmad, kelmed, oroh, qowl@
@work@|@hawl, shaqeey, shaqeeysi, shaqeeysi, shaqo, shuqul, tacab@
@work clothes@|@dharran@
@work quickly@|@hulbi@
@worker@|@shaaqi, shaqaale@
@workforce@|@ciidan@
@working@|@shaqeyn@
@workshop@|@hooso@
@work-team@|@golongol@
@world@|@adduun, adduunyo, arlo, arlo, caalami, caalami, duni, gayi, gayi, koon@
@worm@|@dixiri, gooryaan, midh@
@worn@|@duug@
@worn out object@|@lufan@
@worn out thing@|@kharaab@
@worry@|@caloolyoob, murugsanaan, sakati, tawal, welwel, welwel@
@worry (1)@|@caloolyow, hammi, murji, murug, tawal, uurkutaallo@
@worry (2)@|@murugood, urugo@
@worrying@|@nicid@
@worship@|@cibaadeysi, cibaadeyso, cibaado@
@worshipper@|@caabid@
@worst (thing)@|@darnayd@
@worth@|@istaahil@
@wound@|@dhaawac, dhibbaan, halakee, heer, nabar, qoon@
@wrap round oneself@|@gunto@
@wrapper@|@jilid@
@wrath@|@umal@
@wring out@|@majuuji@
@wrist@|@cukur, jalaqley@
@write@|@qor, qorid@
@write down for oneself@|@qoro@
@write on@|@dhigee@
@writer@|@dhige, musannif, musannif@
@writing@|@dhigasho, dhigid, dhigmo, qoraal@
@written document@|@dhigaal@
@Written with compulsion@|@Madiiddo lasoo qorqoray@
@wrong@|@dulmi, gardarro, juljul, khatal, khatal@
@wrong doing@|@juljul@
@year@|@sannad@
@yearning@|@jimiimic@
@yell@|@qayli@
@yellow@|@jaalle@
@Yemen@|@yemen@
@yes@|@haa@
@yesterday@|@shalay@
@you@|@aad@
@You may get up now@|@Waad kici kartaa iminka@
@young@|@dhallinyar@
@young bull@|@dibi@
@young female camel@|@qaalimo, qaalin@
@young man@|@gorom-saa@
@Yugoslavia@|@yuguslaafiya@
@zeal@|@haar, harjad@
@zebra@|@faraw@
@zero@|@goobaab, sufur@
@zigzag@|@leexleexo@
@zionism@|@sahyuuniyad@

